,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,metformin,change
6,num_lab_procedures,time_in_hospital
7,num_lab_procedures,num_medications
8,number_emergency,number_inpatient
9,metformin,diabetesmed
10,num_lab_procedures,a1cresult
11,number_diagnoses,num_medications
12,change,num_medications
13,number_inpatient,readmitted
14,number_diagnoses,time_in_hospital
15,glipizide,diabetesmed
16,age,number_diagnoses
17,rosiglitazone,change
18,pioglitazone,change
19,insulin,num_medications
20,glipizide,change
21,time_in_hospital,num_procedures
22,diabetesmed,num_medications
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,glimepiride,change
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,change,time_in_hospital
33,a1cresult,change
34,number_outpatient,number_inpatient
35,number_diagnoses,readmitted
36,insulin,time_in_hospital
37,number_emergency,readmitted
38,number_inpatient,number_diagnoses
39,a1cresult,insulin
40,age,time_in_hospital
41,metformin,rosiglitazone
42,number_outpatient,number_diagnoses
43,number_outpatient,number_emergency
44,diag_2,diag_3
45,number_diagnoses,insulin
46,diag_3,number_diagnoses
47,num_lab_procedures,insulin
48,diag_2,number_diagnoses
49,number_outpatient,readmitted
50,a1cresult,diabetesmed
51,metformin,glipizide
52,repaglinide,change
53,age,glyburide
54,diag_1,diag_3
55,a1cresult,time_in_hospital
56,repaglinide,diabetesmed
57,number_inpatient,time_in_hospital
58,number_inpatient,num_medications
59,metformin,num_medications
60,time_in_hospital,diabetesmed
61,pioglitazone,num_medications
62,diag_1,time_in_hospital
63,gender,num_procedures
64,num_lab_procedures,change
65,number_inpatient,insulin
66,number_diagnoses,num_procedures
67,readmitted,diabetesmed
68,metformin,pioglitazone
69,num_lab_procedures,num_procedures
70,nateglinide,change
71,number_emergency,number_diagnoses
72,glipizide,num_medications
73,rosiglitazone,num_medications
74,diag_1,metformin
75,a1cresult,metformin
76,age,repaglinide
77,number_diagnoses,change
78,age,glipizide
79,number_emergency,insulin
80,diag_2,time_in_hospital
81,glipizide,pioglitazone
82,acarbose,change
83,number_outpatient,max_glu_serum
84,readmitted,time_in_hospital
85,nateglinide,diabetesmed
86,glyburide_metformin,diabetesmed
87,glimepiride,pioglitazone
88,diag_3,time_in_hospital
89,glipizide,rosiglitazone
90,readmitted,num_medications
91,readmitted,change
92,metformin,glimepiride
93,glyburide_metformin,change
94,number_outpatient,num_medications
95,glimepiride,num_medications
96,glimepiride,rosiglitazone
97,readmitted,insulin
98,num_lab_procedures,number_inpatient
99,number_diagnoses,repaglinide
100,diag_3,insulin
101,number_emergency,change
102,num_lab_procedures,readmitted
103,race,a1cresult
104,glyburide,num_medications
105,glyburide,rosiglitazone
106,age,glimepiride
107,repaglinide,time_in_hospital
108,number_emergency,max_glu_serum
109,num_lab_procedures,diag_3
110,race,insulin
111,number_emergency,diag_3
112,number_inpatient,max_glu_serum
113,gender,glyburide
114,number_emergency,diag_2
115,glyburide_metformin,glipizide_metformin
116,glipizide,acarbose
117,acarbose,diabetesmed
118,num_lab_procedures,diabetesmed
119,gender,glipizide
120,a1cresult,repaglinide
121,number_inpatient,diabetesmed
122,pioglitazone,glyburide_metformin
123,a1cresult,num_medications
124,number_diagnoses,diabetesmed
125,nateglinide,pioglitazone
126,diag_3,a1cresult
127,glyburide,pioglitazone
128,repaglinide,num_medications
