,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,insulin,change
3,time_in_hospital,num_medications
4,num_procedures,num_medications
5,metformin,change
6,num_lab_procedures,time_in_hospital
7,metformin,diabetesmed
8,num_lab_procedures,num_medications
9,number_emergency,number_inpatient
10,num_lab_procedures,a1cresult
11,change,num_medications
12,number_diagnoses,num_medications
13,number_diagnoses,time_in_hospital
14,number_inpatient,readmitted
15,time_in_hospital,num_procedures
16,insulin,num_medications
17,glipizide,diabetesmed
18,age,number_diagnoses
19,rosiglitazone,change
20,diabetesmed,num_medications
21,pioglitazone,change
22,glipizide,change
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,glimepiride,change
28,rosiglitazone,diabetesmed
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,a1cresult,change
33,a1cresult,insulin
34,number_outpatient,number_inpatient
35,number_diagnoses,readmitted
36,number_emergency,readmitted
37,change,time_in_hospital
38,number_inpatient,number_diagnoses
39,age,time_in_hospital
40,insulin,time_in_hospital
41,metformin,rosiglitazone
42,number_outpatient,number_diagnoses
43,number_outpatient,number_emergency
44,diag_2,diag_3
45,number_diagnoses,insulin
46,diag_3,number_diagnoses
47,num_lab_procedures,insulin
48,repaglinide,change
49,a1cresult,diabetesmed
50,diag_2,number_diagnoses
51,number_outpatient,readmitted
52,metformin,glipizide
53,metformin,num_medications
54,age,glyburide
55,diag_1,time_in_hospital
56,number_inpatient,time_in_hospital
57,diag_1,diag_3
58,a1cresult,time_in_hospital
59,repaglinide,diabetesmed
60,num_lab_procedures,num_procedures
61,num_lab_procedures,change
62,pioglitazone,num_medications
63,readmitted,diabetesmed
64,number_inpatient,num_medications
65,number_diagnoses,num_procedures
66,gender,num_procedures
67,number_inpatient,insulin
68,metformin,pioglitazone
69,diag_2,time_in_hospital
70,glipizide,num_medications
71,number_emergency,number_diagnoses
72,nateglinide,change
73,rosiglitazone,num_medications
74,diag_1,metformin
75,time_in_hospital,diabetesmed
76,a1cresult,metformin
77,number_emergency,insulin
78,diag_3,time_in_hospital
79,number_diagnoses,change
80,age,repaglinide
81,age,glipizide
82,readmitted,num_medications
83,glipizide,pioglitazone
84,number_outpatient,max_glu_serum
85,glyburide_metformin,diabetesmed
86,readmitted,time_in_hospital
87,nateglinide,diabetesmed
88,glimepiride,pioglitazone
89,glipizide,rosiglitazone
90,readmitted,change
91,glimepiride,num_medications
92,metformin,glimepiride
93,acarbose,change
94,glimepiride,rosiglitazone
95,num_lab_procedures,number_inpatient
96,glyburide_metformin,change
97,number_diagnoses,repaglinide
98,num_lab_procedures,readmitted
99,glyburide,num_medications
100,race,a1cresult
101,race,insulin
102,diag_3,insulin
103,glyburide,rosiglitazone
104,age,glimepiride
105,readmitted,insulin
106,number_emergency,max_glu_serum
107,num_lab_procedures,diag_3
108,number_emergency,diag_3
109,number_inpatient,max_glu_serum
110,gender,glyburide
111,num_lab_procedures,diabetesmed
112,number_outpatient,num_medications
113,number_emergency,change
114,a1cresult,num_medications
115,number_emergency,diag_2
116,glyburide_metformin,glipizide_metformin
117,glipizide,acarbose
118,acarbose,diabetesmed
119,repaglinide,time_in_hospital
120,gender,glipizide
121,a1cresult,repaglinide
122,max_glu_serum,time_in_hospital
123,pioglitazone,glyburide_metformin
124,nateglinide,num_medications
125,number_diagnoses,diabetesmed
126,diag_3,change
127,nateglinide,pioglitazone
128,glyburide,time_in_hospital
