,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,num_lab_procedures,time_in_hospital
6,metformin,change
7,metformin,diabetesmed
8,number_emergency,number_inpatient
9,num_lab_procedures,num_medications
10,num_lab_procedures,a1cresult
11,number_diagnoses,num_medications
12,change,num_medications
13,number_inpatient,readmitted
14,number_diagnoses,time_in_hospital
15,glipizide,diabetesmed
16,age,number_diagnoses
17,pioglitazone,change
18,diabetesmed,num_medications
19,rosiglitazone,change
20,glipizide,change
21,time_in_hospital,num_procedures
22,insulin,num_medications
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,glimepiride,change
28,rosiglitazone,diabetesmed
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,number_outpatient,number_inpatient
33,number_diagnoses,readmitted
34,number_emergency,readmitted
35,number_inpatient,number_diagnoses
36,a1cresult,change
37,metformin,rosiglitazone
38,age,time_in_hospital
39,insulin,time_in_hospital
40,change,time_in_hospital
41,number_diagnoses,insulin
42,number_outpatient,number_diagnoses
43,number_outpatient,number_emergency
44,diag_2,diag_3
45,a1cresult,insulin
46,diag_3,number_diagnoses
47,num_lab_procedures,insulin
48,diag_2,number_diagnoses
49,number_outpatient,readmitted
50,number_inpatient,time_in_hospital
51,repaglinide,change
52,metformin,glipizide
53,a1cresult,diabetesmed
54,age,glyburide
55,metformin,num_medications
56,diag_1,diag_3
57,pioglitazone,num_medications
58,repaglinide,diabetesmed
59,number_inpatient,num_medications
60,readmitted,diabetesmed
61,num_lab_procedures,num_procedures
62,a1cresult,time_in_hospital
63,num_lab_procedures,change
64,metformin,pioglitazone
65,diag_1,time_in_hospital
66,nateglinide,change
67,gender,num_procedures
68,number_diagnoses,num_procedures
69,glipizide,num_medications
70,number_emergency,number_diagnoses
71,rosiglitazone,num_medications
72,diag_1,metformin
73,a1cresult,metformin
74,readmitted,insulin
75,number_inpatient,insulin
76,number_diagnoses,change
77,age,repaglinide
78,acarbose,change
79,glyburide_metformin,change
80,age,glipizide
81,time_in_hospital,diabetesmed
82,glipizide,pioglitazone
83,number_outpatient,max_glu_serum
84,number_emergency,insulin
85,glyburide_metformin,diabetesmed
86,diag_2,time_in_hospital
87,nateglinide,diabetesmed
88,readmitted,time_in_hospital
89,glimepiride,pioglitazone
90,readmitted,num_medications
91,glipizide,rosiglitazone
92,metformin,glimepiride
93,number_outpatient,num_medications
94,glimepiride,num_medications
95,glimepiride,rosiglitazone
96,num_lab_procedures,number_inpatient
97,number_emergency,change
98,num_lab_procedures,diabetesmed
99,number_diagnoses,repaglinide
100,num_lab_procedures,readmitted
101,race,a1cresult
102,diag_3,time_in_hospital
103,glyburide,rosiglitazone
104,age,glimepiride
105,readmitted,change
106,repaglinide,time_in_hospital
107,number_emergency,max_glu_serum
108,num_lab_procedures,diag_3
109,diag_3,insulin
110,a1cresult,num_medications
111,number_emergency,diag_3
112,number_inpatient,max_glu_serum
113,gender,glyburide
114,number_emergency,diag_2
115,glyburide_metformin,glipizide_metformin
116,acarbose,diabetesmed
117,number_inpatient,diabetesmed
118,glipizide,acarbose
119,max_glu_serum,time_in_hospital
120,gender,glipizide
121,a1cresult,repaglinide
122,pioglitazone,glyburide_metformin
123,race,insulin
124,number_emergency,diabetesmed
125,glyburide,num_medications
126,nateglinide,num_medications
127,nateglinide,pioglitazone
128,diag_3,a1cresult
