,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,insulin,change
3,time_in_hospital,num_medications
4,num_procedures,num_medications
5,metformin,change
6,num_lab_procedures,time_in_hospital
7,metformin,diabetesmed
8,number_emergency,number_inpatient
9,num_lab_procedures,num_medications
10,num_lab_procedures,a1cresult
11,change,num_medications
12,number_diagnoses,num_medications
13,number_inpatient,readmitted
14,number_diagnoses,time_in_hospital
15,glipizide,diabetesmed
16,pioglitazone,change
17,age,number_diagnoses
18,glipizide,change
19,insulin,num_medications
20,rosiglitazone,change
21,time_in_hospital,num_procedures
22,diabetesmed,num_medications
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,rosiglitazone,diabetesmed
28,glimepiride,change
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,change,time_in_hospital
33,a1cresult,change
34,number_outpatient,number_inpatient
35,number_diagnoses,readmitted
36,number_emergency,readmitted
37,number_inpatient,number_diagnoses
38,insulin,time_in_hospital
39,a1cresult,insulin
40,age,time_in_hospital
41,metformin,rosiglitazone
42,number_outpatient,number_diagnoses
43,number_outpatient,number_emergency
44,diag_2,diag_3
45,number_diagnoses,insulin
46,diag_3,number_diagnoses
47,num_lab_procedures,insulin
48,diag_2,number_diagnoses
49,a1cresult,diabetesmed
50,number_outpatient,readmitted
51,metformin,glipizide
52,repaglinide,change
53,age,glyburide
54,number_inpatient,time_in_hospital
55,diag_1,diag_3
56,a1cresult,time_in_hospital
57,pioglitazone,num_medications
58,repaglinide,diabetesmed
59,time_in_hospital,diabetesmed
60,diag_1,time_in_hospital
61,metformin,num_medications
62,readmitted,diabetesmed
63,number_inpatient,insulin
64,number_inpatient,num_medications
65,gender,num_procedures
66,num_lab_procedures,change
67,num_lab_procedures,num_procedures
68,metformin,pioglitazone
69,glipizide,num_medications
70,number_diagnoses,num_procedures
71,rosiglitazone,num_medications
72,number_emergency,number_diagnoses
73,nateglinide,change
74,diag_1,metformin
75,diag_2,time_in_hospital
76,a1cresult,metformin
77,age,repaglinide
78,age,glipizide
79,acarbose,change
80,number_diagnoses,change
81,glipizide,pioglitazone
82,number_outpatient,max_glu_serum
83,nateglinide,diabetesmed
84,number_outpatient,num_medications
85,glyburide_metformin,diabetesmed
86,diag_3,time_in_hospital
87,readmitted,change
88,number_emergency,insulin
89,glimepiride,pioglitazone
90,glipizide,rosiglitazone
91,glimepiride,num_medications
92,readmitted,time_in_hospital
93,metformin,glimepiride
94,readmitted,num_medications
95,glimepiride,rosiglitazone
96,num_lab_procedures,number_inpatient
97,glyburide_metformin,change
98,diag_3,insulin
99,number_emergency,change
100,readmitted,insulin
101,number_diagnoses,repaglinide
102,num_lab_procedures,readmitted
103,race,a1cresult
104,glyburide,rosiglitazone
105,age,glimepiride
106,repaglinide,time_in_hospital
107,number_emergency,max_glu_serum
108,num_lab_procedures,diag_3
109,glyburide,num_medications
110,number_emergency,diag_3
111,race,insulin
112,number_inpatient,max_glu_serum
113,gender,glyburide
114,number_emergency,diag_2
115,glyburide_metformin,glipizide_metformin
116,acarbose,diabetesmed
117,glipizide,acarbose
118,num_lab_procedures,diabetesmed
119,gender,glipizide
120,glyburide,time_in_hospital
121,a1cresult,repaglinide
122,pioglitazone,glyburide_metformin
123,number_diagnoses,diabetesmed
124,number_inpatient,diabetesmed
125,number_outpatient,change
126,number_emergency,diabetesmed
127,a1cresult,num_medications
128,nateglinide,pioglitazone
