,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,metformin,change
6,num_lab_procedures,time_in_hospital
7,metformin,diabetesmed
8,number_emergency,number_inpatient
9,num_lab_procedures,num_medications
10,num_lab_procedures,a1cresult
11,change,num_medications
12,number_diagnoses,num_medications
13,number_inpatient,readmitted
14,number_diagnoses,time_in_hospital
15,pioglitazone,change
16,glipizide,diabetesmed
17,age,number_diagnoses
18,glipizide,change
19,rosiglitazone,change
20,insulin,num_medications
21,time_in_hospital,num_procedures
22,diabetesmed,num_medications
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,rosiglitazone,diabetesmed
28,glimepiride,change
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,change,time_in_hospital
33,number_outpatient,number_inpatient
34,number_diagnoses,readmitted
35,number_emergency,readmitted
36,a1cresult,change
37,number_inpatient,number_diagnoses
38,insulin,time_in_hospital
39,a1cresult,insulin
40,metformin,rosiglitazone
41,age,time_in_hospital
42,number_outpatient,number_diagnoses
43,number_outpatient,number_emergency
44,diag_2,diag_3
45,num_lab_procedures,insulin
46,diag_3,number_diagnoses
47,number_diagnoses,insulin
48,diag_2,number_diagnoses
49,a1cresult,diabetesmed
50,number_outpatient,readmitted
51,metformin,glipizide
52,repaglinide,change
53,number_inpatient,time_in_hospital
54,age,glyburide
55,a1cresult,time_in_hospital
56,diag_1,diag_3
57,repaglinide,diabetesmed
58,metformin,num_medications
59,pioglitazone,num_medications
60,diag_1,time_in_hospital
61,num_lab_procedures,change
62,time_in_hospital,diabetesmed
63,number_inpatient,num_medications
64,num_lab_procedures,num_procedures
65,number_diagnoses,num_procedures
66,readmitted,diabetesmed
67,number_inpatient,insulin
68,metformin,pioglitazone
69,gender,num_procedures
70,number_emergency,number_diagnoses
71,rosiglitazone,num_medications
72,nateglinide,change
73,glipizide,num_medications
74,diag_1,metformin
75,number_diagnoses,change
76,a1cresult,metformin
77,age,repaglinide
78,age,glipizide
79,readmitted,time_in_hospital
80,glipizide,pioglitazone
81,number_outpatient,max_glu_serum
82,readmitted,change
83,nateglinide,diabetesmed
84,acarbose,change
85,glyburide_metformin,diabetesmed
86,readmitted,num_medications
87,diag_2,time_in_hospital
88,glimepiride,pioglitazone
89,number_outpatient,num_medications
90,glipizide,rosiglitazone
91,number_emergency,insulin
92,diag_3,time_in_hospital
93,metformin,glimepiride
94,glimepiride,num_medications
95,glyburide_metformin,change
96,diag_3,insulin
97,glimepiride,rosiglitazone
98,num_lab_procedures,number_inpatient
99,number_emergency,change
100,number_diagnoses,repaglinide
101,num_lab_procedures,readmitted
102,race,a1cresult
103,glyburide,num_medications
104,repaglinide,time_in_hospital
105,glyburide,rosiglitazone
106,race,insulin
107,age,glimepiride
108,readmitted,insulin
109,number_emergency,max_glu_serum
110,num_lab_procedures,diag_3
111,num_lab_procedures,diabetesmed
112,number_emergency,diag_3
113,number_inpatient,max_glu_serum
114,gender,glyburide
115,number_emergency,diag_2
116,glyburide_metformin,glipizide_metformin
117,glipizide,acarbose
118,number_diagnoses,diabetesmed
119,acarbose,diabetesmed
120,number_inpatient,diabetesmed
121,gender,glipizide
122,a1cresult,repaglinide
123,pioglitazone,glyburide_metformin
124,number_outpatient,change
125,glyburide,time_in_hospital
126,nateglinide,pioglitazone
127,max_glu_serum,time_in_hospital
