,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,metformin,change
6,num_lab_procedures,time_in_hospital
7,num_lab_procedures,num_medications
8,metformin,diabetesmed
9,number_emergency,number_inpatient
10,change,num_medications
11,num_lab_procedures,a1cresult
12,number_diagnoses,num_medications
13,number_diagnoses,time_in_hospital
14,number_inpatient,readmitted
15,diabetesmed,num_medications
16,glipizide,diabetesmed
17,pioglitazone,change
18,age,number_diagnoses
19,insulin,num_medications
20,rosiglitazone,change
21,glipizide,change
22,time_in_hospital,num_procedures
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,rosiglitazone,diabetesmed
28,glimepiride,change
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,insulin,time_in_hospital
33,number_outpatient,number_inpatient
34,number_diagnoses,readmitted
35,change,time_in_hospital
36,number_emergency,readmitted
37,a1cresult,change
38,number_inpatient,number_diagnoses
39,a1cresult,insulin
40,metformin,rosiglitazone
41,number_outpatient,number_diagnoses
42,number_outpatient,number_emergency
43,diag_2,diag_3
44,age,time_in_hospital
45,diag_3,number_diagnoses
46,num_lab_procedures,insulin
47,number_diagnoses,insulin
48,diag_2,number_diagnoses
49,metformin,num_medications
50,number_outpatient,readmitted
51,repaglinide,change
52,metformin,glipizide
53,number_inpatient,time_in_hospital
54,pioglitazone,num_medications
55,a1cresult,diabetesmed
56,age,glyburide
57,diag_1,diag_3
58,diag_1,time_in_hospital
59,glipizide,num_medications
60,repaglinide,diabetesmed
61,number_inpatient,num_medications
62,gender,num_procedures
63,a1cresult,time_in_hospital
64,num_lab_procedures,change
65,readmitted,diabetesmed
66,number_inpatient,insulin
67,time_in_hospital,diabetesmed
68,number_diagnoses,change
69,num_lab_procedures,num_procedures
70,metformin,pioglitazone
71,nateglinide,change
72,number_emergency,number_diagnoses
73,number_emergency,insulin
74,number_diagnoses,num_procedures
75,rosiglitazone,num_medications
76,diag_1,metformin
77,a1cresult,metformin
78,acarbose,change
79,age,repaglinide
80,diag_2,time_in_hospital
81,age,glipizide
82,nateglinide,diabetesmed
83,glipizide,pioglitazone
84,number_outpatient,max_glu_serum
85,readmitted,time_in_hospital
86,glyburide_metformin,diabetesmed
87,glimepiride,num_medications
88,readmitted,change
89,glimepiride,pioglitazone
90,glipizide,rosiglitazone
91,number_outpatient,num_medications
92,readmitted,num_medications
93,metformin,glimepiride
94,diag_3,time_in_hospital
95,glyburide_metformin,change
96,number_emergency,change
97,glimepiride,rosiglitazone
98,num_lab_procedures,number_inpatient
99,race,insulin
100,diag_3,insulin
101,number_diagnoses,repaglinide
102,num_lab_procedures,readmitted
103,race,a1cresult
104,glyburide,rosiglitazone
105,age,glimepiride
106,number_emergency,max_glu_serum
107,num_lab_procedures,diag_3
108,num_lab_procedures,diabetesmed
109,number_emergency,diag_3
110,number_inpatient,max_glu_serum
111,acarbose,diabetesmed
112,gender,glyburide
113,number_emergency,diag_2
114,glyburide_metformin,glipizide_metformin
115,glipizide,acarbose
116,a1cresult,num_medications
117,glyburide,num_medications
118,diag_3,change
119,readmitted,insulin
120,gender,glipizide
121,a1cresult,repaglinide
122,pioglitazone,glyburide_metformin
123,repaglinide,num_medications
124,number_inpatient,diabetesmed
125,number_diagnoses,diabetesmed
126,number_inpatient,change
127,insulin,num_procedures
128,repaglinide,time_in_hospital
