,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,metformin,change
6,num_lab_procedures,time_in_hospital
7,num_lab_procedures,num_medications
8,metformin,diabetesmed
9,number_emergency,number_inpatient
10,num_lab_procedures,a1cresult
11,number_diagnoses,num_medications
12,change,num_medications
13,number_inpatient,readmitted
14,number_diagnoses,time_in_hospital
15,glipizide,diabetesmed
16,pioglitazone,change
17,age,number_diagnoses
18,insulin,num_medications
19,rosiglitazone,change
20,glipizide,change
21,time_in_hospital,num_procedures
22,diabetesmed,num_medications
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,glimepiride,change
28,rosiglitazone,diabetesmed
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,change,time_in_hospital
33,number_outpatient,number_inpatient
34,insulin,time_in_hospital
35,number_diagnoses,readmitted
36,a1cresult,change
37,number_emergency,readmitted
38,number_inpatient,number_diagnoses
39,metformin,rosiglitazone
40,a1cresult,insulin
41,age,time_in_hospital
42,number_outpatient,number_diagnoses
43,number_outpatient,number_emergency
44,diag_2,diag_3
45,number_diagnoses,insulin
46,num_lab_procedures,insulin
47,diag_3,number_diagnoses
48,diag_2,number_diagnoses
49,number_outpatient,readmitted
50,a1cresult,diabetesmed
51,metformin,glipizide
52,repaglinide,change
53,number_inpatient,time_in_hospital
54,age,glyburide
55,diag_1,diag_3
56,repaglinide,diabetesmed
57,metformin,num_medications
58,number_inpatient,num_medications
59,a1cresult,time_in_hospital
60,pioglitazone,num_medications
61,gender,num_procedures
62,diag_1,time_in_hospital
63,number_inpatient,insulin
64,number_diagnoses,num_procedures
65,readmitted,diabetesmed
66,num_lab_procedures,change
67,metformin,pioglitazone
68,time_in_hospital,diabetesmed
69,num_lab_procedures,num_procedures
70,number_emergency,number_diagnoses
71,glipizide,num_medications
72,nateglinide,change
73,rosiglitazone,num_medications
74,diag_1,metformin
75,diag_2,time_in_hospital
76,a1cresult,metformin
77,readmitted,time_in_hospital
78,age,repaglinide
79,age,glipizide
80,number_outpatient,num_medications
81,glipizide,pioglitazone
82,number_outpatient,max_glu_serum
83,acarbose,change
84,nateglinide,diabetesmed
85,number_diagnoses,change
86,glyburide_metformin,diabetesmed
87,diag_3,time_in_hospital
88,glimepiride,pioglitazone
89,number_emergency,insulin
90,glipizide,rosiglitazone
91,metformin,glimepiride
92,glyburide_metformin,change
93,readmitted,change
94,glimepiride,num_medications
95,readmitted,num_medications
96,glimepiride,rosiglitazone
97,readmitted,insulin
98,num_lab_procedures,number_inpatient
99,number_emergency,change
100,number_diagnoses,repaglinide
101,num_lab_procedures,readmitted
102,race,a1cresult
103,repaglinide,time_in_hospital
104,glyburide,rosiglitazone
105,age,glimepiride
106,number_emergency,max_glu_serum
107,num_lab_procedures,diag_3
108,glyburide,num_medications
109,diag_3,insulin
110,number_emergency,diag_3
111,number_inpatient,max_glu_serum
112,gender,glyburide
113,race,insulin
114,num_lab_procedures,diabetesmed
115,number_emergency,diag_2
116,glyburide_metformin,glipizide_metformin
117,max_glu_serum,time_in_hospital
118,glipizide,acarbose
119,acarbose,diabetesmed
120,number_inpatient,diabetesmed
121,number_emergency,diabetesmed
122,gender,glipizide
123,a1cresult,repaglinide
124,pioglitazone,glyburide_metformin
125,number_diagnoses,diabetesmed
126,number_inpatient,change
127,number_outpatient,change
128,a1cresult,num_medications
