,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,insulin,change
3,time_in_hospital,num_medications
4,num_procedures,num_medications
5,metformin,change
6,num_lab_procedures,time_in_hospital
7,num_lab_procedures,num_medications
8,metformin,diabetesmed
9,number_emergency,number_inpatient
10,num_lab_procedures,a1cresult
11,change,num_medications
12,number_diagnoses,num_medications
13,number_inpatient,readmitted
14,number_diagnoses,time_in_hospital
15,pioglitazone,change
16,glipizide,diabetesmed
17,age,number_diagnoses
18,rosiglitazone,change
19,glipizide,change
20,insulin,num_medications
21,time_in_hospital,num_procedures
22,glyburide,diabetesmed
23,diabetesmed,num_medications
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,rosiglitazone,diabetesmed
28,glimepiride,change
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,insulin,time_in_hospital
33,number_outpatient,number_inpatient
34,number_diagnoses,readmitted
35,a1cresult,change
36,number_emergency,readmitted
37,change,time_in_hospital
38,number_inpatient,number_diagnoses
39,age,time_in_hospital
40,metformin,rosiglitazone
41,a1cresult,insulin
42,number_outpatient,number_diagnoses
43,number_outpatient,number_emergency
44,diag_2,diag_3
45,diag_3,number_diagnoses
46,number_diagnoses,insulin
47,num_lab_procedures,insulin
48,diag_2,number_diagnoses
49,a1cresult,diabetesmed
50,repaglinide,change
51,number_outpatient,readmitted
52,metformin,glipizide
53,age,glyburide
54,number_inpatient,time_in_hospital
55,diag_1,diag_3
56,time_in_hospital,diabetesmed
57,repaglinide,diabetesmed
58,number_diagnoses,num_procedures
59,pioglitazone,num_medications
60,readmitted,diabetesmed
61,gender,num_procedures
62,metformin,num_medications
63,diag_1,time_in_hospital
64,number_inpatient,num_medications
65,num_lab_procedures,num_procedures
66,num_lab_procedures,change
67,glipizide,num_medications
68,a1cresult,time_in_hospital
69,metformin,pioglitazone
70,number_inpatient,insulin
71,nateglinide,change
72,number_emergency,number_diagnoses
73,number_diagnoses,change
74,diag_2,time_in_hospital
75,diag_1,metformin
76,rosiglitazone,num_medications
77,a1cresult,metformin
78,age,repaglinide
79,age,glipizide
80,readmitted,time_in_hospital
81,glyburide_metformin,change
82,glipizide,pioglitazone
83,number_outpatient,max_glu_serum
84,nateglinide,diabetesmed
85,readmitted,change
86,glyburide_metformin,diabetesmed
87,diag_3,time_in_hospital
88,acarbose,change
89,glimepiride,pioglitazone
90,glipizide,rosiglitazone
91,number_emergency,insulin
92,metformin,glimepiride
93,readmitted,num_medications
94,number_emergency,change
95,glimepiride,rosiglitazone
96,number_outpatient,num_medications
97,num_lab_procedures,number_inpatient
98,number_diagnoses,repaglinide
99,num_lab_procedures,readmitted
100,race,a1cresult
101,diag_3,insulin
102,glimepiride,num_medications
103,glyburide,rosiglitazone
104,glyburide,num_medications
105,age,glimepiride
106,number_emergency,max_glu_serum
107,num_lab_procedures,diag_3
108,repaglinide,time_in_hospital
109,race,insulin
110,number_emergency,diag_3
111,number_inpatient,max_glu_serum
112,readmitted,insulin
113,gender,glyburide
114,number_emergency,diag_2
115,glyburide_metformin,glipizide_metformin
116,num_lab_procedures,diabetesmed
117,glipizide,acarbose
118,acarbose,diabetesmed
119,number_diagnoses,diabetesmed
120,max_glu_serum,time_in_hospital
121,number_emergency,diabetesmed
122,gender,glipizide
123,a1cresult,repaglinide
124,pioglitazone,glyburide_metformin
125,number_outpatient,change
126,a1cresult,num_medications
127,repaglinide,num_medications
128,number_inpatient,change
