,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,insulin,change
3,time_in_hospital,num_medications
4,num_procedures,num_medications
5,num_lab_procedures,time_in_hospital
6,metformin,change
7,number_emergency,number_inpatient
8,num_lab_procedures,num_medications
9,metformin,diabetesmed
10,num_lab_procedures,a1cresult
11,number_diagnoses,num_medications
12,change,num_medications
13,number_inpatient,readmitted
14,rosiglitazone,change
15,number_diagnoses,time_in_hospital
16,age,number_diagnoses
17,glipizide,diabetesmed
18,time_in_hospital,num_procedures
19,glipizide,change
20,pioglitazone,change
21,insulin,num_medications
22,glyburide,diabetesmed
23,glyburide,change
24,diabetesmed,num_medications
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,glimepiride,change
28,rosiglitazone,diabetesmed
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,number_outpatient,number_inpatient
33,a1cresult,change
34,number_diagnoses,readmitted
35,number_emergency,readmitted
36,number_inpatient,number_diagnoses
37,change,time_in_hospital
38,metformin,rosiglitazone
39,age,time_in_hospital
40,insulin,time_in_hospital
41,number_outpatient,number_diagnoses
42,number_outpatient,number_emergency
43,diag_2,diag_3
44,a1cresult,insulin
45,num_lab_procedures,insulin
46,number_diagnoses,insulin
47,diag_3,number_diagnoses
48,diag_2,number_diagnoses
49,number_outpatient,readmitted
50,number_inpatient,num_medications
51,metformin,glipizide
52,metformin,num_medications
53,repaglinide,change
54,age,glyburide
55,number_inpatient,time_in_hospital
56,a1cresult,diabetesmed
57,pioglitazone,num_medications
58,num_lab_procedures,change
59,diag_1,diag_3
60,a1cresult,time_in_hospital
61,repaglinide,diabetesmed
62,diag_1,time_in_hospital
63,metformin,pioglitazone
64,num_lab_procedures,num_procedures
65,readmitted,diabetesmed
66,number_inpatient,insulin
67,glipizide,num_medications
68,number_emergency,number_diagnoses
69,number_diagnoses,num_procedures
70,time_in_hospital,diabetesmed
71,gender,num_procedures
72,number_emergency,change
73,readmitted,time_in_hospital
74,diag_1,metformin
75,nateglinide,change
76,number_outpatient,num_medications
77,a1cresult,metformin
78,diag_3,time_in_hospital
79,glyburide_metformin,change
80,age,repaglinide
81,age,glipizide
82,diag_2,time_in_hospital
83,acarbose,change
84,number_diagnoses,change
85,glipizide,pioglitazone
86,rosiglitazone,num_medications
87,number_outpatient,max_glu_serum
88,readmitted,change
89,nateglinide,diabetesmed
90,glimepiride,pioglitazone
91,number_emergency,insulin
92,glipizide,rosiglitazone
93,glyburide_metformin,diabetesmed
94,metformin,glimepiride
95,glimepiride,num_medications
96,repaglinide,time_in_hospital
97,readmitted,num_medications
98,readmitted,insulin
99,glimepiride,rosiglitazone
100,num_lab_procedures,number_inpatient
101,number_diagnoses,repaglinide
102,race,insulin
103,num_lab_procedures,readmitted
104,diag_3,insulin
105,race,a1cresult
106,glyburide,rosiglitazone
107,age,glimepiride
108,number_emergency,max_glu_serum
109,num_lab_procedures,diag_3
110,number_emergency,diag_3
111,glyburide,num_medications
112,number_inpatient,max_glu_serum
113,gender,glyburide
114,glyburide,time_in_hospital
115,number_emergency,diag_2
116,glyburide_metformin,glipizide_metformin
117,num_lab_procedures,diabetesmed
118,glipizide,acarbose
119,number_diagnoses,diabetesmed
120,max_glu_serum,time_in_hospital
121,nateglinide,num_medications
122,acarbose,diabetesmed
123,gender,glipizide
124,diag_2,insulin
125,glipizide,time_in_hospital
126,number_outpatient,insulin
127,a1cresult,repaglinide
128,pioglitazone,glyburide_metformin
