,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,metformin,change
6,time_in_hospital,num_lab_procedures
7,number_emergency,number_inpatient
8,num_lab_procedures,num_medications
9,metformin,diabetesmed
10,num_lab_procedures,a1cresult
11,num_medications,change
12,num_medications,number_diagnoses
13,number_inpatient,readmitted
14,time_in_hospital,number_diagnoses
15,glipizide,diabetesmed
16,num_medications,insulin
17,age,number_diagnoses
18,pioglitazone,change
19,glipizide,change
20,rosiglitazone,change
21,time_in_hospital,num_procedures
22,num_medications,diabetesmed
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,metformin,glyburide
28,rosiglitazone,diabetesmed
29,glimepiride,change
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,number_diagnoses,readmitted
33,time_in_hospital,change
34,number_outpatient,number_inpatient
35,number_inpatient,number_diagnoses
36,a1cresult,change
37,number_emergency,readmitted
38,metformin,rosiglitazone
39,time_in_hospital,insulin
40,age,time_in_hospital
41,a1cresult,insulin
42,number_outpatient,number_emergency
43,number_outpatient,number_diagnoses
44,number_diagnoses,insulin
45,diag_2,diag_3
46,num_lab_procedures,insulin
47,diag_3,number_diagnoses
48,a1cresult,diabetesmed
49,repaglinide,change
50,number_outpatient,readmitted
51,diag_2,number_diagnoses
52,diag_1,diag_3
53,time_in_hospital,number_inpatient
54,metformin,glipizide
55,age,glyburide
56,repaglinide,diabetesmed
57,num_medications,pioglitazone
58,diabetesmed,readmitted
59,num_medications,number_inpatient
60,time_in_hospital,a1cresult
61,num_lab_procedures,change
62,gender,num_procedures
63,num_medications,metformin
64,time_in_hospital,diabetesmed
65,num_procedures,number_diagnoses
66,time_in_hospital,diag_1
67,num_lab_procedures,num_procedures
68,number_diagnoses,change
69,number_inpatient,insulin
70,num_medications,glipizide
71,num_medications,rosiglitazone
72,number_emergency,number_diagnoses
73,metformin,pioglitazone
74,number_emergency,insulin
75,age,glipizide
76,num_medications,readmitted
77,a1cresult,metformin
78,diag_1,metformin
79,nateglinide,change
80,change,readmitted
81,time_in_hospital,readmitted
82,age,repaglinide
83,metformin,glimepiride
84,num_medications,glimepiride
85,glipizide,pioglitazone
86,time_in_hospital,diag_2
87,glyburide_metformin,diabetesmed
88,number_outpatient,max_glu_serum
89,glimepiride,rosiglitazone
90,nateglinide,diabetesmed
91,acarbose,change
92,time_in_hospital,diag_3
93,insulin,readmitted
94,num_medications,glyburide
95,race,insulin
96,num_medications,number_outpatient
97,number_emergency,max_glu_serum
98,glimepiride,pioglitazone
99,diag_3,insulin
100,num_lab_procedures,readmitted
101,glipizide,rosiglitazone
102,number_emergency,diag_3
103,num_lab_procedures,number_inpatient
104,number_diagnoses,repaglinide
105,number_inpatient,max_glu_serum
106,gender,glyburide
107,number_emergency,change
108,race,a1cresult
109,glyburide_metformin,change
110,num_lab_procedures,diag_3
111,time_in_hospital,repaglinide
112,number_inpatient,diabetesmed
113,num_lab_procedures,diabetesmed
114,number_inpatient,change
115,age,readmitted
116,time_in_hospital,max_glu_serum
117,acarbose,diabetesmed
118,age,glimepiride
119,num_medications,a1cresult
120,number_emergency,diag_2
121,gender,glipizide
122,glimepiride,acarbose
123,a1cresult,repaglinide
124,glyburide,rosiglitazone
125,glipizide,acarbose
126,a1cresult,glimepiride
127,repaglinide,readmitted
128,number_outpatient,change
129,number_emergency,diabetesmed
