,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,change,diabetesmed
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,num_lab_procedures,num_medications
8,number_emergency,number_inpatient
9,metformin,diabetesmed
10,num_lab_procedures,a1cresult
11,num_medications,number_diagnoses
12,num_medications,change
13,time_in_hospital,number_diagnoses
14,num_medications,insulin
15,age,number_diagnoses
16,glipizide,diabetesmed
17,number_inpatient,readmitted
18,time_in_hospital,num_procedures
19,num_medications,diabetesmed
20,rosiglitazone,change
21,glyburide,diabetesmed
22,pioglitazone,change
23,glipizide,change
24,num_lab_procedures,number_diagnoses
25,glyburide,change
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,glimepiride,change
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,time_in_hospital,insulin
33,number_outpatient,number_inpatient
34,number_emergency,readmitted
35,age,time_in_hospital
36,number_inpatient,number_diagnoses
37,time_in_hospital,change
38,metformin,rosiglitazone
39,number_diagnoses,readmitted
40,number_outpatient,number_diagnoses
41,a1cresult,change
42,a1cresult,insulin
43,num_lab_procedures,insulin
44,diag_2,diag_3
45,number_diagnoses,insulin
46,diag_2,number_diagnoses
47,number_outpatient,number_emergency
48,diag_3,number_diagnoses
49,a1cresult,diabetesmed
50,time_in_hospital,number_inpatient
51,age,glyburide
52,repaglinide,change
53,diag_1,diag_3
54,time_in_hospital,a1cresult
55,metformin,glipizide
56,num_medications,metformin
57,repaglinide,diabetesmed
58,glyburide_metformin,glipizide_metformin
59,metformin,pioglitazone
60,number_outpatient,readmitted
61,num_medications,pioglitazone
62,time_in_hospital,diag_1
63,num_lab_procedures,change
64,number_inpatient,insulin
65,num_medications,number_inpatient
66,num_procedures,number_diagnoses
67,num_lab_procedures,num_procedures
68,time_in_hospital,diabetesmed
69,gender,num_procedures
70,age,glipizide
71,diag_1,metformin
72,number_emergency,number_diagnoses
73,age,repaglinide
74,num_medications,rosiglitazone
75,number_emergency,insulin
76,nateglinide,change
77,num_medications,glipizide
78,a1cresult,metformin
79,glimepiride,rosiglitazone
80,time_in_hospital,diag_2
81,acarbose,change
82,number_outpatient,max_glu_serum
83,time_in_hospital,diag_3
84,diabetesmed,readmitted
85,time_in_hospital,readmitted
86,number_diagnoses,change
87,nateglinide,diabetesmed
88,glyburide_metformin,diabetesmed
89,change,readmitted
90,number_emergency,change
91,num_medications,readmitted
92,glipizide,pioglitazone
93,num_medications,glimepiride
94,glipizide,rosiglitazone
95,glyburide_metformin,change
96,num_lab_procedures,readmitted
97,num_medications,glyburide
98,glimepiride,pioglitazone
99,metformin,glimepiride
100,race,insulin
101,num_medications,number_outpatient
102,glyburide,rosiglitazone
103,diag_3,insulin
104,insulin,readmitted
105,num_lab_procedures,diag_3
106,num_lab_procedures,number_inpatient
107,age,glimepiride
108,number_diagnoses,repaglinide
109,number_emergency,diag_3
110,time_in_hospital,repaglinide
111,num_lab_procedures,diabetesmed
112,gender,glyburide
113,num_medications,a1cresult
114,number_emergency,diag_2
115,race,a1cresult
116,number_emergency,max_glu_serum
117,number_diagnoses,diabetesmed
118,gender,glipizide
119,acarbose,diabetesmed
120,glipizide,acarbose
121,number_inpatient,diabetesmed
122,pioglitazone,glyburide_metformin
123,a1cresult,repaglinide
124,race,number_emergency
125,number_inpatient,diag_3
126,a1cresult,glimepiride
127,number_inpatient,max_glu_serum
128,diag_2,insulin
129,num_procedures,insulin
130,age,max_glu_serum
131,time_in_hospital,glyburide
132,number_outpatient,change
133,age,num_medications
134,age,number_outpatient
135,glyburide,pioglitazone
136,age,readmitted
137,number_emergency,diabetesmed
138,glimepiride,acarbose
139,age,tolbutamide
140,time_in_hospital,max_glu_serum
141,nateglinide,pioglitazone
142,number_inpatient,change
143,number_inpatient,diag_2
144,pioglitazone,metformin_pioglitazone
145,num_medications,nateglinide
146,glimepiride,insulin
147,glimepiride,miglitol
148,age,num_lab_procedures
149,diag_2,metformin
150,number_outpatient,diag_2
151,number_outpatient,diag_3
152,repaglinide,readmitted
153,age,nateglinide
154,diag_3,a1cresult
155,number_outpatient,insulin
156,glipizide,readmitted
157,time_in_hospital,glimepiride
158,num_medications,repaglinide
159,gender,a1cresult
160,repaglinide,pioglitazone
161,a1cresult,glipizide
162,num_lab_procedures,glipizide
163,max_glu_serum,tolbutamide
164,diag_3,change
165,time_in_hospital,glipizide
166,nateglinide,rosiglitazone
167,chlorpropamide,diabetesmed
168,gender,diabetesmed
169,num_medications,acarbose
170,diag_3,pioglitazone
171,age,diag_1
172,time_in_hospital,number_emergency
173,time_in_hospital,number_outpatient
174,race,num_procedures
175,nateglinide,glipizide
176,max_glu_serum,pioglitazone
177,gender,number_emergency
178,repaglinide,glipizide
179,diag_1,change
180,diag_3,chlorpropamide
181,max_glu_serum,nateglinide
182,number_diagnoses,glipizide
183,diag_2,glipizide
184,age,diabetesmed
185,gender,num_medications
186,glipizide,insulin
187,metformin,readmitted
188,number_diagnoses,chlorpropamide
189,metformin,insulin
190,race,max_glu_serum
191,number_inpatient,rosiglitazone
192,nateglinide,glyburide
193,race,glyburide
194,number_outpatient,a1cresult
195,max_glu_serum,metformin
196,metformin,glyburide_metformin
197,race,gender
198,diag_2,glyburide
199,num_procedures,number_outpatient
200,repaglinide,glyburide
201,diag_1,diabetesmed
202,race,readmitted
203,number_inpatient,glipizide
204,number_inpatient,pioglitazone
205,gender,time_in_hospital
206,glipizide,glyburide_metformin
207,diag_3,glyburide
208,max_glu_serum,glimepiride
209,number_diagnoses,glyburide
210,age,change
211,number_emergency,glyburide
212,diag_1,readmitted
213,num_medications,diag_3
214,num_procedures,number_emergency
215,race,number_outpatient
216,num_procedures,metformin
217,number_inpatient,glyburide
218,age,num_procedures
219,number_diagnoses,max_glu_serum
220,age,number_inpatient
221,num_lab_procedures,metformin
222,diag_1,insulin
223,num_procedures,readmitted
224,num_medications,diag_1
225,gender,diag_1
226,max_glu_serum,a1cresult
227,gender,age
228,number_inpatient,a1cresult
229,race,num_medications
230,age,metformin
231,num_procedures,diag_3
232,pioglitazone,rosiglitazone
233,glimepiride,glyburide
234,num_medications,diag_2
235,number_inpatient,metformin
236,age,diag_2
237,num_procedures,number_inpatient
238,glyburide,insulin
239,diag_1,a1cresult
240,num_procedures,max_glu_serum
241,glimepiride,glipizide
242,age,insulin
243,number_diagnoses,metformin
244,num_lab_procedures,diag_1
245,race,number_diagnoses
246,num_procedures,diag_2
247,age,number_emergency
248,age,diag_3
249,num_procedures,diag_1
250,glipizide,glyburide
251,age,a1cresult
252,num_lab_procedures,max_glu_serum
253,race,age
