,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,num_lab_procedures,num_medications
8,number_emergency,number_inpatient
9,metformin,diabetesmed
10,num_lab_procedures,a1cresult
11,num_medications,number_diagnoses
12,num_medications,change
13,time_in_hospital,number_diagnoses
14,number_inpatient,readmitted
15,age,number_diagnoses
16,num_medications,insulin
17,glipizide,diabetesmed
18,pioglitazone,change
19,time_in_hospital,num_procedures
20,rosiglitazone,change
21,num_medications,diabetesmed
22,glipizide,change
23,glyburide,diabetesmed
24,glyburide,change
25,num_lab_procedures,number_diagnoses
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,glimepiride,change
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,time_in_hospital,change
33,number_outpatient,number_inpatient
34,time_in_hospital,insulin
35,number_diagnoses,readmitted
36,number_inpatient,number_diagnoses
37,a1cresult,change
38,a1cresult,insulin
39,number_emergency,readmitted
40,metformin,rosiglitazone
41,age,time_in_hospital
42,number_outpatient,number_diagnoses
43,diag_2,diag_3
44,number_outpatient,number_emergency
45,number_diagnoses,insulin
46,num_lab_procedures,insulin
47,diag_3,number_diagnoses
48,diag_2,number_diagnoses
49,number_outpatient,readmitted
50,metformin,glipizide
51,a1cresult,diabetesmed
52,age,glyburide
53,diag_1,diag_3
54,repaglinide,change
55,time_in_hospital,number_inpatient
56,num_medications,metformin
57,time_in_hospital,a1cresult
58,num_medications,pioglitazone
59,repaglinide,diabetesmed
60,time_in_hospital,diag_1
61,time_in_hospital,diabetesmed
62,num_medications,number_inpatient
63,number_inpatient,insulin
64,num_lab_procedures,num_procedures
65,num_lab_procedures,change
66,num_procedures,number_diagnoses
67,diabetesmed,readmitted
68,gender,num_procedures
69,nateglinide,change
70,metformin,pioglitazone
71,num_medications,glipizide
72,number_emergency,number_diagnoses
73,a1cresult,metformin
74,number_diagnoses,change
75,num_medications,rosiglitazone
76,diag_1,metformin
77,time_in_hospital,readmitted
78,age,glipizide
79,glipizide,pioglitazone
80,age,repaglinide
81,time_in_hospital,diag_2
82,number_outpatient,max_glu_serum
83,nateglinide,diabetesmed
84,acarbose,change
85,number_emergency,insulin
86,num_medications,number_outpatient
87,glyburide_metformin,diabetesmed
88,change,readmitted
89,glyburide_metformin,change
90,num_medications,readmitted
91,time_in_hospital,diag_3
92,glimepiride,pioglitazone
93,num_medications,glimepiride
94,glimepiride,rosiglitazone
95,metformin,glimepiride
96,glipizide,rosiglitazone
97,num_lab_procedures,number_inpatient
98,number_diagnoses,repaglinide
99,glyburide_metformin,glipizide_metformin
100,number_emergency,change
101,race,a1cresult
102,insulin,readmitted
103,num_lab_procedures,readmitted
104,diag_3,insulin
105,num_medications,glyburide
106,race,insulin
107,glyburide,rosiglitazone
108,age,glimepiride
109,time_in_hospital,repaglinide
110,num_lab_procedures,diag_3
111,gender,glyburide
112,number_emergency,diag_2
113,number_emergency,max_glu_serum
114,glipizide,acarbose
115,number_emergency,diag_3
116,num_lab_procedures,diabetesmed
117,pioglitazone,glyburide_metformin
118,acarbose,diabetesmed
119,a1cresult,repaglinide
120,number_inpatient,max_glu_serum
121,time_in_hospital,max_glu_serum
122,num_medications,a1cresult
123,gender,glipizide
124,number_diagnoses,diabetesmed
125,number_inpatient,diabetesmed
126,diag_3,a1cresult
127,number_outpatient,change
128,glyburide,pioglitazone
