,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,change,diabetesmed
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,num_lab_procedures,num_medications
8,number_emergency,number_inpatient
9,num_lab_procedures,a1cresult
10,metformin,diabetesmed
11,num_medications,number_diagnoses
12,num_medications,change
13,time_in_hospital,number_diagnoses
14,num_medications,insulin
15,age,number_diagnoses
16,glipizide,diabetesmed
17,time_in_hospital,num_procedures
18,number_inpatient,readmitted
19,num_medications,diabetesmed
20,pioglitazone,change
21,glyburide,diabetesmed
22,rosiglitazone,change
23,glipizide,change
24,num_lab_procedures,number_diagnoses
25,glyburide,change
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,glimepiride,change
29,metformin,glyburide
30,glimepiride,diabetesmed
31,diag_1,diag_2
32,time_in_hospital,insulin
33,number_outpatient,number_emergency
34,number_outpatient,number_inpatient
35,age,time_in_hospital
36,time_in_hospital,change
37,number_inpatient,number_diagnoses
38,a1cresult,insulin
39,metformin,rosiglitazone
40,a1cresult,change
41,number_diagnoses,insulin
42,number_outpatient,number_diagnoses
43,num_lab_procedures,insulin
44,number_diagnoses,readmitted
45,number_emergency,readmitted
46,diag_2,diag_3
47,diag_3,number_diagnoses
48,diag_2,number_diagnoses
49,a1cresult,diabetesmed
50,repaglinide,change
51,metformin,glipizide
52,age,glyburide
53,num_medications,pioglitazone
54,number_outpatient,readmitted
55,repaglinide,diabetesmed
56,time_in_hospital,number_inpatient
57,num_lab_procedures,num_procedures
58,number_emergency,number_diagnoses
59,time_in_hospital,a1cresult
60,number_inpatient,insulin
61,num_medications,metformin
62,num_medications,glipizide
63,diag_1,diag_3
64,num_procedures,number_diagnoses
65,num_medications,number_inpatient
66,time_in_hospital,diabetesmed
67,time_in_hospital,diag_1
68,num_medications,rosiglitazone
69,number_emergency,insulin
70,gender,num_procedures
71,age,repaglinide
72,metformin,pioglitazone
73,diabetesmed,readmitted
74,metformin,glimepiride
75,nateglinide,change
76,number_outpatient,max_glu_serum
77,time_in_hospital,readmitted
78,number_emergency,change
79,acarbose,change
80,glimepiride,pioglitazone
81,number_diagnoses,change
82,num_lab_procedures,change
83,age,glipizide
84,num_medications,number_outpatient
85,diag_3,insulin
86,time_in_hospital,diag_2
87,num_medications,glimepiride
88,nateglinide,diabetesmed
89,a1cresult,metformin
90,number_diagnoses,repaglinide
91,diag_1,metformin
92,glyburide_metformin,diabetesmed
93,glipizide,rosiglitazone
94,glyburide_metformin,change
95,time_in_hospital,diag_3
96,glipizide,pioglitazone
97,num_lab_procedures,number_inpatient
98,race,a1cresult
99,glimepiride,rosiglitazone
100,age,glimepiride
101,time_in_hospital,repaglinide
102,num_medications,glyburide
103,num_medications,readmitted
104,number_emergency,diag_3
105,number_emergency,diag_2
106,num_lab_procedures,readmitted
107,gender,glipizide
108,number_emergency,max_glu_serum
109,num_lab_procedures,diabetesmed
110,a1cresult,repaglinide
111,num_medications,a1cresult
112,num_lab_procedures,diag_3
113,change,readmitted
114,race,insulin
115,glyburide,rosiglitazone
116,insulin,readmitted
117,gender,glyburide
118,time_in_hospital,glyburide
119,glipizide,acarbose
120,acarbose,diabetesmed
121,glyburide_metformin,glipizide_metformin
122,rosiglitazone,troglitazone
123,time_in_hospital,max_glu_serum
124,number_emergency,diabetesmed
125,number_outpatient,insulin
126,pioglitazone,glyburide_metformin
127,gender,change
128,race,number_emergency
129,a1cresult,glimepiride
130,number_inpatient,max_glu_serum
131,number_inpatient,diabetesmed
132,number_inpatient,diag_3
133,number_inpatient,change
134,repaglinide,pioglitazone
135,gender,a1cresult
136,time_in_hospital,acetohexamide
137,num_medications,number_emergency
138,number_outpatient,diag_2
139,diag_3,a1cresult
140,glipizide,readmitted
141,num_medications,repaglinide
142,number_outpatient,change
143,a1cresult,glipizide
144,num_procedures,insulin
145,num_medications,acarbose
146,max_glu_serum,chlorpropamide
147,number_diagnoses,diabetesmed
148,max_glu_serum,readmitted
149,age,max_glu_serum
150,miglitol,change
151,age,tolbutamide
152,time_in_hospital,glipizide
153,repaglinide,miglitol
154,age,num_lab_procedures
155,nateglinide,pioglitazone
156,rosiglitazone,insulin
157,age,num_medications
158,nateglinide,rosiglitazone
159,number_outpatient,diabetesmed
160,number_outpatient,diag_3
161,chlorpropamide,insulin
162,diag_3,glimepiride
163,number_diagnoses,chlorpropamide
164,repaglinide,glipizide
165,max_glu_serum,nateglinide
166,race,glyburide
167,race,pioglitazone
168,gender,diag_2
169,number_outpatient,a1cresult
170,max_glu_serum,pioglitazone
171,race,glimepiride
172,diag_3,glipizide
173,metformin,readmitted
174,age,diabetesmed
175,num_lab_procedures,pioglitazone
176,nateglinide,glyburide
177,metformin,insulin
178,max_glu_serum,metformin
179,gender,num_medications
180,glipizide,glyburide_metformin
181,diag_2,glyburide
182,number_inpatient,glipizide
183,age,diag_1
184,diag_1,diabetesmed
185,repaglinide,glyburide
186,num_procedures,number_outpatient
187,max_glu_serum,glimepiride
188,number_diagnoses,glyburide
189,metformin,glyburide_metformin
190,gender,time_in_hospital
191,number_emergency,glyburide
192,glipizide,insulin
193,num_medications,diag_3
194,diag_3,glyburide
195,number_inpatient,pioglitazone
196,race,max_glu_serum
197,race,gender
198,race,number_outpatient
199,diag_1,readmitted
200,age,change
201,num_procedures,readmitted
202,num_procedures,metformin
203,age,num_procedures
204,number_diagnoses,max_glu_serum
205,number_inpatient,glyburide
206,diag_1,insulin
207,num_procedures,number_emergency
208,gender,diag_1
209,max_glu_serum,a1cresult
210,race,num_medications
211,gender,age
212,num_medications,diag_1
213,num_lab_procedures,metformin
214,age,number_inpatient
215,number_inpatient,a1cresult
216,age,metformin
217,glyburide,insulin
218,num_medications,diag_2
219,num_procedures,number_inpatient
220,num_procedures,diag_3
221,pioglitazone,rosiglitazone
222,age,insulin
223,number_inpatient,metformin
224,num_lab_procedures,diag_1
225,num_procedures,max_glu_serum
226,age,diag_2
227,glimepiride,glyburide
228,diag_1,a1cresult
229,number_diagnoses,metformin
230,glimepiride,glipizide
231,num_procedures,diag_2
232,race,number_diagnoses
233,age,diag_3
234,num_procedures,diag_1
235,age,number_emergency
236,glipizide,glyburide
237,age,a1cresult
238,num_lab_procedures,max_glu_serum
239,race,age
