,level_0,level_1
0,diabetesmed,insulin
1,time_in_hospital,num_medications
2,diabetesmed,change
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,num_medications,num_lab_procedures
8,age,number_diagnoses
9,number_emergency,number_inpatient
10,glipizide,diabetesmed
11,a1cresult,num_lab_procedures
12,metformin,diabetesmed
13,number_diagnoses,num_medications
14,glyburide,diabetesmed
15,diag_1,diag_2
16,glipizide,change
17,pioglitazone,change
18,time_in_hospital,number_diagnoses
19,num_medications,change
20,rosiglitazone,change
21,num_medications,insulin
22,glyburide,change
23,time_in_hospital,num_procedures
24,pioglitazone,diabetesmed
25,num_medications,diabetesmed
26,number_inpatient,readmitted
27,rosiglitazone,diabetesmed
28,glyburide,metformin
29,glimepiride,change
30,glimepiride,diabetesmed
31,diag_2,diag_3
32,number_diagnoses,num_lab_procedures
33,age,time_in_hospital
34,number_outpatient,number_inpatient
35,number_outpatient,number_emergency
36,number_outpatient,number_diagnoses
37,age,glyburide
38,diag_1,diag_3
39,rosiglitazone,metformin
40,diag_3,number_diagnoses
41,time_in_hospital,insulin
42,a1cresult,insulin
43,glipizide,metformin
44,number_emergency,readmitted
45,number_diagnoses,number_inpatient
46,time_in_hospital,change
47,diag_2,number_diagnoses
48,pioglitazone,num_medications
49,number_outpatient,readmitted
50,number_diagnoses,insulin
51,a1cresult,change
52,insulin,num_lab_procedures
53,number_diagnoses,readmitted
54,age,repaglinide
55,diag_1,time_in_hospital
56,repaglinide,diabetesmed
57,gender,num_procedures
58,repaglinide,change
59,age,glipizide
60,glipizide,pioglitazone
61,number_outpatient,max_glu_serum
62,rosiglitazone,num_medications
63,pioglitazone,metformin
64,glipizide,num_medications
65,glipizide,rosiglitazone
66,time_in_hospital,a1cresult
67,diag_2,time_in_hospital
68,time_in_hospital,diabetesmed
69,a1cresult,diabetesmed
70,time_in_hospital,number_inpatient
71,metformin,num_medications
72,gender,glyburide
73,glimepiride,pioglitazone
74,glimepiride,rosiglitazone
75,glyburide,rosiglitazone
76,num_medications,number_inpatient
77,change,num_lab_procedures
78,diag_1,metformin
79,num_procedures,num_lab_procedures
80,age,glimepiride
81,number_diagnoses,num_procedures
82,nateglinide,diabetesmed
83,number_diagnoses,number_emergency
84,glyburide_metformin,diabetesmed
85,diabetesmed,readmitted
86,diag_3,time_in_hospital
87,nateglinide,change
88,pioglitazone,glyburide_metformin
89,glyburide_metformin,change
90,acarbose,change
91,glimepiride,num_medications
92,glipizide,acarbose
93,diag_2,number_emergency
94,nateglinide,pioglitazone
95,race,insulin
96,repaglinide,number_diagnoses
97,acarbose,miglitol
98,glimepiride,metformin
99,number_outpatient,num_medications
100,repaglinide,time_in_hospital
101,diag_3,num_lab_procedures
102,repaglinide,a1cresult
103,gender,glipizide
104,glyburide,pioglitazone
105,glyburide,time_in_hospital
106,diag_3,insulin
107,race,a1cresult
108,number_diagnoses,change
109,number_inpatient,insulin
110,max_glu_serum,number_emergency
111,time_in_hospital,readmitted
112,glyburide,num_medications
113,number_emergency,insulin
114,diag_3,number_emergency
115,a1cresult,metformin
116,repaglinide,pioglitazone
117,age,max_glu_serum
118,insulin,readmitted
119,change,readmitted
120,nateglinide,num_medications
121,number_emergency,change
122,number_inpatient,num_lab_procedures
123,repaglinide,miglitol
124,acarbose,diabetesmed
125,age,number_outpatient
126,diabetesmed,num_lab_procedures
127,max_glu_serum,time_in_hospital
128,diag_3,a1cresult
129,diag_3,number_inpatient
130,repaglinide,num_medications
131,num_medications,readmitted
132,max_glu_serum,number_inpatient
133,nateglinide,rosiglitazone
134,number_emergency,diabetesmed
135,number_outpatient,diag_2
136,gender,a1cresult
137,diag_2,insulin
138,glimepiride,a1cresult
139,glyburide_metformin,insulin
140,glipizide,readmitted
141,age,acarbose
142,diag_2,number_inpatient
143,age,nateglinide
144,max_glu_serum,readmitted
145,a1cresult,num_medications
146,nateglinide,miglitol
147,diag_2,num_lab_procedures
148,nateglinide,metformin
149,glipizide_metformin,change
150,age,chlorpropamide
151,rosiglitazone,acarbose
152,number_diagnoses,diabetesmed
153,number_outpatient,change
154,repaglinide,num_lab_procedures
155,number_outpatient,insulin
156,glipizide,time_in_hospital
157,num_procedures,insulin
158,age,num_medications
159,diabetesmed,number_inpatient
160,age,pioglitazone
161,repaglinide,readmitted
162,age,readmitted
163,repaglinide,number_emergency
164,glyburide_metformin,number_emergency
165,age,num_lab_procedures
166,number_outpatient,acarbose
167,glimepiride,acarbose
168,gender,rosiglitazone
169,glipizide,num_lab_procedures
170,readmitted,num_lab_procedures
171,tolazamide,metformin
172,rosiglitazone,a1cresult
173,diag_3,max_glu_serum
174,chlorpropamide,diabetesmed
175,acetohexamide,num_medications
176,age,miglitol
177,number_outpatient,diabetesmed
178,gender,acarbose
179,number_outpatient,diag_1
180,glimepiride,troglitazone
181,race,diag_3
182,glyburide_metformin,num_medications
183,age,tolbutamide
184,max_glu_serum,tolbutamide
185,acarbose,metformin
186,diag_2,metformin
187,number_inpatient,change
188,max_glu_serum,change
189,race,number_emergency
190,glyburide,acarbose
191,number_outpatient,diag_3
192,number_outpatient,glipizide
193,rosiglitazone,time_in_hospital
194,gender,diabetesmed
195,glimepiride,insulin
196,gender,tolazamide
197,diag_3,acarbose
198,glyburide_metformin,number_diagnoses
199,glyburide,glyburide_metformin
200,metformin_pioglitazone,number_diagnoses
201,number_outpatient,metformin
202,diag_1,max_glu_serum
203,tolazamide,insulin
204,chlorpropamide,glipizide
205,gender,readmitted
206,diag_2,glimepiride
207,rosiglitazone,number_inpatient
208,time_in_hospital,number_emergency
209,diag_1,glyburide
210,race,glimepiride
211,max_glu_serum,repaglinide
212,race,num_procedures
213,glipizide,insulin
214,diag_2,tolazamide
215,number_outpatient,a1cresult
216,chlorpropamide,insulin
217,max_glu_serum,pioglitazone
218,gender,time_in_hospital
219,max_glu_serum,glyburide_metformin
220,glyburide_metformin,metformin
221,glimepiride,number_inpatient
222,gender,number_outpatient
223,max_glu_serum,metformin
224,metformin,readmitted
225,race,readmitted
226,glipizide,number_inpatient
227,max_glu_serum,nateglinide
228,age,diabetesmed
229,race,diag_1
230,race,glyburide
231,gender,diag_2
232,nateglinide,glipizide
233,race,max_glu_serum
234,repaglinide,glipizide
235,diag_1,change
236,diag_1,glimepiride
237,race,pioglitazone
238,metformin,num_procedures
239,gender,diag_3
240,gender,num_medications
241,diag_1,diabetesmed
242,diag_2,glipizide
243,metformin,num_lab_procedures
244,nateglinide,glyburide
245,glyburide,number_diagnoses
246,diag_3,glipizide
247,diag_3,glyburide
248,glyburide,number_emergency
249,num_procedures,readmitted
250,repaglinide,glyburide
251,pioglitazone,number_inpatient
252,diag_1,readmitted
253,number_emergency,num_procedures
254,diag_2,glyburide
255,max_glu_serum,glimepiride
256,glyburide,number_inpatient
257,glipizide,glyburide_metformin
258,diag_3,num_medications
259,age,change
260,number_outpatient,num_procedures
261,race,gender
262,age,num_procedures
263,diag_1,num_medications
264,a1cresult,number_inpatient
265,max_glu_serum,a1cresult
266,metformin,number_inpatient
267,race,number_outpatient
268,age,number_inpatient
269,max_glu_serum,number_diagnoses
270,num_procedures,number_inpatient
271,diag_1,insulin
272,number_diagnoses,metformin
273,diag_2,num_medications
274,diag_3,num_procedures
275,race,num_medications
276,diag_1,a1cresult
277,age,metformin
