,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,diabetesmed,change
3,insulin,change
4,num_medications,num_procedures
5,time_in_hospital,num_lab_procedures
6,num_medications,num_lab_procedures
7,metformin,change
8,a1cresult,num_lab_procedures
9,num_medications,number_diagnoses
10,metformin,diabetesmed
11,number_inpatient,number_emergency
12,time_in_hospital,number_diagnoses
13,num_medications,change
14,num_medications,insulin
15,age,number_diagnoses
16,diabetesmed,glipizide
17,time_in_hospital,num_procedures
18,num_medications,diabetesmed
19,pioglitazone,change
20,diabetesmed,glyburide
21,glipizide,change
22,number_inpatient,readmitted
23,rosiglitazone,change
24,glyburide,change
25,number_diagnoses,num_lab_procedures
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,diabetesmed,glimepiride
30,diag_1,diag_2
31,glimepiride,change
32,number_inpatient,number_outpatient
33,time_in_hospital,insulin
34,time_in_hospital,change
35,time_in_hospital,age
36,number_inpatient,number_diagnoses
37,diag_3,number_diagnoses
38,insulin,num_lab_procedures
39,insulin,a1cresult
40,readmitted,number_diagnoses
41,rosiglitazone,metformin
42,insulin,number_diagnoses
43,diag_2,diag_3
44,number_outpatient,number_diagnoses
45,a1cresult,change
46,number_outpatient,number_emergency
47,diag_2,number_diagnoses
48,readmitted,number_emergency
49,metformin,glipizide
50,diabetesmed,a1cresult
51,readmitted,number_outpatient
52,pioglitazone,num_medications
53,diabetesmed,repaglinide
54,age,glyburide
55,time_in_hospital,a1cresult
56,time_in_hospital,number_inpatient
57,glyburide_metformin,glipizide_metformin
58,time_in_hospital,diag_1
59,repaglinide,change
60,num_medications,metformin
61,num_medications,glipizide
62,num_procedures,num_lab_procedures
63,gender,num_procedures
64,diag_1,diag_3
65,glyburide_metformin,diabetesmed
66,pioglitazone,metformin
67,max_glu_serum,number_outpatient
68,change,num_lab_procedures
69,num_medications,number_inpatient
70,readmitted,diabetesmed
71,time_in_hospital,diabetesmed
72,repaglinide,age
73,max_glu_serum,number_emergency
74,nateglinide,change
75,miglitol,repaglinide
76,pioglitazone,glipizide
77,number_diagnoses,num_procedures
78,metformin,a1cresult
79,number_inpatient,insulin
80,number_diagnoses,change
81,number_diagnoses,number_emergency
82,num_medications,rosiglitazone
83,acarbose,change
84,glyburide_metformin,change
85,race,a1cresult
86,diag_1,metformin
87,glipizide,age
88,metformin,glimepiride
89,nateglinide,diabetesmed
90,time_in_hospital,diag_3
91,time_in_hospital,readmitted
92,max_glu_serum,age
93,num_medications,number_outpatient
94,number_inpatient,num_lab_procedures
95,pioglitazone,glimepiride
96,insulin,number_emergency
97,num_medications,glimepiride
98,time_in_hospital,diag_2
99,max_glu_serum,time_in_hospital
100,glyburide_metformin,pioglitazone
101,rosiglitazone,glipizide
102,insulin,diag_3
103,miglitol,glimepiride
104,readmitted,change
105,repaglinide,number_diagnoses
106,race,insulin
107,num_medications,readmitted
108,num_medications,glyburide
109,number_emergency,change
110,rosiglitazone,glimepiride
111,age,glimepiride
112,readmitted,num_lab_procedures
113,diag_3,num_lab_procedures
114,metformin_pioglitazone,pioglitazone
115,max_glu_serum,number_inpatient
116,acarbose,glipizide
117,rosiglitazone,glyburide
118,acarbose,diabetesmed
119,gender,glyburide
120,time_in_hospital,repaglinide
121,pioglitazone,glyburide
122,max_glu_serum,tolbutamide
123,diabetesmed,num_lab_procedures
124,num_medications,a1cresult
125,diabetesmed,number_emergency
126,number_outpatient,age
127,gender,glipizide
128,diag_2,number_emergency
129,diag_3,a1cresult
130,chlorpropamide,age
131,time_in_hospital,glyburide
132,num_medications,age
133,insulin,readmitted
134,a1cresult,gender
135,a1cresult,glimepiride
136,diag_3,number_emergency
137,pioglitazone,num_procedures
138,insulin,diag_2
139,number_outpatient,change
140,pioglitazone,nateglinide
141,num_medications,nateglinide
142,chlorpropamide,num_procedures
143,diabetesmed,gender
144,race,number_emergency
145,number_inpatient,change
146,num_medications,repaglinide
147,acarbose,repaglinide
148,readmitted,age
149,time_in_hospital,glimepiride
150,max_glu_serum,readmitted
151,insulin,num_procedures
152,max_glu_serum,change
153,diag_2,number_outpatient
154,diabetesmed,number_diagnoses
155,acarbose,metformin
156,gender,change
157,glyburide_metformin,diag_1
158,rosiglitazone,a1cresult
159,a1cresult,glipizide
160,nateglinide,age
161,acarbose,glimepiride
162,pioglitazone,repaglinide
163,number_inpatient,repaglinide
164,chlorpropamide,diabetesmed
165,acarbose,gender
166,glyburide_metformin,insulin
167,readmitted,repaglinide
168,race,diag_3
169,pioglitazone,num_lab_procedures
170,rosiglitazone,number_diagnoses
171,number_outpatient,a1cresult
172,num_medications,gender
173,race,pioglitazone
174,number_outpatient,num_procedures
175,glyburide_metformin,num_lab_procedures
176,max_glu_serum,pioglitazone
177,race,glimepiride
178,readmitted,metformin
179,gender,number_emergency
180,chlorpropamide,insulin
181,diag_1,change
182,race,gender
183,diabetesmed,age
184,race,num_procedures
185,nateglinide,glyburide
186,number_inpatient,glipizide
187,max_glu_serum,nateglinide
188,race,diag_1
189,diag_1,glimepiride
190,diag_3,glipizide
191,diag_2,glimepiride
192,insulin,glipizide
193,max_glu_serum,diag_1
194,chlorpropamide,number_diagnoses
195,time_in_hospital,gender
196,insulin,metformin
197,repaglinide,glyburide
198,glyburide_metformin,number_inpatient
199,chlorpropamide,diag_3
200,diag_3,glyburide
201,race,glyburide
202,diag_1,diabetesmed
203,pioglitazone,number_inpatient
204,glyburide_metformin,metformin
205,number_emergency,glyburide
206,race,readmitted
207,max_glu_serum,glyburide_metformin
208,race,max_glu_serum
209,max_glu_serum,metformin
210,diag_1,readmitted
211,number_emergency,num_procedures
212,age,change
213,diag_2,glyburide
214,number_diagnoses,glyburide
215,glyburide_metformin,glipizide
216,max_glu_serum,glimepiride
217,num_medications,diag_3
218,number_inpatient,glyburide
219,metformin,num_procedures
220,age,num_procedures
221,metformin,num_lab_procedures
222,readmitted,num_procedures
223,gender,age
224,diag_1,gender
225,diag_1,insulin
226,num_medications,diag_2
227,diag_1,num_medications
228,number_inpatient,age
229,number_inpatient,a1cresult
230,race,number_outpatient
231,diag_1,a1cresult
232,max_glu_serum,number_diagnoses
233,metformin,age
234,pioglitazone,rosiglitazone
235,diag_3,num_procedures
236,insulin,glyburide
237,max_glu_serum,a1cresult
238,insulin,age
239,glimepiride,glyburide
240,number_inpatient,metformin
241,diag_1,num_lab_procedures
242,number_inpatient,num_procedures
243,glipizide,glimepiride
244,metformin,number_diagnoses
245,race,num_medications
246,diag_2,age
247,diag_2,num_procedures
248,diag_3,age
249,diag_1,num_procedures
250,max_glu_serum,num_procedures
251,age,number_emergency
252,glipizide,glyburide
253,race,number_diagnoses
254,a1cresult,age
255,max_glu_serum,num_lab_procedures
256,race,age
