,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,metformin,change
6,time_in_hospital,num_lab_procedures
7,number_emergency,number_inpatient
8,metformin,diabetesmed
9,num_lab_procedures,num_medications
10,num_lab_procedures,a1cresult
11,num_medications,change
12,num_medications,number_diagnoses
13,time_in_hospital,number_diagnoses
14,number_inpatient,readmitted
15,glipizide,diabetesmed
16,age,number_diagnoses
17,pioglitazone,change
18,rosiglitazone,change
19,num_medications,insulin
20,time_in_hospital,num_procedures
21,glipizide,change
22,num_medications,diabetesmed
23,glyburide,diabetesmed
24,glyburide,change
25,num_lab_procedures,number_diagnoses
26,pioglitazone,diabetesmed
27,glimepiride,change
28,rosiglitazone,diabetesmed
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,number_outpatient,number_inpatient
33,number_diagnoses,readmitted
34,number_inpatient,number_diagnoses
35,time_in_hospital,insulin
36,time_in_hospital,change
37,metformin,rosiglitazone
38,a1cresult,change
39,number_outpatient,number_diagnoses
40,number_emergency,readmitted
41,age,time_in_hospital
42,number_outpatient,number_emergency
43,a1cresult,insulin
44,diag_2,diag_3
45,diag_2,number_diagnoses
46,num_lab_procedures,insulin
47,number_diagnoses,insulin
48,diag_3,number_diagnoses
49,repaglinide,change
50,metformin,glipizide
51,a1cresult,diabetesmed
52,number_outpatient,readmitted
53,age,glyburide
54,time_in_hospital,number_inpatient
55,repaglinide,diabetesmed
56,diag_1,diag_3
57,number_inpatient,insulin
58,num_medications,pioglitazone
59,time_in_hospital,a1cresult
60,num_medications,metformin
61,num_medications,number_inpatient
62,num_lab_procedures,change
63,time_in_hospital,diag_1
64,num_procedures,number_diagnoses
65,gender,num_procedures
66,num_medications,glipizide
67,diabetesmed,readmitted
68,time_in_hospital,diabetesmed
69,number_emergency,number_diagnoses
70,num_medications,rosiglitazone
71,nateglinide,change
72,metformin,pioglitazone
73,a1cresult,metformin
74,num_lab_procedures,num_procedures
75,number_diagnoses,change
76,age,glipizide
77,time_in_hospital,diag_2
78,number_emergency,insulin
79,diag_1,metformin
80,number_outpatient,max_glu_serum
81,time_in_hospital,diag_3
82,change,readmitted
83,acarbose,change
84,glyburide_metformin,diabetesmed
85,time_in_hospital,readmitted
86,nateglinide,diabetesmed
87,glipizide,pioglitazone
88,num_medications,glimepiride
89,age,repaglinide
90,glipizide,acarbose
91,glyburide_metformin,glipizide_metformin
92,glimepiride,pioglitazone
93,metformin,glimepiride
94,glipizide,rosiglitazone
95,num_medications,readmitted
96,glyburide_metformin,change
97,num_lab_procedures,number_inpatient
98,glyburide,rosiglitazone
99,number_emergency,change
100,num_medications,number_outpatient
101,insulin,readmitted
102,race,a1cresult
103,num_lab_procedures,diag_3
104,glimepiride,rosiglitazone
105,diag_3,insulin
106,num_lab_procedures,readmitted
107,num_medications,glyburide
108,number_diagnoses,repaglinide
109,age,glimepiride
110,race,insulin
111,time_in_hospital,repaglinide
112,number_inpatient,max_glu_serum
113,number_emergency,max_glu_serum
114,pioglitazone,glyburide_metformin
115,gender,glyburide
116,acarbose,diabetesmed
117,number_emergency,diag_3
118,a1cresult,repaglinide
119,time_in_hospital,max_glu_serum
120,number_emergency,diag_2
121,diag_3,a1cresult
122,num_lab_procedures,diabetesmed
123,gender,glipizide
124,number_emergency,diabetesmed
125,nateglinide,pioglitazone
126,number_diagnoses,diabetesmed
127,number_inpatient,change
128,num_medications,a1cresult
