,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,diabetesmed,change
3,insulin,change
4,num_medications,num_procedures
5,time_in_hospital,num_lab_procedures
6,number_inpatient,number_emergency
7,metformin,change
8,num_medications,num_lab_procedures
9,a1cresult,num_lab_procedures
10,num_medications,number_diagnoses
11,metformin,diabetesmed
12,num_medications,change
13,time_in_hospital,number_diagnoses
14,age,number_diagnoses
15,num_medications,insulin
16,time_in_hospital,num_procedures
17,diabetesmed,glipizide
18,num_medications,diabetesmed
19,pioglitazone,change
20,diabetesmed,glyburide
21,rosiglitazone,change
22,glipizide,change
23,number_inpatient,readmitted
24,number_diagnoses,num_lab_procedures
25,glyburide,change
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,diag_1,diag_2
29,metformin,glyburide
30,diag_3,number_diagnoses
31,glimepiride,change
32,diabetesmed,glimepiride
33,diag_3,diag_2
34,number_inpatient,number_outpatient
35,number_inpatient,number_diagnoses
36,insulin,a1cresult
37,insulin,number_diagnoses
38,number_outpatient,number_emergency
39,time_in_hospital,insulin
40,readmitted,number_emergency
41,repaglinide,diabetesmed
42,number_outpatient,number_diagnoses
43,rosiglitazone,metformin
44,time_in_hospital,change
45,diag_3,diag_1
46,diag_2,number_diagnoses
47,time_in_hospital,age
48,repaglinide,change
49,max_glu_serum,number_outpatient
50,gender,num_procedures
51,insulin,num_lab_procedures
52,readmitted,number_diagnoses
53,metformin,glipizide
54,repaglinide,age
55,a1cresult,change
56,max_glu_serum,number_inpatient
57,age,glyburide
58,num_medications,number_inpatient
59,time_in_hospital,number_inpatient
60,diabetesmed,a1cresult
61,readmitted,number_outpatient
62,time_in_hospital,a1cresult
63,time_in_hospital,diag_1
64,diag_3,time_in_hospital
65,num_medications,glipizide
66,pioglitazone,num_medications
67,number_diagnoses,num_procedures
68,nateglinide,diabetesmed
69,race,insulin
70,time_in_hospital,diabetesmed
71,glyburide_metformin,diabetesmed
72,time_in_hospital,diag_2
73,diag_3,num_lab_procedures
74,num_procedures,num_lab_procedures
75,change,num_lab_procedures
76,glyburide_metformin,pioglitazone
77,pioglitazone,metformin
78,diag_3,number_emergency
79,repaglinide,number_diagnoses
80,max_glu_serum,number_emergency
81,glyburide_metformin,change
82,repaglinide,num_medications
83,pioglitazone,glipizide
84,num_medications,metformin
85,nateglinide,change
86,num_medications,number_outpatient
87,number_inpatient,insulin
88,repaglinide,time_in_hospital
89,time_in_hospital,readmitted
90,insulin,number_emergency
91,metformin,glimepiride
92,race,a1cresult
93,number_diagnoses,number_emergency
94,metformin,a1cresult
95,diag_1,metformin
96,glipizide,age
97,acarbose,change
98,num_medications,rosiglitazone
99,repaglinide,a1cresult
100,acarbose,glipizide
101,number_diagnoses,change
102,readmitted,diabetesmed
103,rosiglitazone,glipizide
104,gender,glyburide
105,diag_3,insulin
106,diag_2,number_emergency
107,pioglitazone,glimepiride
108,acarbose,diabetesmed
109,pioglitazone,glyburide
110,max_glu_serum,age
111,race,number_emergency
112,num_medications,glyburide
113,num_medications,glimepiride
114,nateglinide,pioglitazone
115,number_inpatient,num_lab_procedures
116,readmitted,num_lab_procedures
117,max_glu_serum,time_in_hospital
118,acarbose,glyburide_metformin
119,gender,rosiglitazone
120,number_emergency,change
121,diag_3,a1cresult
122,nateglinide,num_medications
123,acarbose,metformin
124,gender,glipizide
125,num_medications,readmitted
126,rosiglitazone,glimepiride
127,tolbutamide,age
128,insulin,readmitted
129,nateglinide,number_diagnoses
130,diabetesmed,number_diagnoses
131,troglitazone,glimepiride
132,gender,a1cresult
133,age,glimepiride
134,troglitazone,change
135,nateglinide,metformin
136,repaglinide,num_lab_procedures
137,repaglinide,readmitted
138,repaglinide,rosiglitazone
139,diabetesmed,number_emergency
140,acarbose,num_medications
141,troglitazone,rosiglitazone
142,acarbose,rosiglitazone
143,diabetesmed,num_lab_procedures
144,readmitted,change
145,tolazamide,age
146,gender,tolazamide
147,glipizide_metformin,pioglitazone
148,diag_3,number_inpatient
149,nateglinide,age
150,a1cresult,glipizide
151,gender,acarbose
152,rosiglitazone,glyburide
153,num_medications,a1cresult
154,chlorpropamide,diabetesmed
155,acarbose,number_outpatient
156,acetohexamide,num_procedures
157,a1cresult,glimepiride
158,glyburide_metformin,insulin
159,number_outpatient,change
160,diag_3,change
161,insulin,glipizide
162,max_glu_serum,rosiglitazone
163,insulin,metformin
164,nateglinide,glipizide
165,diag_3,nateglinide
166,rosiglitazone,number_inpatient
167,diag_2,glyburide
168,diag_3,glyburide_metformin
169,gender,diag_2
170,number_emergency,glyburide
171,gender,number_outpatient
172,pioglitazone,number_inpatient
173,number_outpatient,a1cresult
174,gender,number_inpatient
175,number_inpatient,glipizide
176,max_glu_serum,glyburide_metformin
177,repaglinide,glipizide
178,metformin,num_procedures
179,glyburide_metformin,metformin
180,readmitted,metformin
181,nateglinide,glyburide
182,race,readmitted
183,race,num_procedures
184,race,glyburide
185,diag_1,readmitted
186,diag_3,chlorpropamide
187,max_glu_serum,metformin
188,gender,num_medications
189,gender,diag_3
190,max_glu_serum,glimepiride
191,glyburide_metformin,glipizide
192,gender,number_emergency
193,gender,readmitted
194,max_glu_serum,nateglinide
195,number_diagnoses,glyburide
196,metformin,num_lab_procedures
197,race,diag_1
198,readmitted,num_procedures
199,race,repaglinide
200,repaglinide,glyburide
201,number_inpatient,glyburide
202,age,num_procedures
203,age,change
204,diag_1,insulin
205,number_inpatient,age
206,gender,time_in_hospital
207,diag_1,num_medications
208,diag_3,glyburide
209,number_emergency,num_procedures
210,num_medications,diag_2
211,race,number_outpatient
212,diag_3,num_medications
213,number_inpatient,a1cresult
214,diag_1,a1cresult
215,metformin,age
216,race,max_glu_serum
217,pioglitazone,rosiglitazone
218,diag_2,age
219,glimepiride,glyburide
220,insulin,glyburide
221,number_inpatient,num_procedures
222,number_inpatient,metformin
223,diag_1,num_lab_procedures
224,glipizide,glimepiride
225,gender,age
226,max_glu_serum,a1cresult
227,race,num_medications
228,insulin,age
229,max_glu_serum,number_diagnoses
230,metformin,number_diagnoses
231,diag_2,num_procedures
232,race,gender
233,gender,diag_1
234,diag_3,num_procedures
235,diag_1,num_procedures
236,glipizide,glyburide
237,max_glu_serum,num_procedures
238,race,number_diagnoses
239,age,number_emergency
240,a1cresult,age
241,diag_3,age
242,race,age
243,max_glu_serum,num_lab_procedures
