,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,number_emergency,number_inpatient
8,num_lab_procedures,num_medications
9,metformin,diabetesmed
10,num_lab_procedures,a1cresult
11,num_medications,change
12,num_medications,number_diagnoses
13,number_inpatient,readmitted
14,time_in_hospital,number_diagnoses
15,glipizide,diabetesmed
16,age,number_diagnoses
17,pioglitazone,change
18,num_medications,insulin
19,rosiglitazone,change
20,glipizide,change
21,time_in_hospital,num_procedures
22,num_medications,diabetesmed
23,glyburide,diabetesmed
24,glyburide,change
25,num_lab_procedures,number_diagnoses
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,glimepiride,change
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,time_in_hospital,change
33,number_diagnoses,readmitted
34,number_emergency,readmitted
35,number_outpatient,number_inpatient
36,a1cresult,change
37,number_inpatient,number_diagnoses
38,time_in_hospital,insulin
39,age,time_in_hospital
40,number_outpatient,number_emergency
41,a1cresult,insulin
42,metformin,rosiglitazone
43,number_outpatient,number_diagnoses
44,diag_2,diag_3
45,number_diagnoses,insulin
46,diag_3,number_diagnoses
47,num_lab_procedures,insulin
48,diag_2,number_diagnoses
49,a1cresult,diabetesmed
50,number_outpatient,readmitted
51,repaglinide,change
52,age,glyburide
53,metformin,glipizide
54,diag_1,diag_3
55,time_in_hospital,number_inpatient
56,repaglinide,diabetesmed
57,num_medications,metformin
58,time_in_hospital,a1cresult
59,num_medications,pioglitazone
60,num_lab_procedures,change
61,time_in_hospital,diag_1
62,diabetesmed,readmitted
63,time_in_hospital,diabetesmed
64,gender,num_procedures
65,num_medications,number_inpatient
66,number_inpatient,insulin
67,num_procedures,number_diagnoses
68,num_lab_procedures,num_procedures
69,number_emergency,number_diagnoses
70,nateglinide,change
71,num_medications,glipizide
72,metformin,pioglitazone
73,number_diagnoses,change
74,a1cresult,metformin
75,num_medications,rosiglitazone
76,time_in_hospital,readmitted
77,diag_1,metformin
78,age,glipizide
79,time_in_hospital,diag_2
80,acarbose,change
81,number_emergency,insulin
82,age,repaglinide
83,number_outpatient,max_glu_serum
84,glimepiride,pioglitazone
85,glyburide_metformin,diabetesmed
86,nateglinide,diabetesmed
87,glipizide,pioglitazone
88,glipizide,rosiglitazone
89,time_in_hospital,diag_3
90,number_emergency,change
91,change,readmitted
92,glimepiride,rosiglitazone
93,num_medications,number_outpatient
94,num_medications,glimepiride
95,glyburide_metformin,change
96,metformin,glimepiride
97,num_medications,readmitted
98,insulin,readmitted
99,number_emergency,max_glu_serum
100,num_lab_procedures,number_inpatient
101,num_lab_procedures,readmitted
102,number_diagnoses,repaglinide
103,diag_3,insulin
104,glyburide_metformin,glipizide_metformin
105,num_medications,glyburide
106,race,a1cresult
107,gender,glyburide
108,age,glimepiride
109,num_lab_procedures,diabetesmed
110,number_emergency,diag_3
111,number_inpatient,max_glu_serum
112,num_lab_procedures,diag_3
113,race,insulin
114,glyburide,rosiglitazone
115,number_emergency,diag_2
116,gender,glipizide
117,acarbose,diabetesmed
118,time_in_hospital,repaglinide
119,num_medications,a1cresult
120,number_emergency,diabetesmed
121,glipizide,acarbose
122,a1cresult,repaglinide
123,number_diagnoses,diabetesmed
124,number_inpatient,diabetesmed
125,a1cresult,glimepiride
126,pioglitazone,glyburide_metformin
127,race,number_emergency
128,time_in_hospital,max_glu_serum
