,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,change,diabetesmed
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,num_lab_procedures,num_medications
8,number_emergency,number_inpatient
9,num_lab_procedures,a1cresult
10,num_medications,number_diagnoses
11,metformin,diabetesmed
12,time_in_hospital,number_diagnoses
13,num_medications,change
14,age,number_diagnoses
15,num_medications,insulin
16,glipizide,diabetesmed
17,time_in_hospital,num_procedures
18,num_medications,diabetesmed
19,number_inpatient,readmitted
20,rosiglitazone,change
21,pioglitazone,change
22,glyburide,diabetesmed
23,glipizide,change
24,glyburide,change
25,num_lab_procedures,number_diagnoses
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,diag_1,diag_2
30,glimepiride,diabetesmed
31,glimepiride,change
32,number_outpatient,number_inpatient
33,number_inpatient,number_diagnoses
34,num_lab_procedures,insulin
35,number_outpatient,number_emergency
36,age,time_in_hospital
37,time_in_hospital,insulin
38,metformin,rosiglitazone
39,number_emergency,readmitted
40,number_outpatient,number_diagnoses
41,time_in_hospital,change
42,a1cresult,insulin
43,number_diagnoses,insulin
44,number_diagnoses,readmitted
45,a1cresult,change
46,diag_2,diag_3
47,diag_3,number_diagnoses
48,diag_2,number_diagnoses
49,a1cresult,diabetesmed
50,time_in_hospital,number_inpatient
51,metformin,glipizide
52,repaglinide,change
53,age,glyburide
54,number_inpatient,insulin
55,diag_1,diag_3
56,num_medications,metformin
57,number_outpatient,readmitted
58,time_in_hospital,a1cresult
59,repaglinide,diabetesmed
60,num_medications,pioglitazone
61,time_in_hospital,diabetesmed
62,num_medications,number_inpatient
63,number_emergency,number_diagnoses
64,num_medications,glipizide
65,metformin,pioglitazone
66,num_lab_procedures,num_procedures
67,num_procedures,number_diagnoses
68,time_in_hospital,diag_1
69,age,repaglinide
70,num_medications,glimepiride
71,time_in_hospital,diag_2
72,nateglinide,change
73,num_lab_procedures,change
74,gender,num_procedures
75,num_medications,rosiglitazone
76,diag_1,metformin
77,glimepiride,pioglitazone
78,diabetesmed,readmitted
79,number_emergency,insulin
80,number_outpatient,max_glu_serum
81,number_diagnoses,change
82,number_diagnoses,repaglinide
83,age,glipizide
84,metformin,glimepiride
85,acarbose,change
86,nateglinide,diabetesmed
87,glyburide_metformin,diabetesmed
88,time_in_hospital,diag_3
89,a1cresult,metformin
90,glyburide_metformin,change
91,race,insulin
92,glimepiride,rosiglitazone
93,glipizide,pioglitazone
94,num_lab_procedures,number_inpatient
95,glipizide,rosiglitazone
96,number_inpatient,max_glu_serum
97,number_emergency,change
98,num_medications,readmitted
99,pioglitazone,glyburide_metformin
100,num_medications,number_outpatient
101,time_in_hospital,readmitted
102,time_in_hospital,repaglinide
103,num_lab_procedures,diabetesmed
104,change,readmitted
105,race,a1cresult
106,repaglinide,miglitol
107,num_lab_procedures,diag_3
108,number_emergency,max_glu_serum
109,glyburide,rosiglitazone
110,num_lab_procedures,readmitted
111,age,glimepiride
112,diag_3,insulin
113,time_in_hospital,max_glu_serum
114,number_emergency,diag_3
115,acarbose,diabetesmed
116,number_emergency,diag_2
117,insulin,readmitted
118,number_diagnoses,diabetesmed
119,number_inpatient,diabetesmed
120,gender,glyburide
121,a1cresult,repaglinide
122,repaglinide,readmitted
123,number_emergency,diabetesmed
124,acarbose,miglitol
125,glyburide,pioglitazone
126,num_medications,repaglinide
127,repaglinide,acarbose
128,num_medications,glyburide
129,gender,glipizide
130,race,number_emergency
131,age,number_outpatient
132,number_outpatient,diabetesmed
133,number_inpatient,diag_2
134,number_outpatient,insulin
135,age,max_glu_serum
136,time_in_hospital,glyburide
137,glipizide,acarbose
138,a1cresult,glimepiride
139,repaglinide,pioglitazone
140,gender,diabetesmed
141,num_medications,nateglinide
142,pioglitazone,acarbose
143,number_outpatient,change
144,glimepiride,miglitol
145,num_lab_procedures,diag_2
146,num_medications,a1cresult
147,race,num_lab_procedures
148,gender,change
149,nateglinide,pioglitazone
150,acarbose,readmitted
151,race,change
152,metformin,acarbose
153,max_glu_serum,change
154,a1cresult,glipizide
155,time_in_hospital,acarbose
156,diag_3,a1cresult
157,diag_2,metformin
158,age,num_lab_procedures
159,age,readmitted
160,a1cresult,rosiglitazone
161,rosiglitazone,miglitol
162,number_diagnoses,tolazamide
163,diag_2,readmitted
164,max_glu_serum,pioglitazone
165,number_outpatient,glimepiride
166,age,diag_1
167,repaglinide,glyburide
168,race,glyburide
169,diag_1,change
170,gender,diag_2
171,metformin,readmitted
172,diag_3,pioglitazone
173,repaglinide,glipizide
174,metformin,glyburide_metformin
175,age,diabetesmed
176,nateglinide,glipizide
177,race,glimepiride
178,num_lab_procedures,number_outpatient
179,race,gender
180,metformin,insulin
181,number_outpatient,a1cresult
182,diag_1,diabetesmed
183,diag_3,glipizide
184,race,readmitted
185,diag_1,max_glu_serum
186,number_inpatient,rosiglitazone
187,gender,number_emergency
188,max_glu_serum,metformin
189,race,max_glu_serum
190,nateglinide,glyburide
191,number_diagnoses,chlorpropamide
192,number_inpatient,glipizide
193,gender,time_in_hospital
194,number_inpatient,pioglitazone
195,num_procedures,number_outpatient
196,glipizide,glyburide_metformin
197,diag_3,glyburide
198,max_glu_serum,glimepiride
199,diag_2,glyburide
200,number_emergency,glyburide
201,glipizide,insulin
202,num_medications,diag_3
203,number_diagnoses,glyburide
204,diag_1,readmitted
205,age,change
206,race,number_outpatient
207,number_inpatient,glyburide
208,num_procedures,metformin
209,num_procedures,number_emergency
210,num_procedures,readmitted
211,num_lab_procedures,metformin
212,age,number_inpatient
213,number_diagnoses,max_glu_serum
214,race,num_medications
215,gender,age
216,diag_1,insulin
217,number_inpatient,a1cresult
218,age,num_procedures
219,max_glu_serum,a1cresult
220,num_medications,diag_2
221,gender,diag_1
222,glyburide,insulin
223,num_medications,diag_1
224,pioglitazone,rosiglitazone
225,num_procedures,diag_3
226,age,insulin
227,number_inpatient,metformin
228,diag_1,a1cresult
229,age,diag_2
230,age,metformin
231,glimepiride,glyburide
232,num_procedures,max_glu_serum
233,num_procedures,number_inpatient
234,glimepiride,glipizide
235,num_lab_procedures,diag_1
236,race,number_diagnoses
237,number_diagnoses,metformin
238,age,diag_3
239,num_procedures,diag_2
240,num_procedures,diag_1
241,age,number_emergency
242,glipizide,glyburide
243,age,a1cresult
244,race,age
245,num_lab_procedures,max_glu_serum
