,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,change,diabetesmed
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,num_lab_procedures,a1cresult
7,number_emergency,number_inpatient
8,time_in_hospital,number_diagnoses
9,metformin,change
10,num_lab_procedures,num_medications
11,num_medications,change
12,num_medications,number_diagnoses
13,metformin,diabetesmed
14,pioglitazone,change
15,glyburide,change
16,num_lab_procedures,number_diagnoses
17,diag_2,diag_3
18,time_in_hospital,num_procedures
19,glipizide,diabetesmed
20,number_inpatient,readmitted
21,race,chlorpropamide
22,num_medications,diabetesmed
23,number_outpatient,number_inpatient
24,glyburide,diabetesmed
25,age,number_diagnoses
26,rosiglitazone,change
27,num_medications,insulin
28,glimepiride,change
29,pioglitazone,diabetesmed
30,metformin,glyburide
31,diag_1,diag_2
32,rosiglitazone,diabetesmed
33,metformin,miglitol
34,a1cresult,insulin
35,glipizide,pioglitazone
36,diag_2,glyburide_metformin
37,age,time_in_hospital
38,number_outpatient,number_diagnoses
39,metformin,rosiglitazone
40,glimepiride,diabetesmed
41,time_in_hospital,insulin
42,num_procedures,diag_3
43,race,age
44,gender,time_in_hospital
45,glipizide,glyburide
46,diag_2,glyburide
47,age,num_procedures
