,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,num_lab_procedures,num_medications
8,num_medications,change
9,metformin,diabetesmed
10,num_medications,number_diagnoses
11,num_lab_procedures,a1cresult
12,number_emergency,number_inpatient
13,glipizide,diabetesmed
14,num_medications,diabetesmed
15,pioglitazone,change
16,time_in_hospital,num_procedures
17,age,number_diagnoses
18,rosiglitazone,change
19,time_in_hospital,number_diagnoses
20,glipizide,change
21,glyburide,diabetesmed
22,number_inpatient,readmitted
23,glyburide,change
24,num_medications,insulin
25,num_lab_procedures,number_diagnoses
26,pioglitazone,diabetesmed
27,metformin,glyburide
28,glimepiride,change
29,diag_1,diag_2
30,rosiglitazone,diabetesmed
31,glimepiride,diabetesmed
32,num_lab_procedures,insulin
33,number_outpatient,number_inpatient
34,time_in_hospital,change
35,time_in_hospital,insulin
36,number_emergency,nateglinide
37,number_outpatient,number_emergency
38,a1cresult,change
39,number_emergency,readmitted
40,number_outpatient,number_diagnoses
41,number_diagnoses,readmitted
42,a1cresult,diabetesmed
43,a1cresult,insulin
44,number_outpatient,readmitted
45,age,time_in_hospital
46,time_in_hospital,diabetesmed
47,number_diagnoses,insulin
48,age,glyburide
49,diag_3,number_diagnoses
50,repaglinide,change
51,time_in_hospital,a1cresult
52,nateglinide,pioglitazone
53,diag_2,diag_3
54,num_medications,glipizide
55,metformin,glipizide
56,diag_1,diag_3
57,number_inpatient,number_diagnoses
58,time_in_hospital,number_inpatient
59,num_lab_procedures,num_procedures
60,number_emergency,insulin
61,acarbose,glyburide_metformin
62,repaglinide,diabetesmed
63,num_medications,metformin
64,race,a1cresult
65,metformin,rosiglitazone
66,time_in_hospital,diag_2
67,diag_1,metformin
68,time_in_hospital,diag_1
69,num_medications,number_inpatient
70,num_medications,rosiglitazone
71,diag_2,number_diagnoses
72,num_lab_procedures,number_inpatient
73,num_lab_procedures,change
74,gender,num_procedures
75,change,readmitted
76,num_procedures,number_diagnoses
77,glimepiride,rosiglitazone
78,nateglinide,change
79,age,glimepiride
80,num_medications,pioglitazone
81,num_medications,glimepiride
82,diag_3,insulin
83,pioglitazone,glyburide_metformin
84,age,repaglinide
85,gender,glipizide
86,num_lab_procedures,readmitted
87,max_glu_serum,acarbose
88,number_emergency,diabetesmed
89,glyburide,rosiglitazone
90,glyburide_metformin,diabetesmed
91,nateglinide,diabetesmed
92,number_inpatient,insulin
93,num_medications,readmitted
94,number_emergency,change
95,number_diagnoses,repaglinide
96,acarbose,change
97,time_in_hospital,diag_3
98,a1cresult,metformin
99,nateglinide,readmitted
100,number_diagnoses,change
101,metformin,glimepiride
102,number_diagnoses,diabetesmed
103,num_medications,glyburide
104,time_in_hospital,max_glu_serum
105,number_outpatient,diag_3
106,diabetesmed,readmitted
107,num_medications,number_outpatient
108,age,glipizide
109,number_outpatient,max_glu_serum
110,num_medications,acarbose
111,glyburide,pioglitazone
112,number_diagnoses,nateglinide
113,number_outpatient,insulin
114,metformin,pioglitazone
115,time_in_hospital,chlorpropamide
116,time_in_hospital,readmitted
117,glimepiride,pioglitazone
118,num_medications,a1cresult
119,number_inpatient,diag_3
120,time_in_hospital,glipizide
121,gender,change
122,acarbose,diabetesmed
123,number_outpatient,change
124,number_outpatient,glyburide
125,glipizide,rosiglitazone
126,gender,glyburide
127,number_emergency,diag_3
128,num_medications,number_emergency
