,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,insulin,change
3,num_procedures,num_medications
4,change,diabetesmed
5,time_in_hospital,num_lab_procedures
6,num_lab_procedures,num_medications
7,num_medications,number_diagnoses
8,num_lab_procedures,a1cresult
9,metformin,diabetesmed
10,metformin,change
11,number_emergency,number_inpatient
12,num_medications,insulin
13,time_in_hospital,number_diagnoses
14,num_medications,change
15,age,number_diagnoses
16,num_medications,diabetesmed
17,time_in_hospital,num_procedures
18,glipizide,diabetesmed
19,glyburide,diabetesmed
20,num_lab_procedures,number_diagnoses
21,rosiglitazone,change
22,number_inpatient,readmitted
23,pioglitazone,change
24,glipizide,change
25,pioglitazone,diabetesmed
26,rosiglitazone,diabetesmed
27,glyburide,change
28,metformin,glyburide
29,diag_1,diag_2
30,time_in_hospital,insulin
31,age,time_in_hospital
32,glimepiride,change
33,glimepiride,diabetesmed
34,number_outpatient,number_diagnoses
35,metformin,rosiglitazone
36,time_in_hospital,change
37,number_emergency,readmitted
38,num_lab_procedures,insulin
39,number_diagnoses,insulin
40,number_diagnoses,readmitted
41,diag_2,diag_3
42,number_outpatient,number_inpatient
43,number_outpatient,number_emergency
44,time_in_hospital,a1cresult
45,diag_3,number_diagnoses
46,diag_1,diag_3
47,number_inpatient,number_diagnoses
48,number_outpatient,readmitted
49,time_in_hospital,diabetesmed
50,a1cresult,insulin
51,metformin,glipizide
52,a1cresult,diabetesmed
53,num_medications,pioglitazone
54,diag_2,number_diagnoses
55,acarbose,change
56,num_medications,rosiglitazone
57,repaglinide,diabetesmed
58,diag_1,metformin
59,age,glyburide
60,number_outpatient,max_glu_serum
61,num_procedures,number_diagnoses
62,metformin,pioglitazone
63,time_in_hospital,readmitted
64,num_medications,glipizide
65,a1cresult,change
66,time_in_hospital,diag_3
67,time_in_hospital,number_inpatient
68,num_lab_procedures,change
69,gender,glyburide
70,num_lab_procedures,num_procedures
71,time_in_hospital,diag_2
72,race,insulin
73,num_medications,number_inpatient
74,num_medications,readmitted
75,number_emergency,insulin
76,nateglinide,change
77,number_emergency,change
78,time_in_hospital,glyburide
79,age,glipizide
80,diag_3,insulin
81,num_medications,metformin
82,num_lab_procedures,number_inpatient
83,gender,num_procedures
84,time_in_hospital,diag_1
85,metformin,glimepiride
86,number_emergency,max_glu_serum
87,glipizide,rosiglitazone
88,num_lab_procedures,diag_3
89,diabetesmed,readmitted
90,glyburide_metformin,diabetesmed
91,num_medications,number_outpatient
92,nateglinide,diabetesmed
93,age,repaglinide
94,time_in_hospital,max_glu_serum
95,glyburide,rosiglitazone
96,num_lab_procedures,diabetesmed
97,race,a1cresult
98,number_inpatient,insulin
99,number_emergency,number_diagnoses
100,num_procedures,insulin
101,repaglinide,pioglitazone
102,time_in_hospital,repaglinide
103,age,nateglinide
104,gender,glipizide
105,num_medications,glimepiride
106,age,max_glu_serum
107,num_medications,diag_1
108,number_inpatient,pioglitazone
109,race,gender
110,race,number_outpatient
111,race,max_glu_serum
112,age,diag_1
113,age,change
114,num_medications,diag_3
115,num_procedures,readmitted
116,num_procedures,metformin
117,num_procedures,number_emergency
118,max_glu_serum,a1cresult
119,number_diagnoses,max_glu_serum
120,number_inpatient,glyburide
121,age,num_procedures
122,number_inpatient,a1cresult
123,number_inpatient,metformin
124,gender,age
125,age,number_inpatient
126,num_lab_procedures,diag_1
127,age,metformin
128,gender,diag_1
129,num_medications,diag_2
130,age,diag_2
131,age,diag_3
132,num_procedures,number_inpatient
133,glimepiride,glyburide
134,pioglitazone,rosiglitazone
135,diag_1,insulin
136,diag_1,a1cresult
137,race,num_medications
138,glimepiride,glipizide
139,glyburide,insulin
140,num_procedures,max_glu_serum
141,num_procedures,diag_3
142,age,insulin
143,race,number_diagnoses
144,number_diagnoses,metformin
145,num_procedures,diag_1
146,num_procedures,diag_2
147,age,number_emergency
148,glipizide,glyburide
149,age,a1cresult
150,race,age
151,num_lab_procedures,max_glu_serum
