,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,change,diabetesmed
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,num_lab_procedures,num_medications
7,metformin,change
8,num_lab_procedures,a1cresult
9,metformin,diabetesmed
10,number_emergency,number_inpatient
11,num_medications,number_diagnoses
12,num_medications,change
13,time_in_hospital,number_diagnoses
14,age,number_diagnoses
15,num_medications,insulin
16,glipizide,diabetesmed
17,time_in_hospital,num_procedures
18,num_medications,diabetesmed
19,number_inpatient,readmitted
20,pioglitazone,change
21,glyburide,diabetesmed
22,glipizide,change
23,rosiglitazone,change
24,num_lab_procedures,number_diagnoses
25,glyburide,change
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,diag_1,diag_2
30,glimepiride,change
31,glimepiride,diabetesmed
32,metformin,rosiglitazone
33,number_outpatient,number_inpatient
34,time_in_hospital,insulin
35,a1cresult,insulin
36,number_inpatient,number_diagnoses
37,age,time_in_hospital
38,time_in_hospital,change
39,number_emergency,readmitted
40,number_outpatient,number_emergency
41,number_outpatient,number_diagnoses
42,diag_3,number_diagnoses
43,number_diagnoses,insulin
44,num_lab_procedures,insulin
45,a1cresult,change
46,number_diagnoses,readmitted
47,diag_2,diag_3
48,age,glyburide
49,time_in_hospital,a1cresult
50,num_medications,pioglitazone
51,a1cresult,diabetesmed
52,num_medications,number_inpatient
53,number_outpatient,readmitted
54,time_in_hospital,number_inpatient
55,repaglinide,change
56,diag_2,number_diagnoses
57,repaglinide,diabetesmed
58,diag_1,diag_3
59,metformin,glipizide
60,num_medications,metformin
61,num_medications,glipizide
62,num_procedures,number_diagnoses
63,number_inpatient,insulin
64,time_in_hospital,diag_1
65,num_medications,rosiglitazone
66,glipizide,pioglitazone
67,num_lab_procedures,change
68,gender,num_procedures
69,number_emergency,number_diagnoses
70,metformin,pioglitazone
71,diabetesmed,readmitted
72,num_lab_procedures,num_procedures
73,time_in_hospital,diabetesmed
74,time_in_hospital,diag_3
75,age,repaglinide
76,diag_1,metformin
77,num_medications,glimepiride
78,num_medications,readmitted
79,age,glipizide
80,time_in_hospital,readmitted
81,nateglinide,diabetesmed
82,time_in_hospital,diag_2
83,glimepiride,rosiglitazone
84,number_emergency,insulin
85,glyburide_metformin,diabetesmed
86,nateglinide,change
87,num_lab_procedures,number_inpatient
88,glimepiride,pioglitazone
89,a1cresult,metformin
90,number_outpatient,max_glu_serum
91,metformin,glimepiride
92,number_diagnoses,change
93,number_diagnoses,repaglinide
94,race,insulin
95,num_medications,number_outpatient
96,glyburide,rosiglitazone
97,glyburide_metformin,change
98,pioglitazone,glyburide_metformin
99,diag_3,insulin
100,num_lab_procedures,readmitted
101,age,glimepiride
102,change,readmitted
103,time_in_hospital,max_glu_serum
104,number_emergency,max_glu_serum
105,number_inpatient,max_glu_serum
106,race,a1cresult
107,insulin,readmitted
108,glipizide,rosiglitazone
109,gender,glyburide
110,diag_3,a1cresult
111,time_in_hospital,glyburide
112,number_emergency,diag_3
113,num_medications,glyburide
114,number_emergency,change
115,time_in_hospital,repaglinide
116,acarbose,diabetesmed
117,num_lab_procedures,diag_3
118,number_emergency,diag_2
119,repaglinide,readmitted
120,num_medications,a1cresult
121,age,num_lab_procedures
122,acarbose,change
123,number_inpatient,diabetesmed
124,metformin,acarbose
125,number_outpatient,diag_2
126,glyburide,pioglitazone
127,nateglinide,pioglitazone
128,nateglinide,rosiglitazone
129,a1cresult,repaglinide
130,glimepiride,miglitol
131,num_medications,nateglinide
132,num_medications,glyburide_metformin
133,time_in_hospital,acetohexamide
134,number_inpatient,diag_2
135,diag_3,change
136,num_medications,repaglinide
137,number_diagnoses,diabetesmed
138,num_lab_procedures,diabetesmed
139,glipizide,acarbose
140,glimepiride,insulin
141,a1cresult,glimepiride
142,num_medications,acarbose
143,number_emergency,diabetesmed
144,age,max_glu_serum
145,number_outpatient,change
146,a1cresult,glipizide
147,glimepiride,acarbose
148,race,number_emergency
149,metformin,nateglinide
150,diag_2,metformin
151,age,num_medications
152,gender,diabetesmed
153,gender,glipizide
154,miglitol,insulin
155,num_lab_procedures,repaglinide
156,num_procedures,insulin
157,number_outpatient,insulin
158,number_outpatient,a1cresult
159,gender,diag_3
160,nateglinide,glipizide
161,race,rosiglitazone
162,diag_3,glipizide
163,max_glu_serum,nateglinide
164,diag_1,max_glu_serum
165,race,pioglitazone
166,diag_1,change
167,race,num_procedures
168,race,max_glu_serum
169,diag_3,glyburide
170,age,diabetesmed
171,diag_2,glipizide
172,metformin,glyburide_metformin
173,age,diag_1
174,repaglinide,glyburide
175,max_glu_serum,metformin
176,number_inpatient,glipizide
177,race,readmitted
178,nateglinide,glyburide
179,race,glyburide
180,number_inpatient,pioglitazone
181,number_diagnoses,glyburide
182,diag_1,diabetesmed
183,glipizide,insulin
184,num_procedures,number_outpatient
185,glipizide,glyburide_metformin
186,diag_2,glyburide
187,max_glu_serum,glimepiride
188,number_emergency,glyburide
189,race,gender
190,number_inpatient,glyburide
191,num_medications,diag_3
192,num_procedures,readmitted
193,race,number_outpatient
194,age,change
195,num_procedures,metformin
196,num_procedures,number_emergency
197,diag_1,readmitted
198,num_lab_procedures,metformin
199,age,number_inpatient
200,diag_1,insulin
201,gender,age
202,gender,diag_1
203,number_inpatient,a1cresult
204,num_procedures,diag_3
205,number_diagnoses,max_glu_serum
206,num_medications,diag_1
207,age,num_procedures
208,num_medications,diag_2
209,max_glu_serum,a1cresult
210,race,num_medications
211,pioglitazone,rosiglitazone
212,glyburide,insulin
213,number_inpatient,metformin
214,glimepiride,glyburide
215,age,metformin
216,age,diag_2
217,age,insulin
218,num_procedures,number_inpatient
219,num_lab_procedures,diag_1
220,num_procedures,max_glu_serum
221,diag_1,a1cresult
222,glimepiride,glipizide
223,age,diag_3
224,number_diagnoses,metformin
225,race,number_diagnoses
226,num_procedures,diag_2
227,num_procedures,diag_1
228,age,number_emergency
229,glipizide,glyburide
230,age,a1cresult
231,num_lab_procedures,max_glu_serum
232,race,age
