,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,diabetesmed,change
3,insulin,change
4,num_medications,num_procedures
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,num_medications,num_lab_procedures
8,number_inpatient,number_emergency
9,metformin,diabetesmed
10,a1cresult,num_lab_procedures
11,num_medications,number_diagnoses
12,num_medications,change
13,time_in_hospital,number_diagnoses
14,number_inpatient,readmitted
15,age,number_diagnoses
16,diabetesmed,glipizide
17,num_medications,insulin
18,time_in_hospital,num_procedures
19,pioglitazone,change
20,num_medications,diabetesmed
21,rosiglitazone,change
22,diabetesmed,glyburide
23,glipizide,change
24,glyburide,change
25,number_diagnoses,num_lab_procedures
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,glimepiride,change
29,metformin,glyburide
30,diag_1,diag_2
31,diabetesmed,glimepiride
32,number_inpatient,number_outpatient
33,number_inpatient,number_diagnoses
34,readmitted,number_emergency
35,time_in_hospital,insulin
36,time_in_hospital,change
37,rosiglitazone,metformin
38,insulin,a1cresult
39,a1cresult,change
40,time_in_hospital,age
41,number_outpatient,number_emergency
42,readmitted,number_diagnoses
43,number_outpatient,number_diagnoses
44,insulin,number_diagnoses
45,diag_3,number_diagnoses
46,diag_2,diag_3
47,insulin,num_lab_procedures
48,diag_2,number_diagnoses
49,metformin,glipizide
50,readmitted,number_outpatient
51,diabetesmed,a1cresult
52,repaglinide,change
53,gender,num_procedures
54,num_medications,metformin
55,time_in_hospital,number_inpatient
56,age,glyburide
57,diag_1,diag_3
58,diabetesmed,repaglinide
59,time_in_hospital,a1cresult
60,pioglitazone,num_medications
61,time_in_hospital,diag_1
62,num_medications,number_inpatient
63,number_diagnoses,num_procedures
64,nateglinide,change
65,time_in_hospital,diabetesmed
66,number_inpatient,insulin
67,num_procedures,num_lab_procedures
68,pioglitazone,metformin
69,num_medications,glipizide
70,change,num_lab_procedures
71,readmitted,diabetesmed
72,num_medications,rosiglitazone
73,number_diagnoses,number_emergency
74,max_glu_serum,number_outpatient
75,glyburide_metformin,diabetesmed
76,metformin,a1cresult
77,nateglinide,diabetesmed
78,time_in_hospital,diag_2
79,number_diagnoses,change
80,glipizide,age
81,diag_1,metformin
82,pioglitazone,glipizide
83,num_medications,number_outpatient
84,insulin,number_emergency
85,repaglinide,age
86,acarbose,change
87,time_in_hospital,readmitted
88,rosiglitazone,glipizide
89,time_in_hospital,diag_3
90,max_glu_serum,number_emergency
91,pioglitazone,glimepiride
92,max_glu_serum,number_inpatient
93,glyburide_metformin,glipizide_metformin
94,num_medications,glimepiride
95,metformin,glimepiride
96,number_inpatient,num_lab_procedures
97,num_medications,readmitted
98,glyburide_metformin,change
99,gender,glyburide
100,readmitted,change
101,repaglinide,number_diagnoses
102,time_in_hospital,repaglinide
103,rosiglitazone,glimepiride
104,race,a1cresult
105,age,glimepiride
106,readmitted,num_lab_procedures
107,rosiglitazone,glyburide
108,max_glu_serum,time_in_hospital
109,race,insulin
110,insulin,diag_3
111,diag_2,number_emergency
112,acarbose,glipizide
113,insulin,readmitted
114,diag_3,num_lab_procedures
115,acarbose,diabetesmed
116,number_emergency,change
117,gender,glipizide
118,num_medications,glyburide
119,diabetesmed,num_lab_procedures
120,glyburide_metformin,pioglitazone
121,diabetesmed,number_diagnoses
122,diag_3,number_emergency
123,repaglinide,a1cresult
124,number_inpatient,diabetesmed
125,diabetesmed,number_emergency
126,miglitol,glimepiride
127,nateglinide,pioglitazone
128,num_medications,a1cresult
129,number_outpatient,change
130,max_glu_serum,age
131,gender,a1cresult
132,pioglitazone,glyburide
133,time_in_hospital,glyburide
134,age,num_lab_procedures
135,diag_2,metformin
136,diag_2,number_outpatient
137,race,number_emergency
138,a1cresult,glimepiride
139,acarbose,glimepiride
140,readmitted,repaglinide
141,insulin,num_procedures
142,nateglinide,metformin
143,num_medications,repaglinide
144,nateglinide,num_medications
145,miglitol,repaglinide
146,gender,diabetesmed
147,nateglinide,age
148,num_medications,age
149,diag_3,a1cresult
150,acarbose,pioglitazone
151,time_in_hospital,glipizide
152,tolbutamide,age
153,number_outpatient,age
154,pioglitazone,repaglinide
155,readmitted,age
156,diabetesmed,number_outpatient
157,number_inpatient,change
158,metformin_pioglitazone,pioglitazone
159,chlorpropamide,diabetesmed
160,acarbose,num_medications
161,insulin,diag_2
162,max_glu_serum,diag_3
163,rosiglitazone,repaglinide
164,number_inpatient,diag_2
165,nateglinide,number_diagnoses
166,pioglitazone,num_procedures
167,acetohexamide,time_in_hospital
168,max_glu_serum,change
169,rosiglitazone,a1cresult
170,max_glu_serum,readmitted
171,gender,rosiglitazone
172,insulin,number_outpatient
173,repaglinide,num_lab_procedures
174,nateglinide,rosiglitazone
175,gender,change
176,a1cresult,glipizide
177,diag_3,number_outpatient
178,pioglitazone,readmitted
179,gender,tolazamide
180,diag_2,num_lab_procedures
181,acarbose,glyburide
182,rosiglitazone,num_procedures
183,max_glu_serum,glipizide
184,acarbose,readmitted
185,diag_1,number_outpatient
186,race,num_lab_procedures
187,diag_3,change
188,a1cresult,glyburide
189,glyburide_metformin,diag_1
190,glipizide,num_lab_procedures
191,num_medications,number_emergency
192,metformin,number_outpatient
193,repaglinide,glimepiride
194,chlorpropamide,number_diagnoses
195,time_in_hospital,number_outpatient
196,race,rosiglitazone
197,rosiglitazone,number_diagnoses
198,glyburide_metformin,glimepiride
199,pioglitazone,num_lab_procedures
200,insulin,metformin
201,readmitted,a1cresult
202,diag_3,glimepiride
203,diag_1,glimepiride
204,gender,number_inpatient
205,diag_2,glipizide
206,gender,diag_2
207,repaglinide,glipizide
208,diag_3,glipizide
209,diag_1,age
210,max_glu_serum,repaglinide
211,gender,readmitted
212,race,glyburide
213,race,pioglitazone
214,rosiglitazone,number_inpatient
215,max_glu_serum,diag_1
216,number_inpatient,glipizide
217,race,num_procedures
218,max_glu_serum,nateglinide
219,nateglinide,glipizide
220,max_glu_serum,glyburide_metformin
221,race,glimepiride
222,max_glu_serum,pioglitazone
223,gender,number_emergency
224,nateglinide,glyburide
225,chlorpropamide,insulin
226,diabetesmed,age
227,number_outpatient,a1cresult
228,diag_1,change
229,gender,num_medications
230,readmitted,metformin
231,repaglinide,glyburide
232,pioglitazone,number_inpatient
233,diag_2,glyburide
234,number_diagnoses,glyburide
235,diag_3,glyburide
236,number_outpatient,num_procedures
237,race,readmitted
238,race,max_glu_serum
239,max_glu_serum,metformin
240,number_emergency,glyburide
241,diag_1,diabetesmed
242,glyburide_metformin,metformin
243,insulin,glipizide
244,glyburide_metformin,glipizide
245,gender,time_in_hospital
246,max_glu_serum,glimepiride
247,age,change
248,num_medications,diag_3
249,number_inpatient,glyburide
250,metformin,num_procedures
251,diag_1,readmitted
252,number_emergency,num_procedures
253,race,gender
254,metformin,num_lab_procedures
255,readmitted,num_procedures
256,age,num_procedures
257,race,number_outpatient
258,diag_1,insulin
259,max_glu_serum,number_diagnoses
260,diag_1,num_medications
261,gender,age
262,number_inpatient,age
263,number_inpatient,a1cresult
264,max_glu_serum,a1cresult
265,num_medications,diag_2
266,diag_3,num_procedures
267,race,num_medications
268,pioglitazone,rosiglitazone
269,gender,diag_1
270,insulin,glyburide
271,metformin,age
272,glimepiride,glyburide
273,diag_1,num_lab_procedures
274,number_inpatient,metformin
275,number_inpatient,num_procedures
276,metformin,number_diagnoses
277,diag_1,a1cresult
278,diag_2,age
279,insulin,age
280,glipizide,glimepiride
281,max_glu_serum,num_procedures
282,diag_3,age
283,diag_2,num_procedures
284,race,number_diagnoses
285,age,number_emergency
286,diag_1,num_procedures
287,glipizide,glyburide
288,a1cresult,age
289,max_glu_serum,num_lab_procedures
290,race,age
