,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,change,diabetesmed
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,num_lab_procedures,num_medications
8,number_emergency,number_inpatient
9,num_lab_procedures,a1cresult
10,metformin,diabetesmed
11,num_medications,number_diagnoses
12,num_medications,change
13,time_in_hospital,number_diagnoses
14,num_medications,insulin
15,age,number_diagnoses
16,glipizide,diabetesmed
17,time_in_hospital,num_procedures
18,number_inpatient,readmitted
19,pioglitazone,change
20,num_medications,diabetesmed
21,glipizide,change
22,glyburide,diabetesmed
23,rosiglitazone,change
24,glyburide,change
25,num_lab_procedures,number_diagnoses
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,diag_1,diag_2
30,glimepiride,change
31,glimepiride,diabetesmed
32,time_in_hospital,insulin
33,number_outpatient,number_inpatient
34,time_in_hospital,change
35,age,time_in_hospital
36,number_diagnoses,readmitted
37,number_inpatient,number_diagnoses
38,a1cresult,insulin
39,number_outpatient,number_diagnoses
40,metformin,rosiglitazone
41,num_lab_procedures,insulin
42,a1cresult,change
43,number_outpatient,number_emergency
44,number_emergency,readmitted
45,number_diagnoses,insulin
46,diag_2,diag_3
47,diag_2,number_diagnoses
48,diag_3,number_diagnoses
49,metformin,glipizide
50,time_in_hospital,a1cresult
51,number_outpatient,readmitted
52,a1cresult,diabetesmed
53,age,glyburide
54,diag_1,diag_3
55,num_medications,metformin
56,repaglinide,change
57,repaglinide,diabetesmed
58,time_in_hospital,number_inpatient
59,time_in_hospital,diabetesmed
60,time_in_hospital,diag_1
61,num_lab_procedures,num_procedures
62,number_inpatient,insulin
63,num_lab_procedures,change
64,gender,num_procedures
65,num_medications,number_inpatient
66,num_medications,pioglitazone
67,diag_1,metformin
68,diabetesmed,readmitted
69,number_emergency,number_diagnoses
70,glipizide,pioglitazone
71,num_procedures,number_diagnoses
72,num_medications,rosiglitazone
73,metformin,pioglitazone
74,age,glipizide
75,age,repaglinide
76,num_medications,glipizide
77,glimepiride,pioglitazone
78,time_in_hospital,diag_3
79,time_in_hospital,readmitted
80,number_diagnoses,change
81,time_in_hospital,diag_2
82,nateglinide,change
83,number_outpatient,max_glu_serum
84,nateglinide,diabetesmed
85,glyburide_metformin,diabetesmed
86,number_emergency,insulin
87,a1cresult,metformin
88,num_medications,readmitted
89,num_lab_procedures,readmitted
90,num_medications,number_outpatient
91,glipizide,rosiglitazone
92,glyburide_metformin,change
93,diag_3,insulin
94,glimepiride,rosiglitazone
95,race,a1cresult
96,num_medications,glyburide
97,change,readmitted
98,number_diagnoses,repaglinide
99,insulin,readmitted
100,number_emergency,change
101,age,glimepiride
102,metformin,glimepiride
103,acarbose,change
104,number_emergency,diag_3
105,num_lab_procedures,number_inpatient
106,time_in_hospital,glyburide
107,num_medications,glimepiride
108,number_emergency,max_glu_serum
109,time_in_hospital,repaglinide
110,time_in_hospital,max_glu_serum
111,num_lab_procedures,diag_3
112,num_lab_procedures,diabetesmed
113,a1cresult,repaglinide
114,number_emergency,diabetesmed
115,number_inpatient,max_glu_serum
116,number_emergency,diag_2
117,acarbose,diabetesmed
118,race,insulin
119,num_medications,a1cresult
120,gender,glyburide
121,glimepiride,miglitol
122,age,readmitted
123,number_inpatient,diabetesmed
124,number_inpatient,change
125,diag_3,a1cresult
126,glipizide,acarbose
127,number_inpatient,diag_2
128,glyburide,rosiglitazone
129,num_procedures,insulin
130,glimepiride,acarbose
131,num_medications,acarbose
132,num_medications,nateglinide
133,glimepiride,troglitazone
134,pioglitazone,glyburide_metformin
135,repaglinide,pioglitazone
136,diag_3,change
137,nateglinide,miglitol
138,repaglinide,miglitol
139,num_medications,repaglinide
140,number_diagnoses,diabetesmed
141,age,nateglinide
142,repaglinide,acarbose
143,gender,a1cresult
144,age,max_glu_serum
145,a1cresult,glimepiride
146,num_lab_procedures,repaglinide
147,number_outpatient,diag_2
148,number_outpatient,change
149,age,num_lab_procedures
150,diag_2,metformin
151,diag_2,insulin
152,age,number_outpatient
153,glyburide,pioglitazone
154,a1cresult,rosiglitazone
155,age,num_medications
156,race,number_emergency
157,number_outpatient,diabetesmed
158,nateglinide,pioglitazone
159,race,num_lab_procedures
160,a1cresult,glipizide
161,num_lab_procedures,glipizide
162,repaglinide,rosiglitazone
163,glimepiride,insulin
164,max_glu_serum,readmitted
165,number_diagnoses,nateglinide
166,glipizide,readmitted
167,age,miglitol
168,miglitol,change
169,number_outpatient,insulin
170,gender,glipizide
171,pioglitazone,readmitted
172,chlorpropamide,diabetesmed
173,time_in_hospital,glipizide
174,diag_3,chlorpropamide
175,diag_3,glimepiride
176,gender,num_medications
177,race,max_glu_serum
178,diag_1,change
179,max_glu_serum,nateglinide
180,race,glyburide
181,max_glu_serum,glyburide_metformin
182,gender,diag_3
183,glyburide,glyburide_metformin
184,race,num_procedures
185,nateglinide,glipizide
186,diag_3,glipizide
187,time_in_hospital,number_outpatient
188,chlorpropamide,insulin
189,number_outpatient,glimepiride
190,diag_1,max_glu_serum
191,number_inpatient,glimepiride
192,race,pioglitazone
193,gender,number_emergency
194,diag_2,glipizide
195,num_lab_procedures,pioglitazone
196,number_outpatient,a1cresult
197,race,readmitted
198,gender,readmitted
199,age,diabetesmed
200,metformin,insulin
201,number_inpatient,glipizide
202,nateglinide,glyburide
203,gender,diag_2
204,metformin,readmitted
205,number_inpatient,rosiglitazone
206,num_procedures,number_outpatient
207,race,gender
208,repaglinide,glyburide
209,number_inpatient,pioglitazone
210,diag_1,diabetesmed
211,glipizide,insulin
212,gender,time_in_hospital
213,max_glu_serum,glimepiride
214,metformin,glyburide_metformin
215,number_emergency,glyburide
216,diag_2,glyburide
217,glipizide,glyburide_metformin
218,max_glu_serum,metformin
219,diag_3,glyburide
220,num_medications,diag_3
221,num_procedures,number_emergency
222,number_inpatient,glyburide
223,diag_1,readmitted
224,age,change
225,race,number_outpatient
226,num_procedures,metformin
227,number_diagnoses,max_glu_serum
228,age,num_procedures
229,age,number_inpatient
230,number_diagnoses,glyburide
231,num_lab_procedures,metformin
232,diag_1,insulin
233,num_procedures,readmitted
234,num_medications,diag_1
235,max_glu_serum,a1cresult
236,gender,age
237,gender,diag_1
238,race,num_medications
239,number_inpatient,a1cresult
240,num_medications,diag_2
241,num_procedures,diag_3
242,num_procedures,number_inpatient
243,glyburide,insulin
244,pioglitazone,rosiglitazone
245,age,metformin
246,glimepiride,glyburide
247,number_inpatient,metformin
248,diag_1,a1cresult
249,num_lab_procedures,diag_1
250,glimepiride,glipizide
251,age,insulin
252,num_procedures,max_glu_serum
253,number_diagnoses,metformin
254,age,diag_2
255,race,number_diagnoses
256,num_procedures,diag_2
257,age,number_emergency
258,age,diag_3
259,num_procedures,diag_1
260,glipizide,glyburide
261,age,a1cresult
262,num_lab_procedures,max_glu_serum
263,race,age
