,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,metformin,change
6,time_in_hospital,num_lab_procedures
7,number_emergency,number_inpatient
8,metformin,diabetesmed
9,num_lab_procedures,num_medications
10,num_lab_procedures,a1cresult
11,num_medications,number_diagnoses
12,num_medications,change
13,number_inpatient,readmitted
14,glipizide,diabetesmed
15,time_in_hospital,number_diagnoses
16,pioglitazone,change
17,glipizide,change
18,age,number_diagnoses
19,rosiglitazone,change
20,num_medications,insulin
21,time_in_hospital,num_procedures
22,num_medications,diabetesmed
23,glyburide,diabetesmed
24,glyburide,change
25,num_lab_procedures,number_diagnoses
26,pioglitazone,diabetesmed
27,glimepiride,change
28,rosiglitazone,diabetesmed
29,diag_1,diag_2
30,metformin,glyburide
31,glimepiride,diabetesmed
32,time_in_hospital,change
33,number_outpatient,number_inpatient
34,number_emergency,readmitted
35,number_inpatient,number_diagnoses
36,a1cresult,insulin
37,number_outpatient,number_emergency
38,number_diagnoses,insulin
39,number_diagnoses,readmitted
40,number_outpatient,number_diagnoses
41,time_in_hospital,insulin
42,a1cresult,change
43,metformin,rosiglitazone
44,diag_2,number_diagnoses
45,diag_2,diag_3
46,diag_3,number_diagnoses
47,metformin,glipizide
48,age,time_in_hospital
49,number_outpatient,readmitted
50,num_lab_procedures,insulin
51,repaglinide,change
52,a1cresult,diabetesmed
53,time_in_hospital,diag_1
54,age,glyburide
55,repaglinide,diabetesmed
56,time_in_hospital,a1cresult
57,time_in_hospital,number_inpatient
58,num_lab_procedures,change
59,num_medications,number_inpatient
60,diag_1,diag_3
61,num_medications,glipizide
62,num_medications,pioglitazone
63,time_in_hospital,diabetesmed
64,time_in_hospital,diag_2
65,num_procedures,number_diagnoses
66,number_outpatient,max_glu_serum
67,diabetesmed,readmitted
68,gender,num_procedures
69,time_in_hospital,readmitted
70,metformin,pioglitazone
71,number_inpatient,insulin
72,num_lab_procedures,num_procedures
73,num_medications,metformin
74,glipizide,pioglitazone
75,diag_1,metformin
76,num_medications,number_outpatient
77,nateglinide,change
78,age,repaglinide
79,number_diagnoses,change
80,age,glipizide
81,a1cresult,metformin
82,number_emergency,insulin
83,metformin,glimepiride
84,number_emergency,number_diagnoses
85,glyburide_metformin,change
86,acarbose,change
87,num_medications,rosiglitazone
88,nateglinide,diabetesmed
89,change,readmitted
90,time_in_hospital,diag_3
91,glyburide_metformin,diabetesmed
92,number_inpatient,max_glu_serum
93,num_medications,readmitted
94,glipizide,rosiglitazone
95,number_emergency,change
96,glimepiride,pioglitazone
97,race,insulin
98,num_lab_procedures,diag_3
99,number_emergency,diag_2
100,glyburide,pioglitazone
101,number_emergency,diag_3
102,insulin,readmitted
103,number_diagnoses,repaglinide
104,pioglitazone,glyburide_metformin
105,num_medications,repaglinide
106,num_medications,glimepiride
107,num_lab_procedures,number_inpatient
108,time_in_hospital,repaglinide
109,num_medications,glyburide
110,num_lab_procedures,readmitted
111,number_emergency,max_glu_serum
112,glipizide,acarbose
113,glimepiride,rosiglitazone
114,race,a1cresult
115,a1cresult,repaglinide
116,number_diagnoses,diabetesmed
117,num_lab_procedures,diabetesmed
118,acarbose,diabetesmed
119,gender,glyburide
120,age,glimepiride
121,diag_3,insulin
122,number_emergency,diabetesmed
123,age,max_glu_serum
124,race,number_emergency
125,diag_3,a1cresult
126,nateglinide,pioglitazone
127,time_in_hospital,max_glu_serum
128,number_inpatient,diabetesmed
