,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,change,diabetesmed
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,num_lab_procedures,num_medications
7,metformin,change
8,num_lab_procedures,a1cresult
9,metformin,diabetesmed
10,number_emergency,number_inpatient
11,num_medications,number_diagnoses
12,num_medications,change
13,time_in_hospital,number_diagnoses
14,num_medications,insulin
15,age,number_diagnoses
16,glipizide,diabetesmed
17,time_in_hospital,num_procedures
18,num_medications,diabetesmed
19,glyburide,diabetesmed
20,number_inpatient,readmitted
21,rosiglitazone,change
22,pioglitazone,change
23,glipizide,change
24,glyburide,change
25,num_lab_procedures,number_diagnoses
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,diag_1,diag_2
30,glimepiride,diabetesmed
31,glimepiride,change
32,time_in_hospital,insulin
33,time_in_hospital,change
34,age,time_in_hospital
35,number_inpatient,number_diagnoses
36,a1cresult,insulin
37,number_diagnoses,readmitted
38,number_outpatient,number_diagnoses
39,number_diagnoses,insulin
40,number_outpatient,number_inpatient
41,number_emergency,readmitted
42,metformin,rosiglitazone
43,num_lab_procedures,insulin
44,a1cresult,change
45,number_outpatient,number_emergency
46,diag_3,number_diagnoses
47,age,glyburide
48,diag_2,diag_3
49,a1cresult,diabetesmed
50,diag_2,number_diagnoses
51,metformin,glipizide
52,num_medications,pioglitazone
53,time_in_hospital,number_inpatient
54,number_outpatient,readmitted
55,repaglinide,change
56,diag_1,diag_3
57,repaglinide,diabetesmed
58,num_medications,metformin
59,num_medications,rosiglitazone
60,number_inpatient,insulin
61,time_in_hospital,diabetesmed
62,num_lab_procedures,num_procedures
63,num_medications,number_inpatient
64,time_in_hospital,diag_1
65,time_in_hospital,a1cresult
66,num_lab_procedures,change
67,num_procedures,number_diagnoses
68,number_outpatient,max_glu_serum
69,number_emergency,number_diagnoses
70,nateglinide,change
71,glimepiride,rosiglitazone
72,gender,num_procedures
73,metformin,pioglitazone
74,glimepiride,pioglitazone
75,age,repaglinide
76,time_in_hospital,diag_3
77,glipizide,rosiglitazone
78,number_emergency,insulin
79,diag_1,metformin
80,diabetesmed,readmitted
81,num_medications,glipizide
82,age,glipizide
83,nateglinide,diabetesmed
84,diag_3,insulin
85,glyburide_metformin,diabetesmed
86,num_lab_procedures,number_inpatient
87,num_medications,glimepiride
88,num_medications,number_outpatient
89,time_in_hospital,diag_2
90,time_in_hospital,readmitted
91,a1cresult,metformin
92,acarbose,change
93,number_emergency,max_glu_serum
94,race,a1cresult
95,glyburide_metformin,change
96,number_emergency,change
97,number_diagnoses,repaglinide
98,metformin,glimepiride
99,number_diagnoses,change
100,glipizide,pioglitazone
101,glyburide,rosiglitazone
102,number_emergency,diag_3
103,gender,glyburide
104,nateglinide,miglitol
105,time_in_hospital,repaglinide
106,insulin,readmitted
107,glipizide,acarbose
108,num_lab_procedures,readmitted
109,num_medications,readmitted
110,number_inpatient,diabetesmed
111,pioglitazone,glyburide_metformin
112,age,glimepiride
113,time_in_hospital,max_glu_serum
114,num_lab_procedures,diabetesmed
115,num_medications,glyburide
116,acarbose,diabetesmed
117,number_emergency,diag_2
118,num_medications,acarbose
119,number_outpatient,diag_2
120,change,readmitted
121,num_medications,a1cresult
122,acarbose,miglitol
123,num_lab_procedures,diag_3
124,time_in_hospital,glyburide
125,number_inpatient,change
126,number_outpatient,change
127,number_inpatient,max_glu_serum
128,glyburide,pioglitazone
129,number_outpatient,insulin
130,number_emergency,diabetesmed
131,num_medications,nateglinide
132,diag_3,a1cresult
133,nateglinide,pioglitazone
134,age,max_glu_serum
135,metformin,nateglinide
136,num_procedures,insulin
137,race,insulin
138,num_medications,repaglinide
139,glipizide,readmitted
140,race,number_emergency
141,age,nateglinide
142,gender,glipizide
143,miglitol,change
144,number_diagnoses,diabetesmed
145,a1cresult,repaglinide
146,number_outpatient,diabetesmed
147,diag_1,pioglitazone
148,age,number_outpatient
149,number_outpatient,acarbose
150,gender,a1cresult
151,number_outpatient,pioglitazone
152,rosiglitazone,troglitazone
153,age,chlorpropamide
154,age,tolbutamide
155,age,num_medications
156,time_in_hospital,glipizide
157,diag_2,insulin
158,age,num_lab_procedures
159,chlorpropamide,insulin
160,number_outpatient,metformin
161,max_glu_serum,repaglinide
162,max_glu_serum,nateglinide
163,gender,number_emergency
164,num_lab_procedures,glyburide_metformin
165,max_glu_serum,metformin
166,race,num_procedures
167,number_diagnoses,glipizide
168,age,diag_1
169,race,readmitted
170,diag_2,glyburide
171,gender,num_medications
172,nateglinide,glyburide
173,diag_1,change
174,race,diag_1
175,metformin,readmitted
176,metformin,insulin
177,gender,diag_2
178,race,glyburide
179,metformin,glyburide_metformin
180,diag_1,diabetesmed
181,num_procedures,number_outpatient
182,number_diagnoses,glyburide
183,number_inpatient,rosiglitazone
184,number_inpatient,glipizide
185,number_emergency,glyburide
186,repaglinide,glyburide
187,glipizide,glyburide_metformin
188,number_inpatient,pioglitazone
189,num_procedures,metformin
190,race,gender
191,age,diabetesmed
192,gender,time_in_hospital
193,max_glu_serum,glimepiride
194,diag_3,glyburide
195,glipizide,insulin
196,diag_1,readmitted
197,race,number_outpatient
198,num_procedures,number_emergency
199,num_medications,diag_3
200,num_procedures,readmitted
201,number_inpatient,glyburide
202,age,change
203,gender,age
204,diag_1,insulin
205,age,num_procedures
206,num_lab_procedures,metformin
207,number_diagnoses,max_glu_serum
208,num_medications,diag_1
209,age,number_inpatient
210,number_inpatient,a1cresult
211,gender,diag_1
212,num_medications,diag_2
213,race,num_medications
214,max_glu_serum,a1cresult
215,num_procedures,diag_3
216,age,metformin
217,number_inpatient,metformin
218,num_procedures,number_inpatient
219,glimepiride,glyburide
220,pioglitazone,rosiglitazone
221,number_diagnoses,metformin
222,diag_1,a1cresult
223,glyburide,insulin
224,num_lab_procedures,diag_1
225,age,diag_2
226,glimepiride,glipizide
227,age,insulin
228,num_procedures,max_glu_serum
229,num_procedures,diag_2
230,race,number_diagnoses
231,age,diag_3
232,age,number_emergency
233,num_procedures,diag_1
234,glipizide,glyburide
235,age,a1cresult
236,num_lab_procedures,max_glu_serum
237,race,age
