,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,change,diabetesmed
3,num_procedures,num_medications
4,insulin,change
5,time_in_hospital,num_lab_procedures
6,num_lab_procedures,num_medications
7,number_emergency,number_inpatient
8,metformin,change
9,num_medications,number_diagnoses
10,metformin,diabetesmed
11,num_lab_procedures,a1cresult
12,num_medications,insulin
13,time_in_hospital,number_diagnoses
14,num_medications,change
15,age,number_diagnoses
16,time_in_hospital,num_procedures
17,glipizide,diabetesmed
18,num_medications,diabetesmed
19,rosiglitazone,change
20,number_inpatient,readmitted
21,glyburide,diabetesmed
22,glyburide,change
23,num_lab_procedures,number_diagnoses
24,glipizide,change
25,pioglitazone,change
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,diag_1,diag_2
30,glimepiride,change
31,glimepiride,diabetesmed
32,number_outpatient,number_emergency
33,time_in_hospital,insulin
34,number_inpatient,number_diagnoses
35,num_lab_procedures,insulin
36,a1cresult,insulin
37,number_diagnoses,insulin
38,glyburide_metformin,glipizide_metformin
39,number_outpatient,number_inpatient
40,time_in_hospital,change
41,age,time_in_hospital
42,number_diagnoses,readmitted
43,number_outpatient,number_diagnoses
44,metformin,rosiglitazone
45,a1cresult,change
46,diag_3,number_diagnoses
47,diag_2,diag_3
48,nateglinide,miglitol
49,a1cresult,diabetesmed
50,metformin,glipizide
51,diag_1,diag_3
52,number_emergency,readmitted
53,number_outpatient,readmitted
54,time_in_hospital,a1cresult
55,diag_2,number_diagnoses
56,age,glyburide
57,time_in_hospital,number_inpatient
58,num_medications,pioglitazone
59,repaglinide,diabetesmed
60,num_procedures,number_diagnoses
61,num_medications,metformin
62,time_in_hospital,diabetesmed
63,num_medications,number_inpatient
64,num_medications,rosiglitazone
65,number_inpatient,insulin
66,gender,num_procedures
67,repaglinide,change
68,time_in_hospital,diag_1
69,num_lab_procedures,num_procedures
70,a1cresult,metformin
71,glimepiride,pioglitazone
72,diabetesmed,readmitted
73,age,repaglinide
74,age,glipizide
75,num_lab_procedures,change
76,number_outpatient,max_glu_serum
77,number_emergency,number_diagnoses
78,num_medications,glipizide
79,metformin,pioglitazone
80,time_in_hospital,readmitted
81,num_medications,number_outpatient
82,diag_1,metformin
83,number_inpatient,max_glu_serum
84,number_emergency,glyburide_metformin
85,number_emergency,insulin
86,time_in_hospital,diag_2
87,nateglinide,diabetesmed
88,number_diagnoses,repaglinide
89,acarbose,change
90,glyburide_metformin,diabetesmed
91,number_diagnoses,change
92,number_emergency,diag_3
93,glipizide,pioglitazone
94,race,number_emergency
95,time_in_hospital,repaglinide
96,num_medications,readmitted
97,glyburide_metformin,change
98,repaglinide,pioglitazone
99,age,glimepiride
100,gender,glyburide
101,num_medications,glyburide
102,num_lab_procedures,diabetesmed
103,metformin,glimepiride
104,number_emergency,max_glu_serum
105,number_emergency,change
106,change,readmitted
107,a1cresult,repaglinide
108,num_lab_procedures,readmitted
109,diag_3,insulin
110,pioglitazone,glyburide_metformin
111,num_medications,glimepiride
112,nateglinide,change
113,glyburide,rosiglitazone
114,time_in_hospital,diag_3
115,glipizide,rosiglitazone
116,num_lab_procedures,number_inpatient
117,number_emergency,diag_2
118,age,max_glu_serum
119,acarbose,diabetesmed
120,time_in_hospital,glyburide
121,rosiglitazone,troglitazone
122,num_lab_procedures,diag_3
123,nateglinide,readmitted
124,number_emergency,diag_1
125,race,diag_2
126,glimepiride,miglitol
127,number_diagnoses,glyburide
128,max_glu_serum,glimepiride
129,number_emergency,glyburide
130,metformin,insulin
131,number_diagnoses,rosiglitazone
132,repaglinide,glyburide
133,number_inpatient,pioglitazone
134,metformin,readmitted
135,glipizide,insulin
136,gender,diag_3
137,diag_2,glyburide
138,glipizide,glyburide_metformin
139,num_medications,diag_3
140,diag_3,glyburide
141,diag_1,readmitted
142,race,number_outpatient
143,number_inpatient,glyburide
144,num_procedures,metformin
145,num_procedures,readmitted
146,gender,age
147,age,num_procedures
148,num_lab_procedures,metformin
149,age,change
150,num_procedures,number_emergency
151,num_medications,diag_1
152,max_glu_serum,a1cresult
153,gender,diag_1
154,number_diagnoses,max_glu_serum
155,race,num_medications
156,age,number_inpatient
157,number_inpatient,a1cresult
158,diag_1,insulin
159,number_inpatient,metformin
160,pioglitazone,rosiglitazone
161,num_procedures,diag_3
162,race,number_diagnoses
163,age,diag_2
164,num_medications,diag_2
165,number_diagnoses,metformin
166,glyburide,insulin
167,diag_1,a1cresult
168,age,metformin
169,glimepiride,glyburide
170,num_procedures,number_inpatient
171,glimepiride,glipizide
172,num_procedures,max_glu_serum
173,age,insulin
174,num_lab_procedures,diag_1
175,num_procedures,diag_1
176,age,diag_3
177,age,number_emergency
178,num_procedures,diag_2
179,glipizide,glyburide
180,age,a1cresult
181,num_lab_procedures,max_glu_serum
182,race,age
