,level_0,level_1
0,number_emergency,number_inpatient
1,num_lab_procedures,a1cresult
2,number_inpatient,readmitted
3,age,number_diagnoses
4,num_lab_procedures,time_in_hospital
5,num_lab_procedures,num_medications
6,metformin,glyburide
7,diag_1,diag_2
8,diabetesmed,insulin
9,num_lab_procedures,number_diagnoses
10,time_in_hospital,num_medications
11,metformin,change
12,number_diagnoses,num_medications
13,metformin,diabetesmed
14,number_emergency,readmitted
15,number_outpatient,number_inpatient
16,number_diagnoses,time_in_hospital
17,num_procedures,num_medications
18,diabetesmed,change
19,insulin,change
20,number_inpatient,number_diagnoses
21,number_outpatient,number_emergency
22,diag_2,diag_3
23,glipizide,diabetesmed
24,number_diagnoses,readmitted
25,rosiglitazone,change
26,glyburide,diabetesmed
27,glipizide,change
28,diag_3,number_diagnoses
29,glyburide,change
30,number_outpatient,number_diagnoses
31,metformin,rosiglitazone
32,age,glyburide
33,diag_2,number_diagnoses
34,pioglitazone,diabetesmed
35,pioglitazone,change
36,rosiglitazone,diabetesmed
37,age,glipizide
38,diag_1,diag_3
39,metformin,pioglitazone
40,number_emergency,number_diagnoses
41,number_outpatient,readmitted
42,metformin,glipizide
43,num_medications,insulin
44,glimepiride,diabetesmed
45,number_emergency,diag_3
46,metformin,glimepiride
47,num_medications,change
48,time_in_hospital,num_procedures
49,a1cresult,insulin
50,a1cresult,change
51,glipizide,rosiglitazone
52,glimepiride,change
53,glimepiride,pioglitazone
54,age,time_in_hospital
55,repaglinide,pioglitazone
56,num_lab_procedures,insulin
57,diabetesmed,num_medications
58,diag_1,metformin
59,num_lab_procedures,number_inpatient
60,num_lab_procedures,readmitted
61,a1cresult,time_in_hospital
62,pioglitazone,num_medications
63,a1cresult,diabetesmed
64,number_inpatient,insulin
65,glimepiride,acarbose
66,number_diagnoses,insulin
67,number_outpatient,max_glu_serum
68,glimepiride,miglitol
69,gender,num_procedures
70,metformin,num_medications
71,a1cresult,metformin
72,glipizide,num_medications
73,pioglitazone,metformin_pioglitazone
74,readmitted,diabetesmed
75,gender,glyburide
76,glipizide,pioglitazone
77,repaglinide,diabetesmed
78,diag_1,time_in_hospital
79,num_lab_procedures,diag_3
80,number_diagnoses,num_procedures
81,number_diagnoses,repaglinide
82,glimepiride,rosiglitazone
83,age,repaglinide
84,gender,glipizide
85,repaglinide,change
86,glyburide,pioglitazone
87,a1cresult,rosiglitazone
88,time_in_hospital,insulin
89,repaglinide,readmitted
90,number_inpatient,time_in_hospital
91,rosiglitazone,num_medications
92,number_outpatient,diag_2
93,age,glimepiride
94,readmitted,time_in_hospital
95,race,number_emergency
96,time_in_hospital,change
97,diag_3,a1cresult
98,number_inpatient,num_medications
99,num_lab_procedures,num_procedures
100,repaglinide,rosiglitazone
101,a1cresult,nateglinide
102,glipizide,readmitted
103,repaglinide,time_in_hospital
104,number_emergency,insulin
105,readmitted,num_medications
106,pioglitazone,glipizide_metformin
107,chlorpropamide,glyburide
108,nateglinide,change
109,number_emergency,diag_2
110,num_lab_procedures,diabetesmed
111,a1cresult,glimepiride
112,num_lab_procedures,change
113,pioglitazone,acarbose
114,diag_2,time_in_hospital
115,a1cresult,glipizide_metformin
116,metformin,acarbose
117,diag_3,insulin
118,number_outpatient,num_medications
119,max_glu_serum,readmitted
120,number_emergency,change
121,gender,miglitol
122,age,number_outpatient
123,glyburide_metformin,diabetesmed
124,a1cresult,repaglinide
125,nateglinide,diabetesmed
126,race,insulin
127,number_inpatient,max_glu_serum
128,diag_3,time_in_hospital
129,number_outpatient,repaglinide
130,acarbose,readmitted
131,a1cresult,num_medications
132,age,readmitted
133,readmitted,insulin
134,glimepiride,num_medications
135,max_glu_serum,time_in_hospital
136,number_inpatient,diag_3
137,number_emergency,max_glu_serum
138,number_diagnoses,change
139,miglitol,readmitted
140,number_inpatient,diabetesmed
141,gender,glyburide_metformin
142,number_outpatient,diag_1
143,number_emergency,diabetesmed
144,glipizide,miglitol
145,age,tolbutamide
146,gender,rosiglitazone
147,a1cresult,glipizide
148,glyburide,rosiglitazone
149,acarbose,change
150,age,max_glu_serum
151,a1cresult,tolazamide
152,age,tolazamide
153,num_lab_procedures,glimepiride
154,miglitol,change
155,number_outpatient,acarbose
156,repaglinide,acarbose
157,glipizide,acarbose
158,diag_3,max_glu_serum
159,diag_2,glimepiride_pioglitazone
160,age,pioglitazone
161,race,num_lab_procedures
162,number_diagnoses,acarbose
163,number_inpatient,diag_2
164,age,miglitol
165,glimepiride,readmitted
166,diag_2,insulin
167,race,glyburide_metformin
168,glyburide,num_medications
169,glimepiride,time_in_hospital
170,number_outpatient,pioglitazone
171,age,num_medications
172,chlorpropamide,readmitted
173,number_outpatient,diag_3
174,acarbose,diabetesmed
175,troglitazone,change
176,race,a1cresult
177,nateglinide,rosiglitazone
178,nateglinide,pioglitazone
179,pioglitazone,readmitted
180,max_glu_serum,chlorpropamide
181,repaglinide,num_medications
182,num_lab_procedures,troglitazone
183,acarbose,num_medications
184,readmitted,change
185,num_lab_procedures,repaglinide
186,nateglinide,num_medications
187,race,change
188,metformin,nateglinide
189,num_lab_procedures,glyburide
190,gender,troglitazone
191,number_diagnoses,nateglinide
192,number_outpatient,diabetesmed
193,num_lab_procedures,diag_2
194,number_emergency,glimepiride
195,pioglitazone,num_procedures
196,diag_2,metformin
197,number_inpatient,acarbose
198,time_in_hospital,diabetesmed
199,miglitol,time_in_hospital
200,number_inpatient,repaglinide
201,glyburide_metformin,change
202,diag_1,nateglinide
203,number_emergency,tolazamide
204,glyburide,num_procedures
205,race,diabetesmed
206,glipizide,time_in_hospital
207,diag_1,miglitol
208,diag_2,chlorpropamide
209,nateglinide,readmitted
210,gender,number_outpatient
211,repaglinide,nateglinide
212,a1cresult,chlorpropamide
213,chlorpropamide,insulin
214,race,miglitol
215,race,pioglitazone
216,number_diagnoses,rosiglitazone
217,race,metformin
218,glipizide_metformin,time_in_hospital
219,num_lab_procedures,rosiglitazone
220,glimepiride_pioglitazone,num_medications
221,age,glipizide_metformin
222,gender,diag_2
223,max_glu_serum,pioglitazone
224,metformin,insulin
225,max_glu_serum,acarbose
226,diag_1,change
227,a1cresult,miglitol
228,glipizide,insulin
229,diag_3,readmitted
230,number_inpatient,nateglinide
231,number_diagnoses,miglitol
232,age,change
233,number_outpatient,num_procedures
234,a1cresult,num_procedures
235,num_lab_procedures,acarbose
236,num_lab_procedures,tolbutamide
237,number_emergency,pioglitazone
238,race,diag_1
239,number_emergency,a1cresult
240,gender,time_in_hospital
241,race,glipizide
242,nateglinide,glimepiride
243,number_outpatient,a1cresult
244,number_inpatient,glyburide_metformin
245,age,diag_1
246,number_diagnoses,tolazamide
247,diag_3,tolazamide
248,num_lab_procedures,glyburide_metformin
249,diag_2,tolazamide
250,max_glu_serum,nateglinide
251,metformin,chlorpropamide
252,max_glu_serum,glyburide_metformin
253,diag_1,diabetesmed
254,diag_2,glimepiride
255,diag_2,rosiglitazone
256,gender,diag_3
257,readmitted,num_procedures
258,diag_1,max_glu_serum
259,num_lab_procedures,nateglinide
260,diag_1,glyburide
261,number_emergency,time_in_hospital
262,number_outpatient,metformin
263,race,repaglinide
264,diag_3,tolbutamide
265,age,diabetesmed
266,nateglinide,glyburide
267,gender,readmitted
268,glimepiride,glyburide_metformin
269,nateglinide,glipizide
270,number_diagnoses,a1cresult
271,repaglinide,glipizide
272,race,max_glu_serum
273,number_emergency,glyburide
274,diag_3,glipizide
275,number_diagnoses,glimepiride_pioglitazone
276,number_emergency,metformin
277,diag_1,number_diagnoses
278,diag_1,insulin
279,age,num_procedures
280,race,glyburide
281,diag_3,num_medications
282,race,gender
283,number_diagnoses,chlorpropamide
284,race,glimepiride
285,glipizide,glyburide_metformin
286,race,num_medications
287,number_emergency,num_procedures
288,max_glu_serum,metformin
289,gender,num_medications
290,diag_3,chlorpropamide
291,metformin,glyburide_metformin
292,number_inpatient,rosiglitazone
293,diag_3,pioglitazone
294,max_glu_serum,glimepiride
295,repaglinide,glyburide
296,glyburide_metformin,readmitted
297,num_lab_procedures,number_outpatient
298,number_inpatient,glipizide
299,metformin,readmitted
300,num_lab_procedures,metformin
301,diag_2,num_medications
302,diag_2,glyburide
303,gender,age
304,race,readmitted
305,number_diagnoses,max_glu_serum
306,diag_3,num_procedures
307,number_diagnoses,glyburide
308,max_glu_serum,num_procedures
309,number_inpatient,num_procedures
310,number_inpatient,pioglitazone
311,diag_1,num_medications
312,age,insulin
313,diag_3,glyburide
314,glyburide,insulin
315,diag_1,readmitted
316,race,number_outpatient
