,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,diabetesmed,change
3,insulin,change
4,num_medications,num_procedures
5,time_in_hospital,num_lab_procedures
6,num_medications,num_lab_procedures
7,number_inpatient,number_emergency
8,metformin,change
9,a1cresult,num_lab_procedures
10,metformin,diabetesmed
11,num_medications,number_diagnoses
12,time_in_hospital,number_diagnoses
13,num_medications,change
14,num_medications,insulin
15,time_in_hospital,num_procedures
16,diabetesmed,glipizide
17,age,number_diagnoses
18,number_inpatient,readmitted
19,rosiglitazone,change
20,num_medications,diabetesmed
21,diabetesmed,glyburide
22,pioglitazone,change
23,glipizide,change
24,glyburide_metformin,glipizide_metformin
25,number_diagnoses,num_lab_procedures
26,glyburide,change
27,pioglitazone,diabetesmed
28,rosiglitazone,diabetesmed
29,diag_3,number_diagnoses
30,metformin,glyburide
31,glimepiride,change
32,diag_1,diag_2
33,diag_3,diag_2
34,diabetesmed,glimepiride
35,diag_3,diag_1
36,number_inpatient,number_outpatient
37,number_outpatient,number_emergency
38,readmitted,number_emergency
39,number_inpatient,number_diagnoses
40,time_in_hospital,age
41,time_in_hospital,insulin
42,repaglinide,diabetesmed
43,rosiglitazone,metformin
44,readmitted,number_diagnoses
45,time_in_hospital,change
46,gender,num_procedures
47,insulin,a1cresult
48,repaglinide,change
49,number_outpatient,number_diagnoses
50,insulin,number_diagnoses
51,insulin,num_lab_procedures
52,metformin,glipizide
53,repaglinide,age
54,nateglinide,change
55,a1cresult,change
56,diag_2,number_diagnoses
57,diabetesmed,a1cresult
58,max_glu_serum,number_outpatient
59,age,glyburide
60,diag_3,time_in_hospital
61,num_medications,metformin
62,time_in_hospital,a1cresult
63,readmitted,number_outpatient
64,pioglitazone,num_medications
65,nateglinide,diabetesmed
66,time_in_hospital,diag_1
67,glyburide_metformin,diabetesmed
68,number_inpatient,insulin
69,glyburide_metformin,change
70,acarbose,change
71,max_glu_serum,number_inpatient
72,max_glu_serum,number_emergency
73,num_medications,number_inpatient
74,time_in_hospital,number_inpatient
75,race,a1cresult
76,number_diagnoses,number_emergency
77,time_in_hospital,diabetesmed
78,num_medications,rosiglitazone
79,metformin,glimepiride
80,gender,glyburide
81,num_procedures,num_lab_procedures
82,num_medications,glipizide
83,number_diagnoses,num_procedures
84,time_in_hospital,diag_2
85,race,number_emergency
86,pioglitazone,metformin
87,change,num_lab_procedures
88,diag_3,number_emergency
89,diag_3,num_lab_procedures
90,repaglinide,number_diagnoses
91,glyburide_metformin,pioglitazone
92,gender,glipizide
93,metformin_pioglitazone,pioglitazone
94,glipizide,age
95,max_glu_serum,time_in_hospital
96,diag_1,metformin
97,insulin,number_emergency
98,diag_3,insulin
99,race,insulin
100,num_medications,glimepiride
101,pioglitazone,glimepiride
102,rosiglitazone,glimepiride
103,readmitted,diabetesmed
104,repaglinide,a1cresult
105,acarbose,num_medications
106,rosiglitazone,glipizide
107,num_medications,number_outpatient
108,pioglitazone,glipizide
109,repaglinide,time_in_hospital
110,acarbose,diabetesmed
111,number_diagnoses,change
112,insulin,readmitted
113,readmitted,num_lab_procedures
114,diag_3,a1cresult
115,metformin,a1cresult
116,age,glimepiride
117,time_in_hospital,readmitted
118,acarbose,glipizide
119,num_medications,glyburide
120,diabetesmed,number_diagnoses
121,diag_3,max_glu_serum
122,repaglinide,acarbose
123,readmitted,change
124,number_inpatient,num_lab_procedures
125,number_emergency,change
126,diag_3,number_inpatient
127,rosiglitazone,glyburide
128,readmitted,age
129,max_glu_serum,age
130,repaglinide,readmitted
131,repaglinide,num_medications
132,repaglinide,miglitol
133,chlorpropamide,age
134,max_glu_serum,readmitted
135,insulin,diag_2
136,pioglitazone,glyburide
137,gender,acarbose
138,repaglinide,rosiglitazone
139,diag_2,number_emergency
140,num_medications,readmitted
141,repaglinide,number_emergency
142,number_inpatient,change
143,num_medications,age
144,nateglinide,number_diagnoses
145,time_in_hospital,glyburide
146,acarbose,readmitted
147,insulin,num_procedures
148,diabetesmed,num_lab_procedures
149,number_inpatient,diabetesmed
150,troglitazone,readmitted
151,glipizide_metformin,change
152,diabetesmed,number_emergency
153,acarbose,glimepiride
154,glyburide_metformin,insulin
155,repaglinide,num_lab_procedures
156,race,diag_3
157,chlorpropamide,diabetesmed
158,diag_3,change
159,repaglinide,pioglitazone
160,gender,chlorpropamide
161,gender,a1cresult
162,diag_3,number_outpatient
163,a1cresult,glimepiride
164,number_inpatient,diag_2
165,gender,pioglitazone
166,max_glu_serum,change
167,a1cresult,glyburide
168,acarbose,time_in_hospital
169,gender,repaglinide
170,number_outpatient,a1cresult
171,race,pioglitazone
172,race,readmitted
173,nateglinide,glipizide
174,gender,number_emergency
175,pioglitazone,number_inpatient
176,gender,diag_3
177,number_outpatient,num_procedures
178,rosiglitazone,number_inpatient
179,race,rosiglitazone
180,insulin,glipizide
181,max_glu_serum,metformin
182,gender,nateglinide
183,race,repaglinide
184,number_emergency,glyburide
185,repaglinide,glipizide
186,max_glu_serum,pioglitazone
187,chlorpropamide,insulin
188,diag_1,diabetesmed
189,diag_2,glyburide
190,readmitted,metformin
191,race,glyburide
192,nateglinide,glyburide
193,race,glimepiride
194,diag_1,readmitted
195,number_diagnoses,glyburide
196,diag_3,glipizide
197,glyburide_metformin,metformin
198,repaglinide,glyburide
199,max_glu_serum,glyburide_metformin
200,gender,time_in_hospital
201,glyburide_metformin,glipizide
202,max_glu_serum,nateglinide
203,readmitted,num_procedures
204,gender,diag_2
205,diag_3,chlorpropamide
206,number_emergency,num_procedures
207,max_glu_serum,glimepiride
208,gender,num_medications
209,number_inpatient,glyburide
210,race,max_glu_serum
211,diag_1,insulin
212,age,change
213,metformin,num_lab_procedures
214,metformin,num_procedures
215,diag_1,num_medications
216,age,num_procedures
217,number_inpatient,age
218,diag_3,glyburide
219,race,number_outpatient
220,diag_3,num_medications
221,num_medications,diag_2
222,number_inpatient,a1cresult
223,pioglitazone,rosiglitazone
224,number_inpatient,metformin
225,insulin,age
226,insulin,glyburide
227,metformin,age
228,glimepiride,glyburide
229,max_glu_serum,number_diagnoses
230,number_inpatient,num_procedures
231,metformin,number_diagnoses
232,glipizide,glimepiride
233,race,gender
234,gender,diag_1
235,max_glu_serum,a1cresult
236,diag_1,num_lab_procedures
237,gender,age
238,diag_1,a1cresult
239,diag_2,num_procedures
240,diag_2,age
241,max_glu_serum,num_procedures
242,race,num_medications
243,age,number_emergency
244,diag_1,num_procedures
245,diag_3,num_procedures
246,race,number_diagnoses
247,glipizide,glyburide
248,a1cresult,age
249,diag_3,age
250,max_glu_serum,num_lab_procedures
251,race,age
