,level_0,level_1
0,diabetesmed,insulin
1,time_in_hospital,num_medications
2,diabetesmed,change
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,num_medications,num_lab_procedures
8,number_emergency,number_inpatient
9,a1cresult,num_lab_procedures
10,metformin,diabetesmed
11,number_diagnoses,num_medications
12,glyburide,diabetesmed
13,diag_1,diag_2
14,rosiglitazone,change
15,num_medications,change
16,time_in_hospital,number_diagnoses
17,num_medications,insulin
18,age,number_diagnoses
19,glyburide,change
20,diabetesmed,glipizide
21,time_in_hospital,num_procedures
22,number_inpatient,readmitted
23,num_medications,diabetesmed
24,pioglitazone,change
25,rosiglitazone,diabetesmed
26,glimepiride,change
27,glyburide,metformin
28,glipizide,change
29,number_diagnoses,num_lab_procedures
30,glimepiride,diabetesmed
31,diag_2,diag_3
32,pioglitazone,diabetesmed
33,number_outpatient,number_emergency
34,number_outpatient,number_inpatient
35,rosiglitazone,metformin
36,number_outpatient,number_diagnoses
37,diag_3,number_diagnoses
38,diag_1,diag_3
39,time_in_hospital,insulin
40,diag_2,number_diagnoses
41,age,time_in_hospital
42,time_in_hospital,change
43,number_diagnoses,number_inpatient
44,a1cresult,insulin
45,repaglinide,change
46,a1cresult,change
47,number_diagnoses,insulin
48,glyburide,age
49,insulin,num_lab_procedures
50,number_diagnoses,readmitted
51,number_emergency,readmitted
52,repaglinide,diabetesmed
53,diag_1,time_in_hospital
54,number_outpatient,readmitted
55,gender,num_procedures
56,number_outpatient,max_glu_serum
57,a1cresult,diabetesmed
58,rosiglitazone,num_medications
59,metformin,glipizide
60,repaglinide,age
61,glimepiride,rosiglitazone
62,pioglitazone,num_medications
63,glimepiride,metformin
64,time_in_hospital,number_inpatient
65,num_procedures,num_lab_procedures
66,gender,glyburide
67,number_diagnoses,number_emergency
68,time_in_hospital,a1cresult
69,number_inpatient,insulin
70,glimepiride,pioglitazone
71,diag_1,metformin
72,glyburide_metformin,glipizide_metformin
73,nateglinide,change
74,diag_2,time_in_hospital
75,metformin,num_medications
76,num_medications,glipizide
77,number_diagnoses,num_procedures
78,num_medications,number_inpatient
79,time_in_hospital,diabetesmed
80,acarbose,change
81,number_outpatient,num_medications
82,diag_3,time_in_hospital
83,glimepiride,num_medications
84,nateglinide,diabetesmed
85,number_emergency,insulin
86,repaglinide,number_diagnoses
87,diag_3,insulin
88,glyburide_metformin,diabetesmed
89,glyburide_metformin,change
90,rosiglitazone,glipizide
91,race,a1cresult
92,pioglitazone,metformin
93,glyburide,num_medications
94,diag_2,number_emergency
95,repaglinide,time_in_hospital
96,glyburide,rosiglitazone
97,glimepiride,age
98,diabetesmed,readmitted
99,time_in_hospital,readmitted
100,number_emergency,change
101,diag_3,number_emergency
102,number_diagnoses,change
103,change,num_lab_procedures
104,age,glipizide
105,number_outpatient,diag_2
106,gender,glipizide
107,max_glu_serum,number_emergency
108,a1cresult,metformin
109,repaglinide,a1cresult
110,pioglitazone,glipizide
111,number_inpatient,num_lab_procedures
112,diag_3,num_lab_procedures
113,race,insulin
114,acarbose,glipizide
115,max_glu_serum,time_in_hospital
116,acarbose,diabetesmed
117,num_medications,readmitted
118,gender,a1cresult
119,glyburide,time_in_hospital
120,readmitted,num_lab_procedures
121,race,number_emergency
122,rosiglitazone,troglitazone
123,number_outpatient,insulin
124,max_glu_serum,chlorpropamide
125,glyburide_metformin,pioglitazone
126,repaglinide,miglitol
127,diabetesmed,num_lab_procedures
128,number_outpatient,diag_3
129,max_glu_serum,number_inpatient
130,glimepiride,a1cresult
131,a1cresult,num_medications
132,glimepiride,acarbose
133,nateglinide,rosiglitazone
134,glimepiride,miglitol
135,change,readmitted
136,repaglinide,pioglitazone
137,diag_3,number_inpatient
138,acetohexamide,time_in_hospital
139,insulin,readmitted
140,number_outpatient,change
141,gender,change
142,diag_3,max_glu_serum
143,number_outpatient,diag_1
144,max_glu_serum,age
145,repaglinide,num_medications
146,number_emergency,diabetesmed
147,diag_3,a1cresult
148,acarbose,num_medications
149,miglitol,change
150,diag_1,pioglitazone
151,rosiglitazone,miglitol
152,max_glu_serum,readmitted
153,tolbutamide,age
154,glyburide,acarbose
155,number_outpatient,repaglinide
156,rosiglitazone,glyburide_metformin
157,nateglinide,pioglitazone
158,repaglinide,acarbose
159,diabetesmed,number_inpatient
160,number_inpatient,change
161,number_outpatient,acarbose
162,nateglinide,miglitol
163,number_outpatient,age
164,number_emergency,num_medications
165,number_outpatient,diabetesmed
166,rosiglitazone,insulin
167,glyburide,pioglitazone
168,diag_2,insulin
169,diag_2,num_lab_procedures
170,glipizide,readmitted
171,a1cresult,glipizide
172,num_procedures,insulin
173,acarbose,glyburide_metformin
174,acetohexamide,num_medications
175,diag_2,number_inpatient
176,number_diagnoses,diabetesmed
177,gender,diabetesmed
178,nateglinide,num_medications
179,repaglinide,number_inpatient
180,chlorpropamide,diabetesmed
181,nateglinide,glimepiride
182,glimepiride,time_in_hospital
183,time_in_hospital,glipizide
184,glyburide,a1cresult
185,nateglinide,age
186,nateglinide,metformin
187,age,num_lab_procedures
188,diag_3,change
189,gender,acarbose
190,glimepiride,insulin
191,nateglinide,number_diagnoses
192,age,num_medications
193,repaglinide,readmitted
194,rosiglitazone,readmitted
195,max_glu_serum,repaglinide
196,diag_2,glipizide
197,glyburide_metformin,number_inpatient
198,gender,number_emergency
199,metformin_pioglitazone,number_diagnoses
200,race,diag_1
201,gender,diag_3
202,gender,readmitted
203,race,num_procedures
204,race,acarbose
205,max_glu_serum,rosiglitazone
206,glimepiride,number_inpatient
207,nateglinide,glipizide
208,metformin,readmitted
209,age,diabetesmed
210,pioglitazone,num_lab_procedures
211,diag_2,glimepiride
212,chlorpropamide,insulin
213,diag_2,chlorpropamide
214,repaglinide,glipizide
215,metformin,insulin
216,diag_1,max_glu_serum
217,chlorpropamide,number_diagnoses
218,glimepiride,glyburide_metformin
219,gender,number_outpatient
220,diag_2,repaglinide
221,diag_1,glyburide
222,number_outpatient,glimepiride
223,number_inpatient,glipizide
224,diag_1,change
225,diag_1,glimepiride
226,race,pioglitazone
227,number_outpatient,a1cresult
228,max_glu_serum,glyburide_metformin
229,glyburide,glyburide_metformin
230,diag_3,chlorpropamide
231,max_glu_serum,pioglitazone
232,diag_3,glimepiride
233,insulin,glipizide
234,max_glu_serum,nateglinide
235,diag_3,glipizide
236,max_glu_serum,metformin
237,glyburide_metformin,glipizide
238,pioglitazone,number_inpatient
239,diag_1,age
240,diag_1,diabetesmed
241,race,glyburide
242,gender,num_medications
243,nateglinide,glyburide
244,glyburide,number_diagnoses
245,number_outpatient,num_procedures
246,glyburide,number_emergency
247,age,change
248,glyburide_metformin,metformin
249,race,glimepiride
250,num_procedures,readmitted
251,metformin,num_procedures
252,diag_3,num_medications
253,age,num_procedures
254,number_emergency,num_procedures
255,diag_2,glyburide
256,gender,time_in_hospital
257,repaglinide,glyburide
258,max_glu_serum,glimepiride
259,gender,diag_2
260,diag_1,readmitted
261,metformin,num_lab_procedures
262,max_glu_serum,number_diagnoses
263,age,number_inpatient
264,race,max_glu_serum
265,glyburide,number_inpatient
266,a1cresult,number_inpatient
267,age,metformin
268,diag_1,insulin
269,diag_3,glyburide
270,max_glu_serum,a1cresult
271,num_procedures,number_inpatient
272,race,number_outpatient
273,race,num_medications
274,age,insulin
