,level_0,level_1
0,nateglinide,acarbose
1,glimepiride,troglitazone
2,glyburide,pioglitazone
3,diag_1,diag_2
4,diag_1,diag_3
5,diag_3,glyburide_metformin
6,diag_2,diag_3
7,number_outpatient,max_glu_serum
8,race,nateglinide
9,glipizide,readmitted
10,nateglinide,pioglitazone
11,glipizide,pioglitazone
12,readmitted,number_inpatient
13,number_outpatient,readmitted
14,race,glipizide
15,nateglinide,readmitted
16,glipizide,diabetesmed
17,glyburide,diabetesmed
18,diag_2,repaglinide
19,pioglitazone,change
20,glimepiride,pioglitazone
21,diag_1,nateglinide
22,race,glimepiride
23,diabetesmed,insulin
24,number_outpatient,diag_2
25,glipizide,change
26,glyburide,metformin
27,pioglitazone,diabetesmed
28,num_procedures,num_medications
29,diag_1,acarbose
30,glyburide,change
31,time_in_hospital,num_medications
32,insulin,change
33,number_outpatient,acarbose
34,glimepiride,diabetesmed
35,diag_2,number_diagnoses
36,diag_2,tolazamide
37,pioglitazone,glyburide_metformin
38,diag_1,time_in_hospital
39,readmitted,number_emergency
40,number_outpatient,rosiglitazone
41,diabetesmed,change
42,gender,tolbutamide
43,chlorpropamide,readmitted
44,repaglinide,pioglitazone
45,glimepiride,change
46,readmitted,number_diagnoses
47,gender,readmitted
48,miglitol,number_inpatient
49,race,readmitted
50,gender,num_procedures
51,pioglitazone,num_medications
52,glipizide,metformin
53,number_outpatient,number_emergency
54,nateglinide,glimepiride
55,diag_2,readmitted
56,gender,glyburide
57,diag_3,max_glu_serum
58,glyburide,glyburide_metformin
59,max_glu_serum,time_in_hospital
60,gender,pioglitazone
61,acarbose,num_lab_procedures
62,time_in_hospital,num_lab_procedures
63,acarbose,num_medications
64,glyburide_metformin,num_procedures
65,gender,diag_2
66,num_medications,insulin
67,race,insulin
68,race,a1cresult
69,acarbose,a1cresult
70,nateglinide,rosiglitazone
71,acarbose,readmitted
72,age,number_diagnoses
73,a1cresult,num_lab_procedures
74,readmitted,diabetesmed
75,number_outpatient,glyburide
76,glipizide,age
77,metformin,diabetesmed
78,number_outpatient,number_diagnoses
79,glipizide,num_medications
80,glyburide,num_procedures
81,race,time_in_hospital
82,glyburide,num_medications
83,diag_1,pioglitazone
84,metformin,change
85,num_medications,diabetesmed
86,miglitol,insulin
87,num_medications,num_lab_procedures
88,gender,a1cresult
89,readmitted,insulin
90,race,glyburide_metformin
91,repaglinide,diabetesmed
92,diag_1,age
93,readmitted,num_medications
94,nateglinide,change
95,pioglitazone,number_emergency
96,glimepiride,num_lab_procedures
97,number_diagnoses,num_medications
98,glyburide_metformin,change
99,number_emergency,number_inpatient
100,glyburide_metformin,age
101,chlorpropamide,time_in_hospital
102,time_in_hospital,insulin
103,gender,glyburide_metformin
104,gender,nateglinide
105,glyburide,rosiglitazone
106,glipizide,num_procedures
107,num_medications,change
108,time_in_hospital,number_diagnoses
109,readmitted,time_in_hospital
110,diag_3,number_diagnoses
111,glimepiride,time_in_hospital
112,max_glu_serum,glyburide
113,repaglinide,number_diagnoses
114,rosiglitazone,change
115,glyburide_metformin,number_emergency
116,repaglinide,readmitted
117,time_in_hospital,num_procedures
118,number_outpatient,insulin
119,glyburide,age
120,readmitted,change
121,number_outpatient,age
122,diag_2,number_emergency
123,diag_2,num_lab_procedures
124,number_outpatient,metformin
125,diag_2,a1cresult
126,diag_2,rosiglitazone
127,gender,metformin
128,rosiglitazone,diabetesmed
129,metformin,rosiglitazone
130,tolazamide,insulin
131,nateglinide,diabetesmed
132,glyburide_metformin,diabetesmed
133,number_diagnoses,num_procedures
134,diag_3,readmitted
135,glimepiride,number_diagnoses
136,diag_1,metformin
137,number_diagnoses,number_inpatient
138,number_diagnoses,num_lab_procedures
139,gender,glipizide
140,change,num_lab_procedures
141,pioglitazone,number_inpatient
142,glipizide,time_in_hospital
143,diag_1,tolazamide
144,max_glu_serum,insulin
145,a1cresult,diabetesmed
146,diag_3,time_in_hospital
147,time_in_hospital,diabetesmed
148,pioglitazone,num_procedures
149,diag_1,number_emergency
150,age,a1cresult
151,max_glu_serum,chlorpropamide
152,max_glu_serum,a1cresult
153,repaglinide,rosiglitazone
154,glyburide,miglitol
155,tolbutamide,num_procedures
156,nateglinide,glyburide
157,gender,insulin
158,chlorpropamide,glyburide
159,acarbose,num_procedures
160,race,pioglitazone
161,pioglitazone,a1cresult
162,race,num_procedures
163,acarbose,insulin
164,gender,diabetesmed
165,glipizide,miglitol
166,diag_1,insulin
167,nateglinide,number_diagnoses
168,nateglinide,insulin
169,chlorpropamide,number_diagnoses
170,acarbose,time_in_hospital
171,max_glu_serum,acarbose
172,chlorpropamide,glipizide
173,glyburide,number_emergency
174,diag_1,change
175,diag_1,glimepiride
176,repaglinide,glipizide
177,pioglitazone,tolazamide
178,glipizide,number_emergency
179,readmitted,metformin
180,race,chlorpropamide
181,repaglinide,num_procedures
182,gender,diag_1
183,glimepiride,readmitted
184,number_outpatient,pioglitazone
185,diag_2,tolbutamide
