,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,diabetesmed,change
3,insulin,change
4,num_medications,num_procedures
5,time_in_hospital,num_lab_procedures
6,num_medications,num_lab_procedures
7,metformin,change
8,num_medications,number_diagnoses
9,metformin,diabetesmed
10,a1cresult,num_lab_procedures
11,number_inpatient,number_emergency
12,time_in_hospital,number_diagnoses
13,num_medications,change
14,num_medications,insulin
15,time_in_hospital,num_procedures
16,age,number_diagnoses
17,diabetesmed,glipizide
18,num_medications,diabetesmed
19,pioglitazone,change
20,diabetesmed,glyburide
21,number_inpatient,readmitted
22,glipizide,change
23,rosiglitazone,change
24,number_diagnoses,num_lab_procedures
25,glyburide,change
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,diag_1,diag_2
30,diabetesmed,glimepiride
31,glimepiride,change
32,time_in_hospital,insulin
33,number_inpatient,number_diagnoses
34,number_inpatient,number_outpatient
35,time_in_hospital,change
36,time_in_hospital,age
37,rosiglitazone,metformin
38,insulin,a1cresult
39,number_outpatient,number_emergency
40,readmitted,number_diagnoses
41,number_outpatient,number_diagnoses
42,insulin,num_lab_procedures
43,insulin,number_diagnoses
44,diag_2,diag_3
45,readmitted,number_emergency
46,a1cresult,change
47,diag_3,number_diagnoses
48,nateglinide,change
49,metformin,glipizide
50,age,glyburide
51,diag_2,number_diagnoses
52,diabetesmed,a1cresult
53,repaglinide,change
54,readmitted,number_outpatient
55,time_in_hospital,diag_1
56,num_medications,metformin
57,diabetesmed,repaglinide
58,time_in_hospital,number_inpatient
59,glyburide_metformin,glipizide_metformin
60,time_in_hospital,a1cresult
61,diag_1,diag_3
62,gender,num_procedures
63,number_diagnoses,num_procedures
64,number_inpatient,insulin
65,pioglitazone,num_medications
66,num_medications,number_inpatient
67,acarbose,change
68,time_in_hospital,diabetesmed
69,nateglinide,diabetesmed
70,num_procedures,num_lab_procedures
71,change,num_lab_procedures
72,num_medications,glipizide
73,max_glu_serum,number_outpatient
74,repaglinide,age
75,num_medications,glimepiride
76,glyburide_metformin,diabetesmed
77,num_medications,rosiglitazone
78,nateglinide,miglitol
79,readmitted,diabetesmed
80,insulin,number_emergency
81,number_diagnoses,change
82,pioglitazone,metformin
83,number_diagnoses,number_emergency
84,acarbose,glipizide
85,metformin,glimepiride
86,time_in_hospital,diag_2
87,race,insulin
88,race,a1cresult
89,pioglitazone,glimepiride
90,pioglitazone,glipizide
91,diag_1,metformin
92,num_medications,number_outpatient
93,acarbose,miglitol
94,metformin,a1cresult
95,time_in_hospital,readmitted
96,glyburide_metformin,change
97,rosiglitazone,glimepiride
98,num_medications,readmitted
99,glipizide,age
100,repaglinide,number_diagnoses
101,time_in_hospital,diag_3
102,max_glu_serum,number_emergency
103,insulin,readmitted
104,number_inpatient,num_lab_procedures
105,insulin,diag_3
106,glyburide_metformin,pioglitazone
107,readmitted,change
108,rosiglitazone,glyburide
109,acarbose,diabetesmed
110,nateglinide,num_medications
111,num_medications,glyburide
112,acarbose,pioglitazone
113,max_glu_serum,time_in_hospital
114,readmitted,num_lab_procedures
115,rosiglitazone,glipizide
116,metformin_pioglitazone,pioglitazone
117,age,glimepiride
118,diag_3,a1cresult
119,gender,glipizide
120,max_glu_serum,number_inpatient
121,time_in_hospital,repaglinide
122,race,number_emergency
123,nateglinide,pioglitazone
124,acarbose,readmitted
125,diabetesmed,number_emergency
126,max_glu_serum,acarbose
127,diag_3,number_emergency
128,time_in_hospital,glyburide
129,race,change
130,acarbose,glimepiride
131,troglitazone,glimepiride
132,max_glu_serum,age
133,diag_2,number_emergency
134,number_emergency,change
135,insulin,num_procedures
136,glyburide_metformin,diag_1
137,gender,glyburide
138,diag_2,num_lab_procedures
139,num_medications,repaglinide
140,nateglinide,age
141,diag_3,num_lab_procedures
142,diag_2,number_outpatient
143,number_inpatient,diabetesmed
144,acarbose,gender
145,number_inpatient,change
146,nateglinide,rosiglitazone
147,a1cresult,glimepiride
148,acarbose,age
149,acarbose,num_medications
150,pioglitazone,glyburide
151,acarbose,repaglinide
152,glipizide_metformin,change
153,num_medications,a1cresult
154,number_inpatient,diag_2
155,max_glu_serum,readmitted
156,diabetesmed,num_lab_procedures
157,a1cresult,glipizide
158,glimepiride,num_procedures
159,chlorpropamide,readmitted
160,insulin,glimepiride
161,readmitted,glipizide
162,pioglitazone,repaglinide
163,nateglinide,metformin
164,time_in_hospital,glimepiride
165,number_outpatient,age
166,repaglinide,a1cresult
167,glipizide,num_lab_procedures
168,diag_1,number_outpatient
169,tolazamide,change
170,insulin,diag_2
171,diabetesmed,number_diagnoses
172,chlorpropamide,diabetesmed
173,age,num_lab_procedures
174,num_procedures,change
175,nateglinide,number_diagnoses
176,acarbose,number_diagnoses
177,num_medications,age
178,race,glimepiride
179,number_inpatient,glimepiride
180,number_outpatient,num_procedures
181,number_outpatient,gender
182,readmitted,metformin
183,time_in_hospital,gender
184,race,diag_1
185,glimepiride_pioglitazone,number_diagnoses
186,max_glu_serum,diag_1
187,metformin_pioglitazone,number_diagnoses
188,diag_2,gender
189,acarbose,diag_3
190,pioglitazone,diag_3
191,nateglinide,glipizide
192,rosiglitazone,number_inpatient
193,diag_1,diabetesmed
194,number_outpatient,glimepiride
195,gender,number_emergency
196,diabetesmed,age
197,chlorpropamide,insulin
198,number_outpatient,a1cresult
199,insulin,glipizide
200,diag_2,glyburide
201,glyburide_metformin,metformin
202,number_emergency,glyburide
203,repaglinide,glyburide
204,number_inpatient,glipizide
205,pioglitazone,number_inpatient
206,diag_1,readmitted
207,diag_1,change
208,max_glu_serum,repaglinide
209,max_glu_serum,glyburide_metformin
210,race,glyburide
211,race,readmitted
212,max_glu_serum,nateglinide
213,nateglinide,glyburide
214,race,max_glu_serum
215,number_diagnoses,glyburide
216,diag_3,glipizide
217,max_glu_serum,metformin
218,number_inpatient,glyburide
219,number_emergency,num_procedures
220,max_glu_serum,glimepiride
221,glyburide_metformin,glipizide
222,age,change
223,readmitted,num_procedures
224,gender,age
225,diag_3,glyburide
226,age,num_procedures
227,metformin,num_procedures
228,num_medications,diag_3
229,number_inpatient,age
230,metformin,num_lab_procedures
231,race,gender
232,diag_1,num_medications
233,num_medications,diag_2
234,number_inpatient,a1cresult
235,race,number_outpatient
236,diag_1,gender
237,max_glu_serum,number_diagnoses
238,number_inpatient,num_procedures
239,diag_1,insulin
240,number_inpatient,metformin
241,metformin,age
242,insulin,glyburide
243,pioglitazone,rosiglitazone
244,diag_3,num_procedures
245,glimepiride,glyburide
246,max_glu_serum,a1cresult
247,diag_1,a1cresult
248,diag_1,num_lab_procedures
249,metformin,number_diagnoses
250,insulin,age
251,race,num_medications
252,diag_2,age
253,glipizide,glimepiride
254,diag_2,num_procedures
255,age,number_emergency
256,diag_3,age
257,diag_1,num_procedures
258,max_glu_serum,num_procedures
259,glipizide,glyburide
260,race,number_diagnoses
261,a1cresult,age
262,max_glu_serum,num_lab_procedures
263,race,age
