,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,change,diabetesmed
3,num_procedures,num_medications
4,insulin,change
5,time_in_hospital,num_lab_procedures
6,number_emergency,number_inpatient
7,num_lab_procedures,num_medications
8,metformin,change
9,num_lab_procedures,a1cresult
10,num_medications,number_diagnoses
11,metformin,diabetesmed
12,num_medications,insulin
13,num_medications,change
14,age,number_diagnoses
15,time_in_hospital,number_diagnoses
16,num_medications,diabetesmed
17,time_in_hospital,num_procedures
18,number_inpatient,readmitted
19,glipizide,diabetesmed
20,glyburide,diabetesmed
21,pioglitazone,change
22,glipizide,change
23,num_lab_procedures,number_diagnoses
24,pioglitazone,diabetesmed
25,rosiglitazone,change
26,rosiglitazone,diabetesmed
27,glyburide,change
28,metformin,glyburide
29,glimepiride,diabetesmed
30,diag_1,diag_2
31,glimepiride,change
32,time_in_hospital,insulin
33,a1cresult,insulin
34,number_outpatient,number_inpatient
35,age,time_in_hospital
36,number_inpatient,number_diagnoses
37,number_diagnoses,insulin
38,number_outpatient,number_emergency
39,a1cresult,change
40,num_lab_procedures,insulin
41,number_emergency,readmitted
42,number_outpatient,number_diagnoses
43,metformin,rosiglitazone
44,diag_2,diag_3
45,time_in_hospital,change
46,number_outpatient,readmitted
47,diag_2,number_diagnoses
48,diag_3,number_diagnoses
49,number_diagnoses,readmitted
50,time_in_hospital,number_inpatient
51,metformin,glipizide
52,age,glyburide
53,a1cresult,diabetesmed
54,time_in_hospital,a1cresult
55,num_medications,pioglitazone
56,num_medications,glipizide
57,repaglinide,diabetesmed
58,number_outpatient,max_glu_serum
59,time_in_hospital,diag_1
60,num_procedures,number_diagnoses
61,time_in_hospital,diabetesmed
62,diag_1,diag_3
63,num_lab_procedures,num_procedures
64,num_medications,number_inpatient
65,age,repaglinide
66,num_medications,metformin
67,repaglinide,change
68,number_emergency,number_diagnoses
69,number_inpatient,insulin
70,glyburide,rosiglitazone
71,glimepiride,rosiglitazone
72,num_medications,rosiglitazone
73,glipizide,pioglitazone
74,a1cresult,metformin
75,repaglinide,miglitol
76,gender,num_procedures
77,diabetesmed,readmitted
78,number_emergency,insulin
79,pioglitazone,metformin_pioglitazone
80,glipizide,rosiglitazone
81,age,glipizide
82,metformin,pioglitazone
83,nateglinide,diabetesmed
84,num_lab_procedures,change
85,num_lab_procedures,readmitted
86,number_diagnoses,change
87,time_in_hospital,readmitted
88,num_medications,number_outpatient
89,number_emergency,diag_2
90,nateglinide,change
91,age,glimepiride
92,glyburide_metformin,diabetesmed
93,number_diagnoses,repaglinide
94,glipizide,acarbose
95,time_in_hospital,diag_2
96,number_outpatient,diag_2
97,num_lab_procedures,number_inpatient
98,number_emergency,diag_3
99,diag_3,insulin
100,num_medications,readmitted
101,insulin,readmitted
102,time_in_hospital,repaglinide
103,a1cresult,repaglinide
104,gender,glipizide
105,glimepiride,pioglitazone
106,diag_1,metformin
107,change,readmitted
108,number_emergency,change
109,num_medications,glyburide
110,num_medications,repaglinide
111,number_diagnoses,diabetesmed
112,race,a1cresult
113,age,max_glu_serum
114,time_in_hospital,diag_3
115,race,insulin
116,race,number_emergency
117,metformin,glimepiride
118,glyburide_metformin,change
119,glimepiride,miglitol
120,glyburide,pioglitazone
121,race,num_lab_procedures
122,number_inpatient,diabetesmed
123,acarbose,diabetesmed
124,num_medications,a1cresult
125,num_lab_procedures,diabetesmed
126,num_medications,glimepiride
127,age,chlorpropamide
128,num_lab_procedures,diag_3
129,num_medications,nateglinide
130,number_outpatient,change
131,number_inpatient,glipizide
132,race,gender
133,max_glu_serum,glimepiride
134,repaglinide,glyburide
135,gender,diag_1
136,gender,time_in_hospital
137,glipizide,glyburide_metformin
138,race,glyburide
139,age,num_procedures
140,age,change
141,diag_3,glyburide
142,num_medications,diag_3
143,diag_1,readmitted
144,number_inpatient,glyburide
145,number_emergency,glyburide
146,gender,diag_2
147,num_procedures,number_outpatient
148,race,number_outpatient
149,num_lab_procedures,metformin
150,number_inpatient,a1cresult
151,num_procedures,metformin
152,race,num_medications
153,gender,age
154,num_procedures,number_emergency
155,num_procedures,diag_3
156,age,metformin
157,diag_1,insulin
158,age,number_inpatient
159,diag_1,a1cresult
160,num_procedures,readmitted
161,max_glu_serum,a1cresult
162,number_diagnoses,metformin
163,num_medications,diag_2
164,age,insulin
165,glimepiride,glipizide
166,num_procedures,number_inpatient
167,number_inpatient,metformin
168,glyburide,insulin
169,glimepiride,glyburide
170,num_medications,diag_1
171,num_procedures,max_glu_serum
172,number_diagnoses,max_glu_serum
173,age,diag_2
174,pioglitazone,rosiglitazone
175,race,number_diagnoses
176,num_lab_procedures,diag_1
177,age,diag_3
178,num_procedures,diag_2
179,glipizide,glyburide
180,num_procedures,diag_1
181,age,a1cresult
182,age,number_emergency
183,race,age
184,num_lab_procedures,max_glu_serum
