,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,num_procedures,num_medications
3,change,diabetesmed
4,insulin,change
5,time_in_hospital,num_lab_procedures
6,num_lab_procedures,num_medications
7,number_emergency,number_inpatient
8,num_medications,number_diagnoses
9,num_lab_procedures,a1cresult
10,metformin,diabetesmed
11,metformin,change
12,time_in_hospital,num_procedures
13,age,number_diagnoses
14,time_in_hospital,number_diagnoses
15,num_medications,diabetesmed
16,num_medications,change
17,glipizide,diabetesmed
18,num_lab_procedures,number_diagnoses
19,num_medications,insulin
20,pioglitazone,change
21,glyburide,diabetesmed
22,rosiglitazone,change
23,glipizide,change
24,diag_1,diag_2
25,metformin,glyburide
26,pioglitazone,diabetesmed
27,number_inpatient,readmitted
28,glimepiride,change
29,rosiglitazone,diabetesmed
30,num_lab_procedures,insulin
31,glimepiride,diabetesmed
32,time_in_hospital,insulin
33,glyburide,change
34,number_outpatient,number_diagnoses
35,a1cresult,insulin
36,nateglinide,pioglitazone
37,age,time_in_hospital
38,number_outpatient,number_inpatient
39,number_diagnoses,readmitted
40,acarbose,glyburide_metformin
41,age,glyburide
42,time_in_hospital,a1cresult
43,number_diagnoses,insulin
44,metformin,glipizide
45,num_medications,glipizide
46,a1cresult,change
47,time_in_hospital,diabetesmed
48,a1cresult,diabetesmed
49,number_emergency,nateglinide
50,time_in_hospital,change
51,num_lab_procedures,num_procedures
52,number_emergency,readmitted
53,num_medications,rosiglitazone
54,diag_3,number_diagnoses
55,change,readmitted
56,diag_1,diag_3
57,race,a1cresult
58,metformin,rosiglitazone
59,diag_2,number_diagnoses
60,num_medications,metformin
61,number_inpatient,number_diagnoses
62,number_outpatient,readmitted
63,number_outpatient,number_emergency
64,repaglinide,diabetesmed
65,repaglinide,change
66,num_medications,number_inpatient
67,time_in_hospital,number_inpatient
68,num_medications,glimepiride
69,num_medications,pioglitazone
70,number_diagnoses,change
71,time_in_hospital,diag_2
72,num_procedures,number_diagnoses
73,glimepiride,rosiglitazone
74,time_in_hospital,diag_1
75,num_lab_procedures,number_inpatient
76,diag_1,metformin
77,diag_2,diag_3
78,age,glimepiride
79,glimepiride,glyburide
80,glyburide,insulin
81,diag_1,a1cresult
82,age,num_procedures
83,number_inpatient,glyburide
84,num_lab_procedures,metformin
85,pioglitazone,rosiglitazone
86,gender,diag_1
87,number_inpatient,a1cresult
88,number_diagnoses,glipizide
89,race,number_diagnoses
90,race,num_medications
91,age,diag_3
92,num_procedures,number_inpatient
93,age,number_inpatient
94,age,insulin
95,number_inpatient,metformin
96,age,metformin
97,glimepiride,glipizide
98,num_procedures,diag_1
99,num_procedures,max_glu_serum
100,age,diag_2
101,glipizide,glyburide
102,number_diagnoses,metformin
103,num_procedures,diag_2
104,age,a1cresult
105,race,age
106,age,number_emergency
107,num_lab_procedures,max_glu_serum
