,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,insulin,change
3,time_in_hospital,num_medications
4,num_procedures,num_medications
5,metformin,change
6,time_in_hospital,num_lab_procedures
7,num_lab_procedures,num_medications
8,metformin,diabetesmed
9,num_lab_procedures,a1cresult
10,num_medications,change
11,number_emergency,number_inpatient
12,num_medications,number_diagnoses
13,number_inpatient,readmitted
14,time_in_hospital,number_diagnoses
15,glipizide,diabetesmed
16,rosiglitazone,change
17,pioglitazone,change
18,age,number_diagnoses
19,num_medications,insulin
20,glipizide,change
21,time_in_hospital,num_procedures
22,num_medications,diabetesmed
23,glyburide,diabetesmed
24,glyburide,change
25,num_lab_procedures,number_diagnoses
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,glimepiride,change
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,time_in_hospital,change
33,number_diagnoses,readmitted
34,time_in_hospital,insulin
35,number_inpatient,number_diagnoses
36,a1cresult,change
37,number_emergency,readmitted
38,number_outpatient,number_inpatient
39,a1cresult,insulin
40,metformin,rosiglitazone
41,number_outpatient,number_diagnoses
42,age,time_in_hospital
43,number_outpatient,number_emergency
44,number_diagnoses,insulin
45,diag_3,number_diagnoses
46,diag_2,diag_3
47,num_lab_procedures,insulin
48,a1cresult,diabetesmed
49,age,glyburide
50,repaglinide,change
51,diag_2,number_diagnoses
52,number_outpatient,readmitted
53,diag_1,diag_3
54,metformin,glipizide
55,num_medications,pioglitazone
56,time_in_hospital,number_inpatient
57,repaglinide,diabetesmed
58,num_lab_procedures,change
59,time_in_hospital,diabetesmed
60,diabetesmed,readmitted
61,number_inpatient,insulin
62,num_medications,metformin
63,time_in_hospital,diag_1
64,gender,num_procedures
65,num_lab_procedures,num_procedures
66,num_medications,rosiglitazone
67,num_medications,number_inpatient
68,time_in_hospital,a1cresult
69,nateglinide,change
70,number_outpatient,max_glu_serum
71,num_procedures,number_diagnoses
72,metformin,pioglitazone
73,glimepiride,pioglitazone
74,number_emergency,number_diagnoses
75,glimepiride,rosiglitazone
76,time_in_hospital,readmitted
77,diag_1,metformin
78,age,repaglinide
79,time_in_hospital,diag_3
80,a1cresult,metformin
81,num_medications,glipizide
82,age,glipizide
83,acarbose,change
84,glyburide_metformin,diabetesmed
85,number_diagnoses,change
86,glipizide,rosiglitazone
87,time_in_hospital,diag_2
88,number_emergency,change
89,nateglinide,diabetesmed
90,diag_3,insulin
91,glyburide_metformin,change
92,number_emergency,insulin
93,num_medications,number_outpatient
94,num_medications,glimepiride
95,metformin,glimepiride
96,num_lab_procedures,number_inpatient
97,change,readmitted
98,number_diagnoses,repaglinide
99,race,a1cresult
100,num_medications,readmitted
101,glipizide,pioglitazone
102,num_lab_procedures,readmitted
103,gender,glyburide
104,number_emergency,max_glu_serum
105,glyburide,rosiglitazone
106,insulin,readmitted
107,time_in_hospital,repaglinide
108,number_inpatient,diabetesmed
109,num_lab_procedures,diabetesmed
110,nateglinide,miglitol
111,number_emergency,diag_3
112,number_emergency,diag_2
113,age,glimepiride
114,pioglitazone,glyburide_metformin
115,acarbose,diabetesmed
116,glipizide,acarbose
117,time_in_hospital,max_glu_serum
118,num_medications,glyburide
119,num_lab_procedures,diag_3
120,num_medications,a1cresult
121,number_inpatient,max_glu_serum
122,diag_3,a1cresult
123,time_in_hospital,glyburide
124,number_outpatient,insulin
125,num_medications,acarbose
126,acarbose,miglitol
127,number_outpatient,change
128,number_emergency,diabetesmed
