,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,diabetesmed,change
3,insulin,change
4,num_medications,num_procedures
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,num_medications,num_lab_procedures
8,number_inpatient,number_emergency
9,metformin,diabetesmed
10,a1cresult,num_lab_procedures
11,num_medications,number_diagnoses
12,num_medications,change
13,time_in_hospital,number_diagnoses
14,age,number_diagnoses
15,num_medications,insulin
16,diabetesmed,glipizide
17,number_inpatient,readmitted
18,time_in_hospital,num_procedures
19,num_medications,diabetesmed
20,rosiglitazone,change
21,pioglitazone,change
22,glipizide,change
23,diabetesmed,glyburide
24,glyburide,change
25,number_diagnoses,num_lab_procedures
26,pioglitazone,diabetesmed
27,metformin,glyburide
28,rosiglitazone,diabetesmed
29,glimepiride,change
30,diag_1,diag_2
31,diabetesmed,glimepiride
32,time_in_hospital,insulin
33,number_inpatient,number_outpatient
34,time_in_hospital,change
35,readmitted,number_diagnoses
36,time_in_hospital,age
37,number_inpatient,number_diagnoses
38,number_outpatient,number_diagnoses
39,rosiglitazone,metformin
40,readmitted,number_emergency
41,insulin,a1cresult
42,number_outpatient,number_emergency
43,diag_3,number_diagnoses
44,insulin,number_diagnoses
45,insulin,num_lab_procedures
46,a1cresult,change
47,diag_2,diag_3
48,readmitted,number_outpatient
49,diabetesmed,a1cresult
50,diag_2,number_diagnoses
51,age,glyburide
52,time_in_hospital,number_inpatient
53,metformin,glipizide
54,pioglitazone,num_medications
55,diag_1,diag_3
56,repaglinide,change
57,num_medications,metformin
58,diabetesmed,repaglinide
59,time_in_hospital,a1cresult
60,number_inpatient,insulin
61,num_medications,number_inpatient
62,gender,num_procedures
63,time_in_hospital,diag_1
64,time_in_hospital,diabetesmed
65,pioglitazone,metformin
66,num_medications,glipizide
67,num_procedures,num_lab_procedures
68,number_diagnoses,num_procedures
69,number_diagnoses,change
70,nateglinide,change
71,number_diagnoses,number_emergency
72,acarbose,change
73,change,num_lab_procedures
74,max_glu_serum,number_outpatient
75,pioglitazone,glipizide
76,readmitted,diabetesmed
77,time_in_hospital,diag_2
78,glyburide_metformin,diabetesmed
79,diag_1,metformin
80,num_medications,rosiglitazone
81,metformin,a1cresult
82,repaglinide,age
83,glipizide,age
84,insulin,number_emergency
85,glyburide_metformin,change
86,nateglinide,diabetesmed
87,rosiglitazone,glipizide
88,time_in_hospital,diag_3
89,time_in_hospital,readmitted
90,num_medications,number_outpatient
91,metformin,glimepiride
92,num_medications,glimepiride
93,num_medications,readmitted
94,repaglinide,number_diagnoses
95,race,insulin
96,insulin,diag_3
97,readmitted,change
98,pioglitazone,glimepiride
99,number_emergency,change
100,readmitted,num_lab_procedures
101,num_medications,glyburide
102,acarbose,glipizide
103,insulin,readmitted
104,rosiglitazone,glimepiride
105,race,a1cresult
106,max_glu_serum,number_inpatient
107,number_inpatient,num_lab_procedures
108,rosiglitazone,glyburide
109,time_in_hospital,repaglinide
110,gender,glyburide
111,acarbose,diabetesmed
112,repaglinide,a1cresult
113,glyburide_metformin,pioglitazone
114,diag_3,num_lab_procedures
115,max_glu_serum,number_emergency
116,age,glimepiride
117,diag_3,number_emergency
118,max_glu_serum,time_in_hospital
119,diabetesmed,num_lab_procedures
120,pioglitazone,glyburide
121,number_inpatient,diabetesmed
122,number_inpatient,change
123,diag_2,number_outpatient
124,miglitol,glimepiride
125,time_in_hospital,glyburide
126,diag_2,number_emergency
127,a1cresult,glimepiride
128,diabetesmed,number_emergency
129,diabetesmed,number_diagnoses
130,pioglitazone,nateglinide
131,max_glu_serum,age
132,num_medications,repaglinide
133,race,number_emergency
134,num_medications,a1cresult
135,num_medications,nateglinide
136,number_outpatient,change
137,readmitted,repaglinide
138,readmitted,age
139,num_medications,age
140,acarbose,repaglinide
141,gender,glipizide
142,glyburide_metformin,glipizide_metformin
143,diag_3,a1cresult
144,time_in_hospital,glipizide
145,a1cresult,gender
146,troglitazone,rosiglitazone
147,number_inpatient,diag_2
148,diag_2,metformin
149,pioglitazone,repaglinide
150,max_glu_serum,readmitted
151,time_in_hospital,glimepiride
152,acarbose,num_medications
153,age,num_lab_procedures
154,number_outpatient,age
155,insulin,number_outpatient
156,a1cresult,glipizide
157,chlorpropamide,diabetesmed
158,acarbose,miglitol
159,miglitol,repaglinide
160,rosiglitazone,a1cresult
161,diag_1,pioglitazone
162,nateglinide,number_diagnoses
163,insulin,diag_2
164,diabetesmed,number_outpatient
165,readmitted,glipizide
166,rosiglitazone,nateglinide
167,insulin,glimepiride
168,acetohexamide,time_in_hospital
169,nateglinide,age
170,chlorpropamide,age
171,insulin,num_procedures
172,diabetesmed,gender
173,nateglinide,metformin
174,number_inpatient,diag_3
175,race,num_lab_procedures
176,max_glu_serum,change
177,miglitol,change
178,acarbose,number_outpatient
179,max_glu_serum,diag_3
180,rosiglitazone,num_procedures
181,diag_3,change
182,acarbose,glyburide_metformin
183,acarbose,glyburide
184,diag_2,num_lab_procedures
185,acarbose,glimepiride
186,acarbose,pioglitazone
187,time_in_hospital,number_emergency
188,glyburide_metformin,number_inpatient
189,race,diag_1
190,race,num_procedures
191,glyburide_metformin,glyburide
192,rosiglitazone,number_diagnoses
193,race,repaglinide
194,chlorpropamide,number_diagnoses
195,nateglinide,glipizide
196,diag_1,age
197,num_medications,gender
198,glipizide_metformin,num_lab_procedures
199,repaglinide,glipizide
200,pioglitazone,diag_3
201,diag_1,glyburide
202,max_glu_serum,diag_1
203,diabetesmed,age
204,number_inpatient,gender
205,readmitted,diag_2
206,race,pioglitazone
207,diag_2,gender
208,max_glu_serum,repaglinide
209,number_outpatient,a1cresult
210,readmitted,gender
211,gender,number_emergency
212,max_glu_serum,nateglinide
213,max_glu_serum,pioglitazone
214,diag_1,change
215,chlorpropamide,insulin
216,diag_3,glipizide
217,nateglinide,glyburide
218,race,max_glu_serum
219,max_glu_serum,glyburide_metformin
220,rosiglitazone,number_inpatient
221,repaglinide,glyburide
222,insulin,metformin
223,race,glyburide
224,diag_2,glyburide
225,pioglitazone,number_inpatient
226,readmitted,metformin
227,glyburide_metformin,metformin
228,diag_1,diabetesmed
229,diag_3,glyburide
230,time_in_hospital,gender
231,max_glu_serum,metformin
232,number_inpatient,glipizide
233,number_emergency,glyburide
234,race,readmitted
235,number_outpatient,num_procedures
236,glyburide_metformin,glipizide
237,insulin,glipizide
238,num_medications,diag_3
239,number_diagnoses,glyburide
240,max_glu_serum,glimepiride
241,race,gender
242,age,change
243,number_inpatient,glyburide
244,number_emergency,num_procedures
245,metformin,num_lab_procedures
246,readmitted,num_procedures
247,metformin,num_procedures
248,diag_1,readmitted
249,age,num_procedures
250,gender,age
251,race,number_outpatient
252,diag_1,insulin
253,max_glu_serum,number_diagnoses
254,num_medications,diag_2
255,diag_1,num_medications
256,number_inpatient,age
257,max_glu_serum,a1cresult
258,race,num_medications
259,number_inpatient,a1cresult
260,diag_1,gender
261,diag_3,num_procedures
262,number_inpatient,num_procedures
263,pioglitazone,rosiglitazone
264,number_inpatient,metformin
265,metformin,age
266,insulin,age
267,glimepiride,glyburide
268,metformin,number_diagnoses
269,insulin,glyburide
270,diag_1,num_lab_procedures
271,diag_2,age
272,diag_1,a1cresult
273,glipizide,glimepiride
274,diag_2,num_procedures
275,max_glu_serum,num_procedures
276,diag_3,age
277,race,number_diagnoses
278,age,number_emergency
279,diag_1,num_procedures
280,glipizide,glyburide
281,a1cresult,age
282,max_glu_serum,num_lab_procedures
283,race,age
