,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,diabetesmed,change
3,insulin,change
4,num_medications,num_procedures
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,number_inpatient,number_emergency
8,num_medications,num_lab_procedures
9,metformin,diabetesmed
10,a1cresult,num_lab_procedures
11,num_medications,number_diagnoses
12,num_medications,change
13,time_in_hospital,number_diagnoses
14,age,number_diagnoses
15,num_medications,insulin
16,diabetesmed,glipizide
17,number_inpatient,readmitted
18,time_in_hospital,num_procedures
19,rosiglitazone,change
20,pioglitazone,change
21,num_medications,diabetesmed
22,glipizide,change
23,diabetesmed,glyburide
24,glyburide,change
25,diag_1,diag_2
26,number_diagnoses,num_lab_procedures
27,pioglitazone,diabetesmed
28,rosiglitazone,diabetesmed
29,metformin,glyburide
30,glimepiride,change
31,diabetesmed,glimepiride
32,number_outpatient,number_inpatient
33,diag_2,diag_3
34,time_in_hospital,change
35,readmitted,number_diagnoses
36,number_outpatient,number_diagnoses
37,readmitted,number_emergency
38,number_outpatient,number_emergency
39,time_in_hospital,insulin
40,number_inpatient,number_diagnoses
41,diag_3,number_diagnoses
42,insulin,a1cresult
43,time_in_hospital,age
44,a1cresult,change
45,rosiglitazone,metformin
46,insulin,num_lab_procedures
47,diag_2,number_diagnoses
48,insulin,number_diagnoses
49,diag_1,diag_3
50,number_outpatient,readmitted
51,diabetesmed,a1cresult
52,repaglinide,change
53,repaglinide,diabetesmed
54,age,glyburide
55,time_in_hospital,number_inpatient
56,metformin,glipizide
57,gender,num_procedures
58,diag_1,time_in_hospital
59,time_in_hospital,a1cresult
60,number_outpatient,max_glu_serum
61,num_medications,metformin
62,pioglitazone,num_medications
63,num_procedures,num_lab_procedures
64,num_medications,number_inpatient
65,number_diagnoses,num_procedures
66,readmitted,diabetesmed
67,change,num_lab_procedures
68,number_diagnoses,number_emergency
69,number_inpatient,insulin
70,time_in_hospital,diabetesmed
71,num_medications,glipizide
72,nateglinide,change
73,diag_2,time_in_hospital
74,diag_1,metformin
75,num_medications,rosiglitazone
76,pioglitazone,metformin
77,diag_3,time_in_hospital
78,repaglinide,age
79,metformin,a1cresult
80,acarbose,change
81,nateglinide,diabetesmed
82,glyburide_metformin,diabetesmed
83,number_diagnoses,change
84,glipizide,age
85,pioglitazone,glimepiride
86,time_in_hospital,readmitted
87,number_outpatient,num_medications
88,insulin,number_emergency
89,race,insulin
90,pioglitazone,glipizide
91,diag_3,number_emergency
92,repaglinide,number_diagnoses
93,glyburide_metformin,change
94,rosiglitazone,glipizide
95,metformin,glimepiride
96,num_medications,glimepiride
97,race,a1cresult
98,rosiglitazone,glyburide
99,diag_3,insulin
100,repaglinide,a1cresult
101,diag_2,number_emergency
102,age,glimepiride
103,number_inpatient,num_lab_procedures
104,max_glu_serum,number_inpatient
105,diabetesmed,num_lab_procedures
106,gender,glyburide
107,glyburide_metformin,glipizide_metformin
108,rosiglitazone,glimepiride
109,repaglinide,time_in_hospital
110,num_medications,glyburide
111,num_medications,readmitted
112,readmitted,num_lab_procedures
113,acarbose,glipizide
114,max_glu_serum,number_emergency
115,readmitted,change
116,acarbose,diabetesmed
117,insulin,readmitted
118,number_emergency,change
119,diag_3,num_lab_procedures
120,nateglinide,pioglitazone
121,a1cresult,glimepiride
122,gender,glipizide
123,num_medications,a1cresult
124,number_outpatient,diag_2
125,diabetesmed,number_diagnoses
126,repaglinide,num_medications
127,max_glu_serum,time_in_hospital
128,max_glu_serum,readmitted
129,number_inpatient,diabetesmed
130,diabetesmed,number_emergency
131,nateglinide,num_medications
132,glyburide_metformin,pioglitazone
133,diag_3,a1cresult
134,number_outpatient,change
135,acarbose,num_medications
136,readmitted,age
137,race,number_emergency
138,time_in_hospital,glyburide
139,number_outpatient,diag_1
140,gender,a1cresult
141,repaglinide,miglitol
142,diag_2,number_inpatient
143,acarbose,pioglitazone
144,num_medications,age
145,repaglinide,readmitted
146,number_inpatient,change
147,diag_3,change
148,nateglinide,metformin
149,repaglinide,acarbose
150,number_outpatient,age
151,max_glu_serum,age
152,number_outpatient,diabetesmed
153,tolbutamide,age
154,a1cresult,glipizide
155,repaglinide,pioglitazone
156,pioglitazone,glyburide
157,number_outpatient,acarbose
158,repaglinide,rosiglitazone
159,diag_3,number_inpatient
160,acarbose,glimepiride
161,miglitol,glimepiride
162,metformin_pioglitazone,pioglitazone
163,repaglinide,num_lab_procedures
164,nateglinide,age
165,chlorpropamide,diabetesmed
166,nateglinide,number_diagnoses
167,gender,rosiglitazone
168,number_outpatient,insulin
169,insulin,num_procedures
170,diag_2,metformin
171,diag_2,insulin
172,age,num_lab_procedures
173,number_outpatient,pioglitazone
174,rosiglitazone,a1cresult
175,gender,diabetesmed
176,number_outpatient,diag_3
177,chlorpropamide,age
178,diag_3,max_glu_serum
179,gender,change
180,time_in_hospital,glipizide
181,race,num_lab_procedures
182,nateglinide,rosiglitazone
183,diag_1,glyburide_metformin
184,acarbose,metformin
185,race,glyburide_metformin
186,repaglinide,number_inpatient
187,time_in_hospital,glimepiride
188,gender,acarbose
189,glyburide_metformin,insulin
190,diag_2,num_lab_procedures
191,diag_1,pioglitazone
192,readmitted,glipizide
193,troglitazone,rosiglitazone
194,repaglinide,insulin
195,diag_1,nateglinide
196,number_inpatient,glimepiride
197,diag_1,chlorpropamide
198,gender,readmitted
199,diag_3,pioglitazone
200,race,acarbose
201,pioglitazone,num_lab_procedures
202,race,diag_1
203,diag_1,glyburide
204,chlorpropamide,number_diagnoses
205,readmitted,a1cresult
206,glyburide_metformin,num_lab_procedures
207,gender,number_inpatient
208,race,glimepiride
209,number_outpatient,metformin
210,diag_2,glimepiride
211,race,pioglitazone
212,repaglinide,glipizide
213,max_glu_serum,repaglinide
214,gender,diag_3
215,race,num_procedures
216,chlorpropamide,insulin
217,max_glu_serum,pioglitazone
218,max_glu_serum,glyburide_metformin
219,gender,number_outpatient
220,nateglinide,glipizide
221,diag_1,age
222,diabetesmed,age
223,race,readmitted
224,diag_2,glipizide
225,rosiglitazone,number_inpatient
226,max_glu_serum,nateglinide
227,race,max_glu_serum
228,number_inpatient,glipizide
229,diag_1,max_glu_serum
230,insulin,metformin
231,gender,number_emergency
232,gender,diag_2
233,insulin,glipizide
234,diag_3,glipizide
235,gender,num_medications
236,number_outpatient,a1cresult
237,glyburide_metformin,metformin
238,readmitted,metformin
239,pioglitazone,number_inpatient
240,race,glyburide
241,repaglinide,glyburide
242,diag_1,change
243,nateglinide,glyburide
244,max_glu_serum,metformin
245,number_emergency,glyburide
246,number_diagnoses,glyburide
247,gender,time_in_hospital
248,diag_1,diabetesmed
249,number_outpatient,num_procedures
250,glyburide_metformin,glipizide
251,max_glu_serum,glimepiride
252,diag_2,glyburide
253,number_inpatient,glyburide
254,number_emergency,num_procedures
255,metformin,num_procedures
256,diag_3,glyburide
257,race,gender
258,diag_3,num_medications
259,age,change
260,diag_1,readmitted
261,number_inpatient,age
262,metformin,num_lab_procedures
263,age,num_procedures
264,readmitted,num_procedures
265,max_glu_serum,number_diagnoses
266,diag_1,insulin
267,number_inpatient,a1cresult
268,race,number_outpatient
269,diag_1,num_medications
270,max_glu_serum,a1cresult
271,gender,age
272,race,num_medications
273,number_inpatient,num_procedures
274,pioglitazone,rosiglitazone
275,diag_2,num_medications
276,insulin,glyburide
277,metformin,age
278,glimepiride,glyburide
279,number_inpatient,metformin
280,diag_3,num_procedures
281,insulin,age
282,metformin,number_diagnoses
283,glipizide,glimepiride
284,gender,diag_1
285,max_glu_serum,num_procedures
286,diag_1,a1cresult
287,diag_1,num_lab_procedures
288,diag_2,age
289,race,number_diagnoses
290,age,number_emergency
291,diag_2,num_procedures
292,diag_3,age
293,glipizide,glyburide
294,diag_1,num_procedures
295,a1cresult,age
296,max_glu_serum,num_lab_procedures
297,race,age
