,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,metformin,change
6,time_in_hospital,num_lab_procedures
7,number_emergency,number_inpatient
8,num_lab_procedures,num_medications
9,metformin,diabetesmed
10,num_lab_procedures,a1cresult
11,num_medications,number_diagnoses
12,num_medications,change
13,number_inpatient,readmitted
14,time_in_hospital,number_diagnoses
15,age,number_diagnoses
16,glipizide,diabetesmed
17,glipizide,change
18,num_medications,insulin
19,pioglitazone,change
20,time_in_hospital,num_procedures
21,num_medications,diabetesmed
22,rosiglitazone,change
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,rosiglitazone,diabetesmed
28,glimepiride,change
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,number_emergency,readmitted
33,time_in_hospital,change
34,number_diagnoses,readmitted
35,number_inpatient,number_diagnoses
36,time_in_hospital,insulin
37,number_outpatient,number_inpatient
38,a1cresult,insulin
39,a1cresult,change
40,age,time_in_hospital
41,number_outpatient,number_diagnoses
42,number_outpatient,number_emergency
43,metformin,rosiglitazone
44,diag_2,diag_3
45,number_diagnoses,insulin
46,number_outpatient,readmitted
47,num_lab_procedures,insulin
48,diag_3,number_diagnoses
49,repaglinide,change
50,metformin,glipizide
51,diag_2,number_diagnoses
52,a1cresult,diabetesmed
53,age,glyburide
54,time_in_hospital,a1cresult
55,diag_1,diag_3
56,time_in_hospital,diabetesmed
57,num_medications,pioglitazone
58,num_lab_procedures,change
59,time_in_hospital,number_inpatient
60,repaglinide,diabetesmed
61,num_medications,metformin
62,time_in_hospital,diag_1
63,diabetesmed,readmitted
64,gender,num_procedures
65,metformin,pioglitazone
66,num_medications,number_inpatient
67,number_emergency,number_diagnoses
68,num_procedures,number_diagnoses
69,num_lab_procedures,num_procedures
70,num_medications,glipizide
71,num_medications,rosiglitazone
72,nateglinide,change
73,time_in_hospital,readmitted
74,number_diagnoses,change
75,age,repaglinide
76,time_in_hospital,diag_2
77,insulin,readmitted
78,change,readmitted
79,number_inpatient,insulin
80,diag_1,metformin
81,age,glipizide
82,a1cresult,metformin
83,glipizide,pioglitazone
84,acarbose,change
85,number_outpatient,max_glu_serum
86,glyburide_metformin,change
87,nateglinide,diabetesmed
88,glyburide_metformin,diabetesmed
89,number_emergency,insulin
90,time_in_hospital,diag_3
91,glipizide,rosiglitazone
92,metformin,glimepiride
93,num_medications,readmitted
94,num_medications,glimepiride
95,num_lab_procedures,number_inpatient
96,gender,glyburide
97,number_emergency,diag_2
98,number_diagnoses,repaglinide
99,num_medications,number_outpatient
100,glimepiride,pioglitazone
101,glimepiride,rosiglitazone
102,num_lab_procedures,diabetesmed
103,race,insulin
104,time_in_hospital,glyburide
105,glyburide,rosiglitazone
106,num_lab_procedures,diag_3
107,time_in_hospital,repaglinide
108,number_emergency,change
109,a1cresult,repaglinide
110,diag_3,insulin
111,race,a1cresult
112,age,glimepiride
113,number_emergency,max_glu_serum
114,number_emergency,diag_3
115,number_emergency,diabetesmed
116,num_medications,glyburide
117,num_medications,nateglinide
118,pioglitazone,glyburide_metformin
119,acarbose,diabetesmed
120,glipizide,acarbose
121,nateglinide,pioglitazone
122,acarbose,miglitol
123,num_lab_procedures,readmitted
124,gender,glipizide
125,glyburide,pioglitazone
126,number_inpatient,max_glu_serum
127,number_diagnoses,diabetesmed
128,num_medications,a1cresult
