,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,metformin,change
6,time_in_hospital,num_lab_procedures
7,num_lab_procedures,num_medications
8,metformin,diabetesmed
9,number_emergency,number_inpatient
10,num_lab_procedures,a1cresult
11,num_medications,change
12,num_medications,number_diagnoses
13,time_in_hospital,number_diagnoses
14,number_inpatient,readmitted
15,glipizide,diabetesmed
16,pioglitazone,change
17,num_medications,insulin
18,glipizide,change
19,age,number_diagnoses
20,rosiglitazone,change
21,time_in_hospital,num_procedures
22,num_medications,diabetesmed
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,rosiglitazone,diabetesmed
28,diag_1,diag_2
29,metformin,glyburide
30,glimepiride,change
31,glimepiride,diabetesmed
32,time_in_hospital,insulin
33,number_outpatient,number_inpatient
34,number_inpatient,number_diagnoses
35,time_in_hospital,change
36,number_diagnoses,readmitted
37,a1cresult,change
38,metformin,rosiglitazone
39,a1cresult,insulin
40,age,time_in_hospital
41,diag_2,diag_3
42,number_emergency,readmitted
43,number_outpatient,number_diagnoses
44,number_diagnoses,insulin
45,num_lab_procedures,insulin
46,diag_3,number_diagnoses
47,number_outpatient,number_emergency
48,number_outpatient,readmitted
49,a1cresult,diabetesmed
50,metformin,glipizide
51,age,glyburide
52,diag_2,number_diagnoses
53,repaglinide,change
54,num_medications,metformin
55,repaglinide,diabetesmed
56,diag_1,diag_3
57,time_in_hospital,number_inpatient
58,time_in_hospital,diag_1
59,gender,num_procedures
60,time_in_hospital,a1cresult
61,num_procedures,number_diagnoses
62,num_lab_procedures,change
63,number_inpatient,insulin
64,num_medications,number_inpatient
65,number_diagnoses,change
66,time_in_hospital,diabetesmed
67,diabetesmed,readmitted
68,num_medications,pioglitazone
69,nateglinide,change
70,num_medications,glipizide
71,num_lab_procedures,num_procedures
72,num_medications,glimepiride
73,age,repaglinide
74,number_emergency,insulin
75,num_medications,rosiglitazone
76,diag_1,metformin
77,metformin,glimepiride
78,number_emergency,number_diagnoses
79,metformin,pioglitazone
80,time_in_hospital,diag_2
81,a1cresult,metformin
82,time_in_hospital,readmitted
83,glipizide,pioglitazone
84,insulin,readmitted
85,acarbose,change
86,num_medications,number_outpatient
87,change,readmitted
88,glimepiride,pioglitazone
89,num_medications,readmitted
90,time_in_hospital,diag_3
91,glyburide_metformin,diabetesmed
92,nateglinide,diabetesmed
93,age,glipizide
94,number_outpatient,max_glu_serum
95,diag_3,insulin
96,number_diagnoses,repaglinide
97,glyburide_metformin,change
98,num_lab_procedures,number_inpatient
99,glimepiride,rosiglitazone
100,glipizide,acarbose
101,num_lab_procedures,readmitted
102,glyburide_metformin,glipizide_metformin
103,number_emergency,change
104,glyburide,rosiglitazone
105,race,insulin
106,race,a1cresult
107,num_medications,glyburide
108,age,glimepiride
109,number_emergency,diag_3
110,glipizide,rosiglitazone
111,number_emergency,max_glu_serum
112,pioglitazone,glyburide_metformin
113,nateglinide,miglitol
114,time_in_hospital,repaglinide
115,gender,glipizide
116,number_inpatient,diabetesmed
117,gender,glyburide
118,number_emergency,diabetesmed
119,number_inpatient,change
120,diag_3,a1cresult
121,acarbose,diabetesmed
122,num_medications,nateglinide
123,time_in_hospital,glyburide
124,num_lab_procedures,diag_3
125,number_emergency,diag_2
126,number_inpatient,max_glu_serum
127,time_in_hospital,max_glu_serum
128,acarbose,miglitol
