,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,metformin,change
6,time_in_hospital,num_lab_procedures
7,num_lab_procedures,num_medications
8,number_emergency,number_inpatient
9,metformin,diabetesmed
10,num_lab_procedures,a1cresult
11,num_medications,number_diagnoses
12,num_medications,change
13,time_in_hospital,number_diagnoses
14,number_inpatient,readmitted
15,pioglitazone,change
16,glipizide,diabetesmed
17,num_medications,insulin
18,age,number_diagnoses
19,glipizide,change
20,rosiglitazone,change
21,num_medications,diabetesmed
22,time_in_hospital,num_procedures
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,glimepiride,change
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,number_diagnoses,readmitted
33,time_in_hospital,change
34,a1cresult,change
35,number_inpatient,number_diagnoses
36,number_outpatient,number_inpatient
37,number_emergency,readmitted
38,time_in_hospital,insulin
39,metformin,rosiglitazone
40,diag_2,diag_3
41,age,time_in_hospital
42,number_outpatient,number_emergency
43,a1cresult,insulin
44,number_outpatient,number_diagnoses
45,diag_3,number_diagnoses
46,num_lab_procedures,insulin
47,number_diagnoses,insulin
48,diag_2,number_diagnoses
49,metformin,glipizide
50,repaglinide,change
51,a1cresult,diabetesmed
52,number_outpatient,readmitted
53,time_in_hospital,a1cresult
54,age,glyburide
55,gender,num_procedures
56,repaglinide,diabetesmed
57,time_in_hospital,diag_1
58,num_medications,pioglitazone
59,num_lab_procedures,change
60,time_in_hospital,number_inpatient
61,diabetesmed,readmitted
62,num_medications,metformin
63,metformin,pioglitazone
64,diag_1,diag_3
65,num_lab_procedures,num_procedures
66,num_medications,glipizide
67,nateglinide,change
68,num_medications,number_inpatient
69,age,repaglinide
70,number_diagnoses,change
71,time_in_hospital,diabetesmed
72,a1cresult,metformin
73,number_emergency,number_diagnoses
74,number_inpatient,insulin
75,num_procedures,number_diagnoses
76,change,readmitted
77,glipizide,pioglitazone
78,diag_1,metformin
79,acarbose,change
80,time_in_hospital,readmitted
81,nateglinide,diabetesmed
82,age,glipizide
83,glyburide_metformin,change
84,metformin,glimepiride
85,glyburide_metformin,diabetesmed
86,num_medications,rosiglitazone
87,num_medications,number_outpatient
88,time_in_hospital,diag_3
89,number_emergency,insulin
90,num_lab_procedures,number_inpatient
91,number_outpatient,max_glu_serum
92,num_lab_procedures,readmitted
93,num_medications,readmitted
94,glipizide,rosiglitazone
95,time_in_hospital,diag_2
96,num_medications,glimepiride
97,number_emergency,max_glu_serum
98,diag_3,insulin
99,glimepiride,pioglitazone
100,number_diagnoses,repaglinide
101,glyburide_metformin,glipizide_metformin
102,glimepiride,rosiglitazone
103,gender,glyburide
104,number_emergency,change
105,repaglinide,miglitol
106,num_medications,glyburide
107,race,a1cresult
108,num_lab_procedures,diag_3
109,age,max_glu_serum
110,age,glimepiride
111,glipizide,acarbose
112,number_emergency,diabetesmed
113,insulin,readmitted
114,gender,glipizide
115,num_lab_procedures,diabetesmed
116,glyburide,rosiglitazone
117,time_in_hospital,repaglinide
118,acarbose,diabetesmed
119,time_in_hospital,max_glu_serum
120,pioglitazone,glyburide_metformin
121,glimepiride,miglitol
122,number_emergency,diag_2
123,race,insulin
124,num_medications,a1cresult
125,diag_3,a1cresult
126,glyburide,pioglitazone
127,time_in_hospital,glyburide
128,number_inpatient,change
129,age,readmitted
