,level_0,level_1
0,insulin,diabetesmed
1,time_in_hospital,num_medications
2,num_medications,num_procedures
3,diabetesmed,change
4,insulin,change
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,num_medications,num_lab_procedures
8,number_inpatient,number_emergency
9,a1cresult,num_lab_procedures
10,num_medications,number_diagnoses
11,metformin,diabetesmed
12,time_in_hospital,number_diagnoses
13,num_medications,change
14,age,number_diagnoses
15,num_medications,insulin
16,time_in_hospital,num_procedures
17,diabetesmed,glipizide
18,num_medications,diabetesmed
19,diabetesmed,glyburide
20,glipizide,change
21,number_diagnoses,num_lab_procedures
22,glyburide,change
23,number_inpatient,readmitted
24,pioglitazone,change
25,metformin,glyburide
26,rosiglitazone,change
27,pioglitazone,diabetesmed
28,rosiglitazone,diabetesmed
29,glimepiride,change
30,diabetesmed,glimepiride
31,diag_1,diag_2
32,number_inpatient,number_outpatient
33,insulin,number_diagnoses
34,a1cresult,change
35,number_inpatient,number_diagnoses
36,race,insulin
37,insulin,num_lab_procedures
38,time_in_hospital,change
39,number_outpatient,number_diagnoses
40,readmitted,number_diagnoses
41,tolbutamide,age
42,readmitted,number_emergency
43,diag_2,diag_3
44,number_outpatient,number_emergency
45,rosiglitazone,metformin
46,time_in_hospital,age
47,time_in_hospital,insulin
48,age,glyburide
49,diag_3,number_diagnoses
50,insulin,a1cresult
51,diabetesmed,a1cresult
52,num_medications,glipizide
53,num_medications,metformin
54,time_in_hospital,a1cresult
55,acarbose,repaglinide
56,glipizide_metformin,diag_1
57,num_medications,glimepiride
58,gender,num_procedures
59,diabetesmed,repaglinide
60,glipizide_metformin,pioglitazone
61,nateglinide,change
62,time_in_hospital,number_inpatient
63,num_medications,number_inpatient
64,number_inpatient,insulin
65,diag_2,number_diagnoses
66,pioglitazone,num_medications
67,change,num_lab_procedures
68,diag_1,diag_3
69,glipizide,age
70,num_procedures,num_lab_procedures
71,tolbutamide,max_glu_serum
72,num_medications,rosiglitazone
73,acarbose,glipizide
74,repaglinide,number_diagnoses
75,pioglitazone,metformin
76,diag_1,metformin
77,num_medications,number_outpatient
78,readmitted,number_outpatient
79,time_in_hospital,diag_2
80,race,a1cresult
81,acetohexamide,readmitted
82,readmitted,change
83,repaglinide,age
84,metformin,miglitol
85,max_glu_serum,number_outpatient
86,diabetesmed,number_diagnoses
87,metformin,glipizide
88,insulin,number_emergency
89,acetohexamide,num_lab_procedures
90,number_diagnoses,num_procedures
91,number_diagnoses,number_emergency
92,tolazamide,gender
93,number_outpatient,change
94,repaglinide,change
95,time_in_hospital,diag_3
96,tolazamide,pioglitazone
97,pioglitazone,glyburide
98,pioglitazone,glimepiride
99,nateglinide,diabetesmed
100,pioglitazone,glipizide
101,diabetesmed,glyburide_metformin
102,rosiglitazone,glyburide
103,miglitol,repaglinide
104,time_in_hospital,diabetesmed
105,race,diag_3
106,time_in_hospital,readmitted
107,rosiglitazone,glimepiride
108,readmitted,diabetesmed
109,number_inpatient,max_glu_serum
110,num_medications,a1cresult
111,number_diagnoses,change
112,glipizide_metformin,a1cresult
113,num_medications,readmitted
114,time_in_hospital,max_glu_serum
115,number_inpatient,num_lab_procedures
116,race,number_emergency
117,num_medications,glyburide
118,time_in_hospital,diag_1
119,insulin,diag_3
120,insulin,readmitted
121,readmitted,glipizide
122,metformin,number_emergency
123,diag_1,readmitted
124,readmitted,glimepiride
125,race,tolbutamide
126,number_inpatient,glyburide
127,metformin,num_procedures
128,chlorpropamide,diag_1
129,race,diag_2
130,metformin,num_lab_procedures
131,race,glimepiride
132,num_medications,diag_2
133,race,chlorpropamide
134,number_inpatient,age
135,max_glu_serum,number_diagnoses
136,age,num_procedures
137,gender,age
138,diag_1,num_medications
139,number_inpatient,a1cresult
140,tolbutamide,num_lab_procedures
141,number_diagnoses,glyburide
142,race,acarbose
143,diag_1,insulin
144,readmitted,num_procedures
145,insulin,glyburide
146,diag_1,a1cresult
147,glimepiride,glyburide
148,pioglitazone,rosiglitazone
149,metformin,age
150,number_inpatient,num_procedures
151,max_glu_serum,a1cresult
152,diag_3,num_procedures
153,glipizide,glimepiride
154,diag_1,gender
155,diag_2,age
156,insulin,age
157,number_inpatient,metformin
158,max_glu_serum,num_procedures
159,diag_2,num_procedures
160,metformin,number_diagnoses
161,diag_1,num_lab_procedures
162,diag_1,num_procedures
163,race,number_outpatient
164,age,number_emergency
165,race,num_medications
166,diag_3,age
167,glipizide,glyburide
168,a1cresult,age
169,max_glu_serum,num_lab_procedures
170,race,number_diagnoses
171,race,age
