,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,insulin,change
3,time_in_hospital,num_medications
4,num_procedures,num_medications
5,metformin,change
6,time_in_hospital,num_lab_procedures
7,number_emergency,number_inpatient
8,metformin,diabetesmed
9,num_lab_procedures,num_medications
10,num_lab_procedures,a1cresult
11,num_medications,change
12,num_medications,number_diagnoses
13,number_inpatient,readmitted
14,glipizide,diabetesmed
15,pioglitazone,change
16,num_medications,diabetesmed
17,num_medications,insulin
18,time_in_hospital,number_diagnoses
19,age,number_diagnoses
20,rosiglitazone,change
21,glipizide,change
22,time_in_hospital,num_procedures
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,rosiglitazone,diabetesmed
28,metformin,glyburide
29,glimepiride,change
30,glimepiride,diabetesmed
31,diag_1,diag_2
32,number_outpatient,number_inpatient
33,number_emergency,readmitted
34,number_inpatient,number_diagnoses
35,a1cresult,insulin
36,a1cresult,change
37,time_in_hospital,insulin
38,time_in_hospital,change
39,age,time_in_hospital
40,number_outpatient,number_diagnoses
41,number_outpatient,number_emergency
42,number_diagnoses,insulin
43,metformin,rosiglitazone
44,num_lab_procedures,insulin
45,diag_2,diag_3
46,number_diagnoses,readmitted
47,number_outpatient,readmitted
48,diag_3,number_diagnoses
49,time_in_hospital,number_inpatient
50,repaglinide,change
51,diag_2,number_diagnoses
52,metformin,glipizide
53,age,glyburide
54,repaglinide,diabetesmed
55,a1cresult,diabetesmed
56,time_in_hospital,a1cresult
57,diag_1,diag_3
58,num_medications,glipizide
59,num_medications,number_inpatient
60,time_in_hospital,diag_1
61,gender,num_procedures
62,num_medications,pioglitazone
63,number_inpatient,insulin
64,num_medications,metformin
65,num_lab_procedures,change
66,number_outpatient,max_glu_serum
67,time_in_hospital,diabetesmed
68,num_procedures,number_diagnoses
69,nateglinide,change
70,diabetesmed,readmitted
71,num_lab_procedures,num_procedures
72,number_emergency,number_diagnoses
73,age,repaglinide
74,change,readmitted
75,glyburide,rosiglitazone
76,number_emergency,insulin
77,number_diagnoses,change
78,a1cresult,metformin
79,age,glipizide
80,glipizide,rosiglitazone
81,nateglinide,diabetesmed
82,number_emergency,change
83,num_lab_procedures,readmitted
84,time_in_hospital,readmitted
85,glimepiride,rosiglitazone
86,number_emergency,diag_3
87,acarbose,change
88,num_medications,rosiglitazone
89,glipizide,pioglitazone
90,diag_1,metformin
91,insulin,readmitted
92,num_lab_procedures,number_inpatient
93,glyburide_metformin,diabetesmed
94,number_emergency,diag_2
95,metformin,pioglitazone
96,num_medications,number_outpatient
97,number_diagnoses,repaglinide
98,age,glimepiride
99,num_medications,readmitted
100,number_outpatient,diag_2
101,a1cresult,repaglinide
102,gender,glipizide
103,time_in_hospital,diag_2
104,glyburide_metformin,change
105,glimepiride,pioglitazone
106,diag_3,insulin
107,glipizide,acarbose
108,glimepiride,miglitol
109,race,a1cresult
110,race,insulin
111,time_in_hospital,diag_3
112,metformin,glimepiride
113,time_in_hospital,repaglinide
114,repaglinide,miglitol
115,race,number_emergency
116,number_outpatient,change
117,race,num_lab_procedures
118,gender,glyburide
119,number_emergency,diabetesmed
120,number_diagnoses,diabetesmed
121,num_medications,glyburide
122,acarbose,diabetesmed
123,number_inpatient,change
124,num_lab_procedures,diag_3
125,num_lab_procedures,diabetesmed
126,num_medications,a1cresult
127,num_medications,repaglinide
128,age,readmitted
129,age,max_glu_serum
130,diag_3,a1cresult
