,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,time_in_hospital,num_lab_procedures
6,metformin,change
7,metformin,diabetesmed
8,num_lab_procedures,num_medications
9,number_emergency,number_inpatient
10,num_medications,change
11,num_lab_procedures,a1cresult
12,num_medications,number_diagnoses
13,number_inpatient,readmitted
14,time_in_hospital,number_diagnoses
15,glipizide,diabetesmed
16,time_in_hospital,num_procedures
17,age,number_diagnoses
18,num_medications,insulin
19,glipizide,change
20,pioglitazone,change
21,rosiglitazone,change
22,num_medications,diabetesmed
23,glyburide,diabetesmed
24,glyburide,change
25,pioglitazone,diabetesmed
26,num_lab_procedures,number_diagnoses
27,glimepiride,change
28,rosiglitazone,diabetesmed
29,diag_1,diag_2
30,metformin,glyburide
31,glimepiride,diabetesmed
32,time_in_hospital,change
33,number_emergency,readmitted
34,a1cresult,change
35,number_outpatient,number_inpatient
36,number_outpatient,number_emergency
37,metformin,rosiglitazone
38,time_in_hospital,insulin
39,number_diagnoses,readmitted
40,number_inpatient,number_diagnoses
41,a1cresult,insulin
42,number_outpatient,number_diagnoses
43,age,time_in_hospital
44,diag_2,diag_3
45,diag_2,number_diagnoses
46,number_diagnoses,insulin
47,number_outpatient,readmitted
48,num_lab_procedures,insulin
49,a1cresult,diabetesmed
50,diag_3,number_diagnoses
51,repaglinide,change
52,diag_1,diag_3
53,time_in_hospital,diabetesmed
54,time_in_hospital,number_inpatient
55,metformin,glipizide
56,num_medications,pioglitazone
57,num_lab_procedures,change
58,repaglinide,diabetesmed
59,glipizide,pioglitazone
60,number_emergency,number_diagnoses
61,age,glyburide
62,num_lab_procedures,num_procedures
63,num_medications,number_inpatient
64,number_diagnoses,change
65,num_medications,metformin
66,diabetesmed,readmitted
67,metformin,pioglitazone
68,num_medications,glipizide
69,gender,num_procedures
70,num_procedures,number_diagnoses
71,time_in_hospital,a1cresult
72,number_inpatient,insulin
73,age,repaglinide
74,num_medications,rosiglitazone
75,time_in_hospital,diag_1
76,time_in_hospital,diag_2
77,a1cresult,metformin
78,nateglinide,change
79,glyburide_metformin,change
80,age,glipizide
81,glimepiride,pioglitazone
82,nateglinide,diabetesmed
83,diag_1,metformin
84,glyburide_metformin,diabetesmed
85,number_outpatient,max_glu_serum
86,number_inpatient,max_glu_serum
87,time_in_hospital,readmitted
88,num_medications,glimepiride
89,metformin,glimepiride
90,time_in_hospital,diag_3
91,race,a1cresult
92,change,readmitted
93,time_in_hospital,repaglinide
94,num_medications,glyburide
95,acarbose,change
96,repaglinide,miglitol
97,num_medications,readmitted
98,num_lab_procedures,number_inpatient
99,number_emergency,insulin
100,num_medications,number_outpatient
101,insulin,readmitted
102,number_diagnoses,repaglinide
103,num_lab_procedures,diabetesmed
104,number_emergency,diag_3
105,glipizide,rosiglitazone
106,glyburide,pioglitazone
107,num_lab_procedures,diag_3
108,num_lab_procedures,readmitted
109,repaglinide,readmitted
110,age,max_glu_serum
111,glimepiride,rosiglitazone
112,nateglinide,miglitol
113,time_in_hospital,max_glu_serum
114,age,glimepiride
115,diag_3,insulin
116,number_inpatient,diag_2
117,pioglitazone,glyburide_metformin
118,acarbose,diabetesmed
119,gender,glyburide
120,number_emergency,change
121,race,insulin
122,number_outpatient,change
123,a1cresult,repaglinide
124,num_medications,nateglinide
125,num_medications,repaglinide
126,number_emergency,diag_2
127,time_in_hospital,glyburide
128,diag_3,a1cresult
129,age,number_outpatient
