,level_0,level_1
0,insulin,diabetesmed
1,change,diabetesmed
2,time_in_hospital,num_medications
3,insulin,change
4,num_procedures,num_medications
5,metformin,change
6,time_in_hospital,num_lab_procedures
7,num_lab_procedures,num_medications
8,metformin,diabetesmed
9,num_medications,change
10,num_lab_procedures,a1cresult
11,number_emergency,number_inpatient
12,num_medications,number_diagnoses
13,number_inpatient,readmitted
14,pioglitazone,change
15,glipizide,change
16,num_medications,insulin
17,glipizide,diabetesmed
18,rosiglitazone,change
19,time_in_hospital,num_procedures
20,num_medications,diabetesmed
21,age,number_diagnoses
22,time_in_hospital,number_diagnoses
23,glyburide,diabetesmed
24,glyburide,change
25,num_lab_procedures,number_diagnoses
26,pioglitazone,diabetesmed
27,rosiglitazone,diabetesmed
28,glimepiride,change
29,metformin,glyburide
30,diag_1,diag_2
31,glimepiride,diabetesmed
32,time_in_hospital,change
33,number_diagnoses,readmitted
34,age,time_in_hospital
35,time_in_hospital,insulin
36,diag_2,diag_3
37,number_inpatient,number_diagnoses
38,number_emergency,readmitted
39,number_outpatient,number_diagnoses
40,metformin,rosiglitazone
41,diag_3,number_diagnoses
42,number_outpatient,number_emergency
43,a1cresult,change
44,glyburide_metformin,glipizide_metformin
45,number_outpatient,readmitted
46,number_diagnoses,insulin
47,a1cresult,insulin
48,number_outpatient,number_inpatient
49,metformin,glipizide
50,num_lab_procedures,insulin
51,a1cresult,diabetesmed
52,num_lab_procedures,num_procedures
53,diag_1,diag_3
54,num_procedures,number_diagnoses
55,repaglinide,acarbose
56,number_emergency,number_diagnoses
57,num_medications,metformin
58,diag_2,number_diagnoses
59,diabetesmed,readmitted
60,time_in_hospital,number_inpatient
61,repaglinide,diabetesmed
62,metformin,pioglitazone
63,repaglinide,change
64,time_in_hospital,a1cresult
65,time_in_hospital,diag_2
66,age,glyburide
67,number_emergency,insulin
68,gender,num_procedures
69,num_lab_procedures,readmitted
70,num_medications,number_inpatient
71,num_medications,glipizide
72,time_in_hospital,diag_1
73,race,insulin
74,num_medications,pioglitazone
75,number_inpatient,insulin
76,number_emergency,diag_3
77,acarbose,change
78,glyburide_metformin,change
79,nateglinide,change
80,glimepiride,miglitol
81,glipizide,pioglitazone
82,time_in_hospital,diabetesmed
83,number_emergency,change
84,number_diagnoses,change
85,num_medications,rosiglitazone
86,num_lab_procedures,change
87,age,glipizide
88,time_in_hospital,readmitted
89,age,repaglinide
90,glipizide,acarbose
91,nateglinide,diabetesmed
92,a1cresult,metformin
93,glyburide_metformin,diabetesmed
94,time_in_hospital,diag_3
95,race,a1cresult
96,pioglitazone,glyburide_metformin
97,num_medications,readmitted
98,number_emergency,max_glu_serum
99,diag_3,change
100,metformin,glimepiride
101,repaglinide,pioglitazone
102,num_medications,glyburide
103,gender,glipizide
104,num_medications,number_outpatient
105,glimepiride,rosiglitazone
106,change,readmitted
107,gender,glyburide
108,number_emergency,diabetesmed
109,diag_2,metformin
110,number_inpatient,diabetesmed
111,number_outpatient,max_glu_serum
112,num_lab_procedures,diabetesmed
113,a1cresult,repaglinide
114,glimepiride,pioglitazone
115,glyburide,pioglitazone
116,insulin,readmitted
117,age,num_lab_procedures
118,glimepiride,troglitazone
119,diag_1,metformin
120,a1cresult,glyburide
121,number_diagnoses,diabetesmed
122,num_medications,glimepiride
123,age,number_outpatient
124,metformin,nateglinide
125,acarbose,diabetesmed
126,num_medications,nateglinide
127,metformin,miglitol
128,age,readmitted
129,metformin,tolazamide
130,time_in_hospital,chlorpropamide
